consensus.cluster chr start end strand tpm
55 scaffold_10 818053 818097 + 268.981892878618
56 scaffold_10 829739 829744 + 67.1140315453459
57 scaffold_10 830915 830919 + 143.743215998417
58 scaffold_10 841400 841408 + 230.379792862746
59 scaffold_10 842022 842037 + 16.990179325195
60 scaffold_10 851132 851185 + 738.779258819706
61 scaffold_10 853310 853337 + 28.4659210922916
62 scaffold_10 855567 855584 + 22.4020972686936
63 scaffold_10 867066 867130 + 65.5801267951251
64 scaffold_10 867353 867354 + 90.184113086617
65 scaffold_10 910732 910739 + 92.9920910994419
66 scaffold_10 923651 923657 + 33.7440480303587
67 scaffold_10 924879 924884 + 59.4626946882708
68 scaffold_10 962022 962030 + 5.38203283685874
69 scaffold_10 964883 964886 + 143.211853171801
70 scaffold_10 979990 980017 + 819.798541550694
71 scaffold_10 999396 999399 + 11.0744733917182
72 scaffold_10 1004194 1004236 + 165.967432223329
73 scaffold_10 1007807 1007881 + 321.458191543255
74 scaffold_10 1017700 1017780 + 1017.11590228005
75 scaffold_10 1018085 1018086 + 12.7699210526915
76 scaffold_10 1018211 1018218 + 21.8751873814021
77 scaffold_10 1036240 1036246 + 35.0527821145633
78 scaffold_10 1042414 1042418 + 242.672355257549
79 scaffold_10 1049711 1049714 + 13.0170544714452
80 scaffold_10 1059198 1059206 + 110.116652680135
81 scaffold_10 1062017 1062018 + 11.8376171623658
82 scaffold_10 1066403 1066405 + 117.299254948465
83 scaffold_10 1066651 1066653 + 5.01577259851329
84 scaffold_10 1091801 1091879 + 371.903817538779
85 scaffold_10 1093353 1093539 + 224.288858017668
86 scaffold_10 1117972 1117973 + 21.4338930526041
87 scaffold_10 1157191 1157214 + 147.749148873335
88 scaffold_10 1171963 1171969 + 11.7670364460802
89 scaffold_10 1174129 1174172 + 105.103278950829
90 scaffold_10 10702 10707 - 33.9821917720499
91 scaffold_10 80996 81018 - 86.6192214702367
92 scaffold_10 85297 85308 - 179.627061149945
93 scaffold_10 89134 89139 - 66.4622611946158
94 scaffold_10 92149 92155 - 62.3914356273135
95 scaffold_10 110437 110444 - 59.6180327314407
96 scaffold_10 126403 126408 - 5.64844551690381
97 scaffold_10 126570 126576 - 148.984566980039
98 scaffold_10 128745 128805 - 63.230647782831
99 scaffold_10 129149 129228 - 138.971663185242
100 scaffold_10 129365 129420 - 136.347469875198
101 scaffold_10 129538 129581 - 129.420277465264
102 scaffold_10 129759 129779 - 171.243645424885
103 scaffold_10 130023 130078 - 313.377390518821
104 scaffold_10 130798 130868 - 6143.52908575834
105 scaffold_10 134987 135087 - 728.614930477639
106 scaffold_10 140308 140324 - 80.7711884234287
107 scaffold_10 140917 140919 - 11.0196794685542
108 scaffold_10 145255 145257 - 31.8494995587036
109 scaffold_10 145662 145669 - 5843.64201563885
110 scaffold_10 147598 147611 - 7784.10088133831
111 scaffold_10 149673 149698 - 10.6336785317761
112 scaffold_10 152771 152772 - 15.5080895744758
113 scaffold_10 174186 174278 - 907.375392032315
114 scaffold_10 175834 175890 - 332.568339266033
115 scaffold_10 176806 176822 - 191.450273384062
116 scaffold_10 189469 189546 - 570.903547069902
117 scaffold_10 193307 193313 - 41.4943906485145
118 scaffold_10 202926 202952 - 36.0413886873742
119 scaffold_10 203058 203061 - 24.2986809387653
120 scaffold_10 204062 204070 - 820.001014195271
121 scaffold_10 220771 220788 - 268.126418354976
122 scaffold_10 248771 248776 - 89.0600141366427
123 scaffold_10 253514 253538 - 60.7860716446368
124 scaffold_10 255929 255933 - 143.520890280775
125 scaffold_10 256042 256087 - 567.944100203272
126 scaffold_10 276752 276797 - 98.4154558513421
127 scaffold_10 280877 280977 - 635.363459947228
128 scaffold_10 282290 282376 - 107.095491561179
129 scaffold_10 282765 282832 - 25.0376852130026
130 scaffold_10 283288 283296 - 10.6816998757818
131 scaffold_10 283568 283595 - 1198.43611506699
132 scaffold_10 301758 301775 - 1664.63997718813
133 scaffold_10 325951 325982 - 186.986207377429
134 scaffold_10 335890 335891 - 12.0282499572822
135 scaffold_10 348038 348046 - 103.437079825678
136 scaffold_10 375737 375741 - 19.7930652388386
137 scaffold_10 377694 377755 - 175.176392757372
138 scaffold_10 377899 377907 - 3686.79785511758
139 scaffold_10 380261 380276 - 8.64223937706739
140 scaffold_10 380538 380550 - 1447.8452499232
141 scaffold_10 382190 382211 - 115.709604834667
142 scaffold_10 431002 431038 - 87.2556180529057
143 scaffold_10 432697 432716 - 15.4868548933048
144 scaffold_10 435068 435116 - 243.874384845962
145 scaffold_10 439124 439141 - 23.364362070325
146 scaffold_10 439300 439450 - 1847.82952707327
147 scaffold_10 445391 445393 - 84.1550500450866
148 scaffold_10 454130 454145 - 10.5839595000941
149 scaffold_10 454646 454653 - 126.130712315652
150 scaffold_10 460556 460611 - 532.027910653732
151 scaffold_10 462790 462825 - 190.399510008301
152 scaffold_10 465676 465712 - 32.0179633066377
153 scaffold_10 468827 468858 - 47.2541847509398
154 scaffold_10 479928 479935 - 22.8378887173667
155 scaffold_10 480330 480432 - 1049.77955885205
156 scaffold_10 480741 480761 - 12.4008673948095
157 scaffold_10 494506 494510 - 25.4493928081202
158 scaffold_10 501658 501701 - 155.352045625782
159 scaffold_10 554365 554504 - 4644.24137835939
160 scaffold_10 556844 556845 - 49.8969088746248
161 scaffold_10 557771 557829 - 77.8079684087611
162 scaffold_10 558104 558130 - 870.462216790263
163 scaffold_10 560771 560799 - 186.374594459715
164 scaffold_10 581711 581712 - 25.7804520912794
165 scaffold_10 585625 585650 - 45.146401274685
166 scaffold_10 587007 587017 - 5397.1489092538
167 scaffold_10 611563 611584 - 17.7116191419053
168 scaffold_10 617042 617142 - 425.679184639021
169 scaffold_10 633751 633830 - 311.355772877645
170 scaffold_10 638725 638731 - 22.9434355245941
171 scaffold_10 653860 653865 - 223.207954248269
172 scaffold_10 657669 657681 - 70.7519457218137
173 scaffold_10 658052 658062 - 115.805200406227
174 scaffold_10 688818 688841 - 168.996728550915
175 scaffold_10 719651 719745 - 1451.11849668565
176 scaffold_10 729941 729946 - 23.0412373347758
177 scaffold_10 730568 730577 - 723.4640718636
178 scaffold_10 739449 739500 - 335.23951427764
179 scaffold_10 751986 751991 - 19.3711641546516
180 scaffold_10 754472 754474 - 23.2141747548877
181 scaffold_10 754652 754658 - 145.031534928665
182 scaffold_10 754777 754787 - 37.9507070040856
183 scaffold_10 763866 763995 - 1942.597340088
184 scaffold_10 768298 768373 - 1005.01423359411
185 scaffold_10 771321 771406 - 418.05016076904
186 scaffold_10 777149 777217 - 376.99277754509
187 scaffold_10 780732 780879 - 966.073565999143
188 scaffold_10 784566 784599 - 125.564789541325
189 scaffold_10 788160 788191 - 5.81829621427541
190 scaffold_10 795670 795696 - 688.80387637605
191 scaffold_10 805826 805873 - 165.068520839023
192 scaffold_10 861712 861731 - 11.7272412551254
193 scaffold_10 863140 863150 - 1268.96736476507
194 scaffold_10 867010 867043 - 188.823687611718
195 scaffold_10 871016 871038 - 196.169069018894
196 scaffold_10 873439 873475 - 674.471597033974
197 scaffold_10 920528 920532 - 85.8071335646782
198 scaffold_10 983705 983706 - 17.4350617000888
199 scaffold_10 991306 991342 - 184.71422980447
200 scaffold_10 1013706 1013748 - 200.059346531598
201 scaffold_10 1017295 1017355 - 242.463696413072
202 scaffold_10 1028886 1028887 - 5.56018855570219
203 scaffold_10 1073858 1073871 - 876.408570269052
204 scaffold_10 1078479 1078581 - 572.776577984335
205 scaffold_10 1084813 1084869 - 851.494960264546
206 scaffold_10 1089195 1089202 - 152.702800111618
207 scaffold_10 1091564 1091584 - 333.122233641163
208 scaffold_10 1102332 1102336 - 11.5622216308763
209 scaffold_10 1170626 1170686 - 659.737786860735
210 scaffold_10 1170819 1170830 - 105.911550739703
211 scaffold_100 124292 124362 + 19107.7345170572
212 scaffold_100 124584 124619 + 176.042674432909
213 scaffold_100 124754 124805 + 283.874074005562
214 scaffold_100 205773 205815 + 4124.20346657058
215 scaffold_100 206189 206205 + 14.9970201792441
216 scaffold_100 206557 206574 + 32.6800110417607
217 scaffold_100 206719 206812 + 1164.85176480056
218 scaffold_100 207156 207171 + 5.2071607108957
219 scaffold_100 207403 207417 + 42.084083888367
220 scaffold_100 219904 219963 + 6776.56884715432
221 scaffold_100 220350 220456 + 647.068805228469
222 scaffold_100 220761 220770 + 112.890835929809
223 scaffold_100 226094 226096 + 45.6990737826416
224 scaffold_100 228850 228901 + 429.076625216133
225 scaffold_100 240732 240776 + 1678.87315031173
226 scaffold_100 251082 251083 + 77.7670760516863
227 scaffold_100 251261 251325 + 185.072395229498
228 scaffold_100 321977 321984 + 410.723041795124
229 scaffold_100 398801 398808 + 867.153658740792
230 scaffold_100 200682 200699 - 36.7295784845106
231 scaffold_100 210087 210150 - 87.22241160038
232 scaffold_100 211439 211560 - 679.878234592195
233 scaffold_100 214227 214233 - 17.8226418861844
234 scaffold_100 214926 215036 - 362.711643873
235 scaffold_100 215163 215219 - 53.4134930098767
236 scaffold_100 215394 215396 - 50.3657036247261
237 scaffold_100 215667 215702 - 103.128758745011
238 scaffold_100 215817 215845 - 1554.55206588105
239 scaffold_100 216054 216065 - 10871.5726827745
240 scaffold_100 222520 222521 - 85.6461946743864
241 scaffold_100 237903 237986 - 347.202083905403
242 scaffold_100 238169 238170 - 26.8474510794443
243 scaffold_100 239642 239658 - 1607.18064335569
244 scaffold_100 257622 257623 - 5.03064678849246
245 scaffold_100 473988 473993 - 208.946272111372
246 scaffold_101 23959 23964 + 19.4322961361807
247 scaffold_101 102628 102689 + 356.426256457591
248 scaffold_101 181752 181789 + 180.710130546257
249 scaffold_101 209986 209989 + 12.4371961864218
250 scaffold_101 217137 217147 + 41.4375944753326
251 scaffold_101 269219 269225 + 103.795229658073
252 scaffold_101 332627 332656 + 139.149596143701
253 scaffold_101 338454 338505 + 903.965949357571
254 scaffold_101 343372 343410 + 67.7698759627336
255 scaffold_101 346663 346709 + 290.73313392973
256 scaffold_101 355529 355608 + 72.2755197799379
257 scaffold_101 364952 365094 + 4088.67562618721
258 scaffold_101 365321 365347 + 369.7167396587
259 scaffold_101 368322 368384 + 502.563973333712
260 scaffold_101 370980 370981 + 12.4104906188559
261 scaffold_101 380053 380054 + 25.5076184675565
262 scaffold_101 388036 388037 + 23.409388472109
263 scaffold_101 392453 392469 + 218.136030573034
264 scaffold_101 407985 408006 + 59.7167193471668
265 scaffold_101 413657 413703 + 157.063631770573
266 scaffold_101 421945 421954 + 49.8148424235207
267 scaffold_101 198036 198093 - 289.66358752806
268 scaffold_101 234595 234602 - 391.236011493542
269 scaffold_101 239167 239218 - 47.7088899861504
270 scaffold_101 332099 332147 - 89.8395189286122
271 scaffold_101 333045 333055 - 67.8857128221857
272 scaffold_101 343027 343078 - 162.150207351531
273 scaffold_101 364253 364354 - 1871.96907712673
274 scaffold_101 368154 368196 - 76.611068078433
275 scaffold_101 385185 385188 - 35.8633422500816
276 scaffold_101 385366 385375 - 403.59327112229
277 scaffold_101 390686 390713 - 32.6142208300468
278 scaffold_101 403342 403352 - 77.1814629193833
279 scaffold_101 405221 405233 - 181.677284992676
280 scaffold_101 446884 446889 - 11.1792670957918
281 scaffold_101 453603 453611 - 767.201854538317
282 scaffold_1013 510 544 + 251.672016921134
283 scaffold_1013 3917 4037 - 546.365292749234
284 scaffold_1013 13582 13613 - 60.0807127202717
285 scaffold_1015 8585 8665 + 658.433584002888
286 scaffold_102 4620 4663 + 233.435517317693
287 scaffold_102 11638 11651 + 274.040684615654
288 scaffold_102 12339 12461 + 466.094544599584
289 scaffold_102 14020 14034 + 1162.27952992652
290 scaffold_102 32479 32597 + 1293.97286698205
291 scaffold_102 32722 32723 + 62.5393935496694
292 scaffold_102 34531 34540 + 172.0438355689
293 scaffold_102 38447 38448 + 93.7914983759737
294 scaffold_102 61567 61632 + 151.12462216206
295 scaffold_102 70097 70184 + 1515.96896400317
296 scaffold_102 71188 71206 + 167.152486460407
297 scaffold_102 82316 82361 + 120.270677763657
298 scaffold_102 92339 92504 + 2746.83090723096
299 scaffold_102 96538 96546 + 34.3334865733555
300 scaffold_102 96700 96713 + 53.9888807216441
301 scaffold_102 100973 100992 + 36.4149554278611
302 scaffold_102 102400 102456 + 188.088273882861
303 scaffold_102 102672 102674 + 46.0251500128559
304 scaffold_102 102852 102898 + 131.586040991525
305 scaffold_102 107272 107301 + 20.8049470650849
306 scaffold_102 109663 109755 + 123.886411712512
307 scaffold_102 135537 135570 + 44.1175057508534
308 scaffold_102 140180 140250 + 743.785751745218
309 scaffold_102 140612 140652 + 27.9635458545199
310 scaffold_102 146310 146314 + 75.3156689323435
311 scaffold_102 151054 151093 + 97.4776419354375
312 scaffold_102 154954 155024 + 191.63020737289
313 scaffold_102 156330 156412 + 229.024017304618
314 scaffold_102 158539 158562 + 43.3070637077174
315 scaffold_102 161645 161699 + 95.7813495163403
316 scaffold_102 223652 223663 + 5503.41533089657
317 scaffold_102 223858 223902 + 319.021959263856
318 scaffold_102 224938 224946 + 443.531870411773
319 scaffold_102 226218 226397 + 635.72604878872
320 scaffold_102 228203 228204 + 11.9967712584712
321 scaffold_102 230173 230178 + 1296.47934231936
322 scaffold_102 231214 231241 + 168.998317884332
323 scaffold_102 254118 254157 + 312.719772521402
324 scaffold_102 262342 262434 + 473.227846675865
325 scaffold_102 275688 275720 + 37.103247642663
326 scaffold_102 275864 275879 + 107.555239175509
327 scaffold_102 281076 281081 + 448.115267370985
328 scaffold_102 282141 282203 + 45.3435680638479
329 scaffold_102 290050 290059 + 12.92986570258
330 scaffold_102 370366 370441 + 533.399657161642
331 scaffold_102 376107 376115 + 219.580395321911
332 scaffold_102 385811 385814 + 42.8008075405192
333 scaffold_102 385930 386032 + 157.303784267858
334 scaffold_102 386250 386273 + 69.930805423549
335 scaffold_102 386395 386513 + 295.178837743996
336 scaffold_102 405749 405753 + 2139.25867083722
337 scaffold_102 405934 406004 + 427.514502120153
338 scaffold_102 406156 406195 + 234.95898187072
339 scaffold_102 406350 406357 + 184.14912892739
340 scaffold_102 49599 49642 - 533.453330122964
341 scaffold_102 69703 69755 - 304.06770621853
342 scaffold_102 80660 80705 - 743.75638789852
343 scaffold_102 82053 82064 - 5.60395209606713
344 scaffold_102 89767 89796 - 385.264525635487
345 scaffold_102 109181 109249 - 580.942149527515
346 scaffold_102 115990 115993 - 325.288442431932
347 scaffold_102 134220 134232 - 102.507189835381
348 scaffold_102 158432 158475 - 70.5282504026259
349 scaffold_102 200333 200334 - 18.42449454764
350 scaffold_102 200536 200595 - 916.762152602887
351 scaffold_102 218329 218332 - 5.38756306419868
352 scaffold_102 218794 218799 - 91.0849070858765
353 scaffold_102 234918 234925 - 80.5679960846746
354 scaffold_102 244589 244621 - 87.9809770766961
355 scaffold_102 253190 253219 - 88.2038450335734
356 scaffold_102 258714 258752 - 60.3977108185089
357 scaffold_102 261180 261185 - 485.871592666636
358 scaffold_102 267984 267993 - 23.3559032832522
359 scaffold_102 268212 268248 - 149.855776409481
360 scaffold_102 271627 271635 - 39.7196040020086
361 scaffold_102 274405 274412 - 96.5421434137274
362 scaffold_102 275429 275471 - 128.221483854112
363 scaffold_102 347795 347799 - 5.58926156290906
364 scaffold_102 380889 380919 - 29.710782797369
365 scaffold_102 388792 388802 - 17.3128479548027
366 scaffold_102 389011 389015 - 17.3275972410174
367 scaffold_102 392793 392797 - 57.8837805248899
368 scaffold_102 392992 392995 - 5.98751153100535
369 scaffold_102 396295 396375 - 233.294332661295
370 scaffold_102 403267 403286 - 73.6612205751897
371 scaffold_102 403432 403475 - 24.9523437713665
372 scaffold_102 403587 403652 - 2581.9827606035
373 scaffold_1027 10594 10595 + 43.4386611121773
374 scaffold_103 227668 227755 + 969.765348145668
375 scaffold_103 232655 232675 + 17.2150589381092
376 scaffold_103 327203 327334 + 1788.36741058686
377 scaffold_103 377216 377288 + 90.0703116129462
378 scaffold_103 390558 390568 + 227.752273965834
379 scaffold_103 398475 398490 + 148.495667691295
380 scaffold_103 409621 409743 + 4490.66158204694
381 scaffold_103 416276 416332 + 88.8879297893786
382 scaffold_103 432690 432698 + 66.9718176863685
383 scaffold_103 433363 433526 + 858.394484831341
384 scaffold_103 433817 433821 + 11.7777614653249
385 scaffold_103 434184 434203 + 6.6663153441856
386 scaffold_103 439308 439312 + 5.24748201593728
387 scaffold_103 85662 85688 - 27.8188460200988
388 scaffold_103 101477 101510 - 271.975727980472
389 scaffold_103 106475 106482 - 142.247646122023
390 scaffold_103 107978 107979 - 17.5639767289286
391 scaffold_103 232373 232443 - 236.921987620629
392 scaffold_103 254783 254788 - 72.2751836327233
393 scaffold_103 326923 326965 - 105.747326524638
394 scaffold_103 331670 331720 - 208.07044698994
395 scaffold_103 340798 340834 - 101.670142243702
396 scaffold_103 392833 392843 - 253.14744612846
397 scaffold_103 395547 395562 - 152.038842951505
398 scaffold_103 396306 396348 - 15.6236472346793
399 scaffold_103 432856 432927 - 125.227037128903
400 scaffold_1033 9991 10012 - 80.4991340536136
401 scaffold_1033 12926 12931 - 20.1246193617593
402 scaffold_1039 6681 6688 + 32.2250463084285
403 scaffold_104 68461 68486 + 70.180537923043
404 scaffold_104 85806 85807 + 28.0168219178916
405 scaffold_104 312248 312249 + 8.97982685273408
406 scaffold_104 314691 314717 + 23.4696420561607
407 scaffold_104 317630 317640 + 56.1202687095067
408 scaffold_104 331180 331245 + 82.524903616636
409 scaffold_104 427027 427071 + 133.678371588356
410 scaffold_104 431137 431221 + 268.67526365031
411 scaffold_104 438003 438008 + 225.240859452991
412 scaffold_104 74603 74696 - 291.922235215651
413 scaffold_104 324485 324531 - 78.1019393095535
414 scaffold_104 327214 327222 - 132.269336766673
415 scaffold_104 330466 330493 - 19.6544094295044
416 scaffold_104 340847 340899 - 445.737190194958
417 scaffold_104 409777 409784 - 116.473258065728
418 scaffold_104 426537 426560 - 144.508926210488
419 scaffold_104 432533 432592 - 1088.7856942197
420 scaffold_104 437078 437108 - 153.78866537277
421 scaffold_1043 11110 11114 + 38.2487067641441
422 scaffold_1043 11272 11305 + 177.754498356079
423 scaffold_1043 4967 4972 - 51.3047114886106
424 scaffold_105 120693 120696 + 156.859736170782
425 scaffold_105 151033 151055 + 829.301521955251
426 scaffold_105 152661 152723 + 339.220350692819
427 scaffold_105 196746 196756 + 173.693653689236
428 scaffold_105 200373 200374 + 5.64844551690381
429 scaffold_105 207216 207224 + 11.2245668069126
430 scaffold_105 207347 207350 + 108.297541860505
431 scaffold_105 216698 216700 + 5.28707768676789
432 scaffold_105 256659 256682 + 95.970908240661
433 scaffold_105 313894 313955 + 374.887854781652
434 scaffold_105 333368 333369 + 32.7376869752993
435 scaffold_105 343556 343594 + 91.6482506146828
436 scaffold_105 347175 347179 + 67.9816131921533
437 scaffold_105 383736 383808 + 408.750939858295
438 scaffold_105 385906 385991 + 122.41357658026
439 scaffold_105 33801 33802 - 24.6643861885816
440 scaffold_105 38559 38568 - 44.5580790355961
441 scaffold_105 49474 49482 - 189.394284934946
442 scaffold_105 63534 63539 - 96.8709857568452
443 scaffold_105 129203 129239 - 560.218778244647
444 scaffold_105 136978 137024 - 19.6570414735101
445 scaffold_105 140896 140911 - 200.108070720006
446 scaffold_105 152365 152384 - 222.568065928299
447 scaffold_105 158223 158244 - 12.8463220115286
448 scaffold_105 158377 158381 - 720.165983220693
449 scaffold_105 247344 247346 - 12.7416948559282
450 scaffold_105 250897 250956 - 317.184481743997
451 scaffold_105 342498 342503 - 16.8005406049634
452 scaffold_105 376862 376867 - 57.9172291369881
453 scaffold_105 400043 400247 - 232.506840770225
454 scaffold_105 400624 400670 - 29.3758998139659
455 scaffold_105 401399 401418 - 9.34900649375653
456 scaffold_105 412498 412591 - 54.7744553916033
457 scaffold_105 413489 413490 - 15.5485720999663
458 scaffold_1058 7191 7243 + 25804.759995984
459 scaffold_1059 2669 2676 - 309.871711818725
460 scaffold_1062 13777 13781 + 427.917002927571
461 scaffold_107 18195 18203 + 412.901001266607
462 scaffold_107 20393 20398 + 44.8233352685643
463 scaffold_107 22061 22064 + 203.303141317794
464 scaffold_107 26138 26159 + 756.450805220066
465 scaffold_107 33599 33603 + 155.984126305565
466 scaffold_107 35064 35087 + 679.71292653277
467 scaffold_107 35246 35340 + 43.3764683448104
468 scaffold_107 37886 37914 + 2311.53944655211
469 scaffold_107 38082 38188 + 82.6847827083622
470 scaffold_107 42929 42966 + 502.483980895603
471 scaffold_107 64645 64718 + 71.9418177158023
472 scaffold_107 141504 141531 + 146.406030934481
473 scaffold_107 157783 157801 + 691.943518195602
474 scaffold_107 159288 159375 + 157.349076302623
475 scaffold_107 162065 162097 + 22.9175834406452
476 scaffold_107 180059 180109 + 853.247147250057
477 scaffold_107 180408 180415 + 5.40201415821936
478 scaffold_107 282460 282470 + 367.447332040432
479 scaffold_107 301236 301241 + 113.97459620123
480 scaffold_107 303909 303946 + 78.7857367072655
481 scaffold_107 308950 308972 + 230.805117870093
482 scaffold_107 314896 314923 + 76.2105059817751
483 scaffold_107 315327 315328 + 55.3817241303795
484 scaffold_107 315458 315477 + 15.9962646722066
485 scaffold_107 315666 315762 + 94.5204491948679
486 scaffold_107 315934 316054 + 468.097160229347
487 scaffold_107 316177 316324 + 785.689450965439
488 scaffold_107 316500 316693 + 1134.68827640755
489 scaffold_107 316920 317040 + 141.164861368426
490 scaffold_107 317174 317271 + 296.443625233855
491 scaffold_107 319049 319056 + 288.910592267373
492 scaffold_107 333197 333250 + 131.674394673371
493 scaffold_107 353689 353764 + 1001.27826295948
494 scaffold_107 24600 24601 - 7.7007603755636
495 scaffold_107 24726 24733 - 156.398271249095
496 scaffold_107 41982 42014 - 42.2195083180109
497 scaffold_107 52683 52687 - 77.2799315000163
498 scaffold_107 52904 52905 - 25.7499616792787
499 scaffold_107 156639 156705 - 889.146609253414
500 scaffold_107 165255 165262 - 5.21664412538179
501 scaffold_107 172271 172289 - 74.7659813709635
502 scaffold_107 175207 175216 - 611.073732457764
503 scaffold_107 178508 178537 - 36.0766320700599
504 scaffold_107 178966 179028 - 601.549407749542
505 scaffold_107 179234 179292 - 140.676699673218
506 scaffold_107 179618 179684 - 144.709136518206
507 scaffold_107 288180 288194 - 33.675567562003
508 scaffold_107 289903 289910 - 122.037816958016
509 scaffold_107 290206 290215 - 605.152476624571
510 scaffold_107 292213 292217 - 479.036587733598
511 scaffold_107 298830 298921 - 808.633095546739
512 scaffold_107 332651 332657 - 108.212029642405
513 scaffold_107 336468 336510 - 70.0850312265542
514 scaffold_108 255972 255981 + 351.416245126104
515 scaffold_108 256602 256608 + 12.2557544577572
516 scaffold_108 262094 262096 + 10.919364016584
517 scaffold_108 277756 277761 + 11.8942923395233
518 scaffold_108 281372 281376 + 10.9059805173331
519 scaffold_108 379680 379694 + 51.9465717017666
520 scaffold_108 380639 380701 + 146.860851353275
521 scaffold_108 157294 157295 - 125.276631480653
522 scaffold_108 223096 223152 - 40.9387761417862
523 scaffold_108 226717 226718 - 53.2153734237112
524 scaffold_108 227043 227049 - 47.6214540303195
525 scaffold_108 227373 227377 - 48.0488224043324
526 scaffold_108 227516 227554 - 178.366632318357
527 scaffold_108 230120 230124 - 180.459566439074
528 scaffold_108 236512 236518 - 105.891363689895
529 scaffold_108 277262 277310 - 96.1783436554579
530 scaffold_108 387475 387532 - 469.336316887406
531 scaffold_1088 9120 9134 + 142.462620266725
532 scaffold_109 115094 115114 + 92.9565836629352
533 scaffold_109 115995 116027 + 243.482632796353
534 scaffold_109 120644 120691 + 219.882350070371
535 scaffold_109 128260 128317 + 175.678581062508
536 scaffold_109 131236 131241 + 33.4030389624678
537 scaffold_109 164666 164748 + 246.151851679074
538 scaffold_109 167524 167531 + 90.1349088865965
539 scaffold_109 169851 169898 + 148.632183962851
540 scaffold_109 177607 177615 + 963.472522016642
541 scaffold_109 195587 195588 + 43.0480824846637
542 scaffold_109 233679 233706 + 51.3705013960316
543 scaffold_109 245419 245424 + 64.7808546840738
544 scaffold_109 274898 274903 + 1217.95879698128
545 scaffold_109 285043 285073 + 870.623505926952
546 scaffold_109 356047 356050 + 6.17985175011025
547 scaffold_109 375110 375111 + 44.9863301375899
548 scaffold_109 405856 405864 + 16.6966169541564
549 scaffold_109 10776 10811 - 100.911314224372
550 scaffold_109 33191 33196 - 146.303301517946
551 scaffold_109 39307 39327 - 92.1156538980683
552 scaffold_109 47029 47047 - 92.1776115228233
553 scaffold_109 54996 55005 - 442.538918335058
554 scaffold_109 57798 57802 - 5.65113447870168
555 scaffold_109 87767 87771 - 280.026112573256
556 scaffold_109 95238 95253 - 5.11608805048355
557 scaffold_109 114857 114887 - 78.2202614401831
558 scaffold_109 120433 120457 - 66.5408574880759
559 scaffold_109 175717 175718 - 16.5446361515274
560 scaffold_109 184341 184349 - 545.184445078133
561 scaffold_109 187398 187462 - 157.91120460589
562 scaffold_109 188335 188448 - 809.254316842
563 scaffold_109 189294 189363 - 93.6148931231194
564 scaffold_109 266109 266111 - 159.896304791494
565 scaffold_109 308032 308068 - 193.527588185136
566 scaffold_109 326487 326515 - 26.5138467810575
567 scaffold_1094 13727 13732 + 357.854833195416
