mat_females_1 mat_females_2 mat_females_3 mat_males_1 mat_males_2 pE_females_1 pE_females_2 pE_females_3 logFC AveExpr t P.Value adj.P.Val B FDR tw_dis chr start end strand de gene
scaffold_17_649669_649740_- 278.511101094382 261.416405523249 326.532072463983 34.085708620985 43.2647562751135 121.098449415265 164.246847018785 106.986906426956 -2.70100451215231 7.26477198628452 -13.853773752827 6.86019922650322e-07 8.72708810934229e-05 6.72144372593803 8.72708810934229e-05 0.0258355503933578 scaffold_17 649669 649740 - 1 JGI_V11_299789
scaffold_17_682512_682544_- 4.5501336056265 8.45858064494185 9.46104761126478 6.63119281066217 4.30565486939189 0 3.44031131982115 0 -0.201128878388003 1.98068730342461 -0.456609105463837 0.660046597976148 0.745443251809946 -6.4849412431753 0.745443251809946 0.029666146697536 scaffold_17 682512 682544 - 0 JGI_V11_219910
scaffold_24_605994_605997_+ 15.1479857874925 13.252767131783 18.7474438059253 5.35931843697017 8.05637959081499 7.50701581823107 11.0276515513538 9.71530011015294 -0.998077742159693 3.69391954164593 -3.30743266897561 0.0106791496293589 0.0335163705966163 -3.07349651201331 0.0335163705966163 0.0235110237808249 scaffold_24 605994 605997 + 0 JGI_V11_232106
scaffold_25_47166_47177_+ 6.48087671430785 7.50313647758448 5.70232924335432 0 3.08911934878793 5.19732603483151 4.73023758587408 0 -2.23047733556619 1.89014261330799 -1.56024671610345 0.157172939690487 0.245713094803693 -4.56917959679569 0.245713094803693 0.03026505072266 scaffold_25 47166 47177 + 0 JGI_V11_232076
scaffold_3_3692248_3692272_+ 29.8400004339048 36.7113850465285 36.5900424432574 20.1260446405907 16.778040361089 16.2898941036741 21.1203400080315 21.8263016170466 -0.69290242035335 4.85232275369449 -3.84155622242796 0.00489917826227159 0.0193065154377584 -2.69970036709723 0.0193065154377584 0.0197260180792208 scaffold_3 3692248 3692272 + 0 JGI_V11_309534
scaffold_35_458455_458522_- 15.3921358958684 18.0170574583908 19.3304107516364 1.38777878078145e-17 1.38777878078145e-17 5.80879119827458 9.35592417775908 11.0944874249678 -4.99810656698859 2.74752104362164 -3.06708878531549 0.0153422586303065 0.0432204937868037 -2.87181079165424 0.0432204937868037 0.024144371969899 scaffold_35 458455 458522 - 0 JGI_V11_299986
scaffold_4_997017_997026_+ 20.751708771296 16.3914242277481 19.2483576597017 3.48488053623141 6.17995980010855 7.18512032420489 11.3961800647466 11.9416802641156 -1.7132317847349 3.71045330187899 -3.78371561152662 0.00532051474700507 0.0205684891414811 -2.09874409120641 0.0205684891414811 0.02332194133301 scaffold_4 997017 997026 + 0 JGI_V11_232095
scaffold_4_1008731_1008747_- 9.51603180489938 9.68579646320022 6.19120530265879 11.7586790853009 8.0587782165888 9.52685083262797 10.0965463093948 9.0276603908133 0.402818475290715 3.51406404404192 1.60557232403712 0.146884870236513 0.233066447185527 -5.81071414288176 0.233066447185527 0.023760743906062 scaffold_4 1008731 1008747 - 0 JGI_V11_219990
scaffold_61_464996_465001_+ 17.3240919626943 14.0713237551407 18.0045533114194 64.7141816014056 18.3307870942526 23.9529169520611 16.2030209974086 11.3843093864789 1.24022417502461 4.5928608132275 2.44035786726098 0.0404261202492966 0.087720175869579 -4.8952744990199 0.087720175869579 0.0851551530515814 scaffold_61 464996 465001 + 0 JGI_V11_39704
scaffold_61_470695_470696_- 14.982539756856 14.0611178184523 13.4751704427431 5.02326493753933 0.00111952057353903 9.31656842561672 8.05220916885217 9.71821812416902 -2.94642458372527 3.10363572129709 -3.06705588872842 0.015343026145677 0.0432204937868037 -2.74468109729123 0.0432204937868037 0.0240992835346043 scaffold_61 470695 470696 - 0 JGI_V11_93965
scaffold_77_75852_75915_+ 20.8631148625126 26.8825544015033 26.256382931471 20.9829150593297 22.8470683641779 16.823343099189 19.6354742854059 20.8016227758422 0.0269864015965853 4.72101249252373 0.166574155239918 0.871822160390339 0.9128682212779 -7.36421656847625 0.9128682212779 0.0195411762989195 scaffold_77 75852 75915 + 0 JGI_V11_231978
scaffold_77_79138_79154_- 30.3658518699854 31.120891938504 30.1608211693715 1.38777878078145e-17 1.38777878078145e-17 11.2165612309917 10.7363047327858 14.672995537701 -5.78396915626291 3.22599396369546 -4.4773659421045 0.00204255766853265 0.0104102792283494 -1.63732054439967 0.0104102792283494 0.0205775365294791 scaffold_77 79138 79154 - 0 JGI_V11_39825
scaffold_79_381761_381806_+ 61.2904429339254 76.8247152841938 60.3414717115939 19.8526816078703 23.5087824615711 49.0052566335052 52.0458909196925 58.9890468682515 -1.39631538093581 5.79073599398695 -8.18435176156335 3.62012634993994e-05 0.000759112648456636 2.5446653756756 0.000759112648456636 0.0179797923801439 scaffold_79 381761 381806 + 1 JGI_V11_309491
scaffold_8_572932_572945_- 66.4967039132679 68.649750094893 57.6905673671244 78.8857764223482 53.4251746426597 42.9795351680784 50.2139604433895 37.127976779346 0.204914681723021 6.05601899693774 1.05240115680237 0.32324363569732 0.428938460109614 -6.90260042987576 0.428938460109614 0.0223943168933395 scaffold_8 572932 572945 - 0 JGI_V11_299815
scaffold_8_578496_578505_- 20.2378580757594 26.0633891220713 25.214929757083 26.0082277764166 19.4278254271636 28.1673383887123 22.9583681834635 26.4186252182631 0.112111191513235 4.8728156436482 0.579944935847902 0.577853336452828 0.672763719718905 -7.19573428549013 0.672763719718905 0.020014616526188 scaffold_8 578496 578505 - 0 JGI_V11_300027
scaffold_8_582619_582697_- 79.2281410164342 84.7563840739768 74.7479178754974 50.7334606592267 47.2409650117349 52.9262912463034 57.517361696935 56.2438670379885 -0.506464580317089 6.20611310714534 -4.34789493564055 0.00242912739844267 0.0117586527186918 -2.04873352733862 0.0117586527186918 0.0138725237936558 scaffold_8 582619 582697 - 0 JGI_V11_300028
scaffold_88_276950_277005_- 759.569211734675 851.74270584684 804.715323958046 48.086228670469 55.6273015546668 312.817775606899 407.076360989492 311.695011532155 -3.75897491164457 8.45315611814507 -26.1348096962571 4.65952644959187e-09 8.73805875603403e-06 11.5605398523184 8.73805875603403e-06 0.0172357990032499 scaffold_88 276950 277005 - 1 JGI_V11_39582
scaffold_9_1434538_1434559_+ 15.8601650807162 18.2908057992012 19.8982403188853 0 5.07490048105323 6.12783484953215 10.2866870113809 9.72068268809131 -3.30587994283706 3.19756312950359 -2.82218861755497 0.0223289437315399 0.0569931653672076 -3.05610106229629 0.0569931653672076 0.0252508146496851 scaffold_9 1434538 1434559 + 0 JGI_V11_309506
scaffold_9_487402_487439_- 117.56794191789 128.306002584551 130.186572659451 5.86820194350385 6.40164865248259 37.3385412200672 52.3287934157669 64.4723035455009 -4.05947169679117 5.67130938259264 -10.1532134662696 7.3601137282843e-06 0.000293249931580919 4.4172113724631 0.000293249931580919 0.0231544350678276 scaffold_9 487402 487439 - 1 JGI_V11_219945
