"mat_females_1" "mat_females_2" "mat_females_3" "mat_males_1" "mat_males_2" "pE_females_1" "pE_females_2" "pE_females_3" "logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B" "FDR" "tw_dis" "chr" "start" "end" "strand" "de" "gene"
"scaffold_10_1346971_1346991_+" 18.1179327451985 16.3936358736255 23.5743855967233 12.3606191720303 14.2377801283741 28.4609212271116 36.1248495571111 37.6810990329655 1.35564769520902 4.72061403022048 6.62436803299788 0.000162207392789459 0.00305853900119412 1.08863118507014 0.00305853900119412 0.0212195159336423 "scaffold_10" 1346971 1346991 "+" 1 "JGI_V11_314112"
"scaffold_10_1346971_1346991_+.1" 18.1179327451985 16.3936358736255 23.5743855967233 12.3606191720303 14.2377801283741 28.4609212271116 36.1248495571111 37.6810990329655 1.35564769520902 4.72061403022048 6.62436803299788 0.000162207392789459 0.00305853900119412 1.08863118507014 0.00305853900119412 0.0212195159336423 "scaffold_10" 1346971 1346991 "+" 1 "JGI_V11_314113"
"scaffold_10_1759022_1759059_+" 453.755367751493 482.392056697114 531.284811232947 220.916231232294 199.999464042514 444.327274806784 329.8552127071 508.116849407922 1.03639681298097 8.79947097959687 5.10061359268408 0.000917759223720859 0.00931525612076672 -0.864145844475234 0.00931525612076672 0.0238493502881768 "scaffold_10" 1759022 1759059 "+" 1 "JGI_V11_300446"
"scaffold_10_2105471_2105487_+" 53.403273993422 52.8363627525291 64.1602913454144 102.34135524765 92.7156027544964 49.5417275791271 46.7608071755246 55.7492687542656 -0.902958224138306 6.21964250586293 -6.05247174400536 0.000300269617623107 0.00459114170150972 0.310216262041424 0.00459114170150972 0.0157177572561379 "scaffold_10" 2105471 2105487 "+" 1 "JGI_V11_238096"
"scaffold_10_99673_99692_-" 84.5503133040401 89.6824920359157 97.0799002973853 147.414173464766 167.656774571398 11.91944692162 31.5040430153036 36.6961876751115 -2.64539265472183 6.24675500547365 -6.75862087827133 0.000141154493194324 0.00285032970754414 1.16052677614887 0.00285032970754414 0.0359094912377757 "scaffold_10" 99673 99692 "-" 1 "JGI_V11_237569"
"scaffold_10_198950_198953_-" 62.8479315833172 67.7022088682104 69.3086214973141 7.36884734005965 7.61588231174682 26.9851777780387 30.3775188936355 33.0771178067491 1.97149393961377 5.12510341408603 10.0640085196659 7.86402836297767e-06 0.000555782923045703 4.35612829919426 0.000555782923045703 0.0166966084066342 "scaffold_10" 198950 198953 "-" 1 "JGI_V11_300343"
"scaffold_10_524232_524292_-" 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 37.5750294850208 46.1379826516617 36.2852352075145 6.38326174319661 1.63264477202678 5.66395175061357 0.000466906885017002 0.00605266112764567 -1.19089002758179 0.00605266112764567 0.0239634911860004 "scaffold_10" 524232 524292 "-" 1 "JGI_V11_300242"
"scaffold_10_524420_524533_-" 6.32296206952666 12.1114694948779 0.037808288252188 5.75520135122577 3.75367166661028 180.614185195089 161.601888764928 177.255445857649 5.10746616488337 4.31567474412689 7.47667677234835 6.93637433410629e-05 0.00181314924717009 2.20886945272445 0.00181314924717009 0.0264697896947289 "scaffold_10" 524420 524533 "-" 1 "JGI_V11_300242"
"scaffold_10_524722_524734_-" 122.983403658331 88.4851804305169 116.332088654033 120.142276393828 70.5350691972879 3522.02110830765 4561.01986665606 5695.27975359518 5.64274647419381 8.97182430999738 19.6759385473702 4.41233601225676e-08 3.50817482441181e-05 9.43417172630001 3.50817482441181e-05 0.0435757659059973 "scaffold_10" 524722 524734 "-" 1 "JGI_V11_300242"
"scaffold_10_650359_650390_-" 89.6085657574709 109.979883265463 69.3993808065524 464.961074345637 360.265022965098 100.878508855521 127.463550355301 98.3157337329037 -1.8787007082022 7.38246219782772 -8.47614102534103 2.80520516552652e-05 0.00107057849937154 2.87466334061577 0.00107057849937154 0.028305740300655 "scaffold_10" 650359 650390 "-" 1 "JGI_V11_313917"
"scaffold_10_678599_678611_-" 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 23.1148932014347 22.5166548850299 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 -5.52649036225857 0.639894254794995 -7.07011394969668 0.000103024982328294 0.00234038418189109 0.00626795959944992 0.00234038418189109 0.0261994655997492 "scaffold_10" 678599 678611 "-" 1 "JGI_V11_313927"
"scaffold_10_1391965_1392084_-" 374.239711584463 325.28579877482 311.072980848244 559.372329254701 572.069006033725 281.378472184608 287.467326509298 342.947410131464 -0.864080080078359 8.7760710321785 -5.78094011521422 0.000407953298486176 0.00559235980008133 0.0102402113720323 0.00559235980008133 0.0139361547091851 "scaffold_10" 1391965 1392084 "-" 1 "JGI_V11_208978"
"scaffold_10_1430514_1430532_-" 54.4853522181744 58.1412170089139 52.0787334452177 16.878973923358 13.3565608230364 51.6735337507683 50.8541873094575 38.4844465689657 1.6391258292453 5.49485806874853 9.09636646596163 1.66953985553479e-05 0.00079588428757938 3.48366961398358 0.00079588428757938 0.0181784751526904 "scaffold_10" 1430514 1430532 "-" 1 "JGI_V11_237924"
"scaffold_10_1823734_1823761_-" 24.8167470667936 21.1686734396772 25.213968774401 9.99585474756279 9.4925218882507 63.1450064591289 43.8965712235666 27.2035685241941 2.10042689121882 4.84498791682091 5.67416683343204 0.000461403222649423 0.00601830702442847 0.0421030604111365 0.00601830702442847 0.0409005196532125 "scaffold_10" 1823734 1823761 "-" 1 "JGI_V11_300320"
"scaffold_10_1882125_1882210_-" 321.987139446438 337.560761883179 340.236801955667 95.4716266314036 84.8792290703794 191.948044975464 179.766883869055 162.057558593288 1.01258022409225 7.82233839209263 8.11092888265792 3.86454090738477e-05 0.00128921625165588 2.52248392662792 0.00128921625165588 0.0113059753866487 "scaffold_10" 1882125 1882210 "-" 1 "JGI_V11_187657"
"scaffold_10_1882125_1882210_-.1" 321.987139446438 337.560761883179 340.236801955667 95.4716266314036 84.8792290703794 191.948044975464 179.766883869055 162.057558593288 1.01258022409225 7.82233839209263 8.11092888265792 3.86454090738477e-05 0.00128921625165588 2.52248392662792 0.00128921625165588 0.0113059753866487 "scaffold_10" 1882125 1882210 "-" 1 "JGI_V11_314241"
"scaffold_10_1904082_1904371_-" 69.9839211995014 74.4949366051826 37.9486312276122 560.974533431559 654.185358480501 52.355377255275 102.003137319468 91.718347338812 -2.89705859307238 7.13173653052041 -8.02325039989275 4.18074278361216e-05 0.00134758334116363 2.4462550904084 0.00134758334116363 0.0525305910310009 "scaffold_10" 1904082 1904371 "-" 1 "JGI_V11_300322"
"scaffold_10_1904550_1904623_-" 74.3041924857899 82.2883736432268 61.0288676856795 791.658472012076 747.785848344394 99.7179844539792 126.357615811749 87.9053057663568 -2.85185312653756 7.47768535361772 -15.5937455647528 2.73519619176733e-07 0.000100371180252508 7.67572359219339 0.000100371180252508 0.0204327336919885 "scaffold_10" 1904550 1904623 "-" 1 "JGI_V11_300322"
"scaffold_100_117005_117046_+" 1288.23169289699 1469.94112632832 1313.6735286576 842.145151692962 755.843932170307 1284.47130095561 1479.73769414943 1163.0029652384 0.743811858642317 10.4429430218948 5.38505926661883 0.00064888869555005 0.00754086119883438 -0.485552909330742 0.00754086119883438 0.0147030610227935 "scaffold_100" 117005 117046 "+" 1 "JGI_V11_231628"
"scaffold_100_289718_289901_-" 1290.23483962414 1276.80937417864 1187.65572409066 837.404036531558 723.063386283477 1352.24527237559 1192.59652738137 1209.38402908619 0.719679126965081 10.3680694243361 5.35409244461813 0.000673479505530497 0.00769541073325326 -0.52560183595978 0.00769541073325326 0.010734252310646 "scaffold_100" 289718 289901 "-" 1 "JGI_V11_231635"
"scaffold_1006_2422_2425_-" 19.3035409194964 9.29668077051312 7.72676982754611 45.4969537549789 37.7497352699356 15.1689695313427 6.19219853677149 5.77112405049352 -2.24238230823859 4.09820796238268 -5.20724878176361 0.000804843044434587 0.00861841468793535 -0.534513716647792 0.00861841468793535 0.0408293154186416 "scaffold_1006" 2422 2425 "-" 1 "JGI_V11_300530"
"scaffold_101_424996_425048_+" 38.4077337119886 42.305577760638 36.6228195830391 24.3596125564738 25.2755882396311 41.9164370238408 45.10510928543 45.3386564600301 0.853681481348357 5.46002868048737 6.92625459086207 0.000118995595434968 0.00258618901149209 1.34616730112142 0.00258618901149209 0.0159308262715841 "scaffold_101" 424996 425048 "+" 1 "JGI_V11_300544"
"scaffold_101_432971_433055_-" 70.8767076699979 70.0280967210532 73.1067068132742 309.126214113845 282.779981373446 87.6275448409563 125.237566802445 113.85892754049 -1.41579906400108 7.1497604501046 -8.89923809905246 1.9624618213857e-05 0.000863377833554702 3.25470397238971 0.000863377833554702 0.0174819848989441 "scaffold_101" 432971 433055 "-" 1 "JGI_V11_300546"
"scaffold_102_44554_44613_-" 32.3299855189431 38.7548698154208 34.6191720967326 13.014316115108 7.83850385644568 22.2287603757402 23.804465377255 22.4937196588256 1.17185811603736 4.73949227828835 5.50855720041549 0.000560160155126155 0.00681694903068705 -0.159347119094453 0.00681694903068705 0.0191560199099491 "scaffold_102" 44554 44613 "-" 1 "JGI_V11_228440"
"scaffold_102_166429_166522_-" 489.42344335393 588.966304774022 487.734238094302 124.112317781956 90.6210170095057 222.207562912238 224.866076015863 238.617342832314 1.14063889155972 8.25785442142836 6.71657717976856 0.000147403451618466 0.00290573622291691 1.08876663468259 0.00290573622291691 0.0168855901041847 "scaffold_102" 166429 166522 "-" 1 "JGI_V11_300571"
"scaffold_104_261035_261040_+" 33.879185259657 36.7109321286263 32.1642048433258 91.3359992792625 89.18274490239 32.2747409629609 41.0383661017235 38.180034408841 -1.23874549477802 5.75594996172702 -9.32568252163946 1.38842708878545e-05 0.000735943491894557 3.61323654194748 0.000735943491894557 0.0160322714814096 "scaffold_104" 261035 261040 "+" 1 "JGI_V11_300598"
"scaffold_104_305545_305637_-" 114.817390784388 104.301022028226 121.829065791991 36.8749896770382 30.2442248593362 61.2901087298077 67.6154250973261 63.0558330628632 0.963650798735762 6.33685761847663 7.11742677372824 9.83031641509141e-05 0.00227096970741857 1.52494352602456 0.00227096970741857 0.0144701423916562 "scaffold_104" 305545 305637 "-" 1 "JGI_V11_300607"
"scaffold_106_20300_20353_-" 102.262459155943 107.560195035848 108.76138433468 44.7478302178586 36.8667870027499 72.8375113271901 61.1063532296563 80.6411139234263 0.836712446639167 6.42769918038218 5.04931664691048 0.000978150713140452 0.00962483297180718 -0.957129583523536 0.00962483297180718 0.015652917430383 "scaffold_106" 20300 20353 "-" 1 "JGI_V11_231649"
"scaffold_1069_2928_2972_+" 153.239614737959 183.568089240668 153.080553784661 64.1040927019115 59.2718797310423 164.630419667924 145.208907251909 157.823010771595 1.3667000105925 7.22895454689251 9.82510397112004 9.41398525073807e-06 0.000607559120453941 4.02405401823314 0.000607559120453941 0.013781402803818 "scaffold_1069" 2928 2972 "+" 1 "JGI_V11_300650"
"scaffold_107_66224_66231_-" 3.51599108325986 3.14412560464708 4.54348659796598 10.9909445354006 11.5892332822688 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 -4.54216819895136 1.53453562310062 -5.60417780737478 0.000500592230737084 0.00634122840898888 -0.734536159931928 0.00634122840898888 0.0261217061550699 "scaffold_107" 66224 66231 "-" 1 "JGI_V11_202596"
"scaffold_107_66340_66491_-" 90.475706111335 61.4439203090288 57.1468250891911 175.29713546114 173.729181643811 44.552919315759 56.4132224997001 53.3511796276447 -1.72278575600329 6.5364103115062 -8.22544861685601 3.49085326765957e-05 0.00120457032351294 2.63370313344467 0.00120457032351294 0.0237311905192868 "scaffold_107" 66340 66491 "-" 1 "JGI_V11_202596"
"scaffold_107_73501_73556_-" 410.433272769856 328.292300642943 299.24482044069 709.574594040311 651.540015352106 291.237219112181 311.012902616248 271.480124175298 -1.18714145547748 8.83196843791619 -7.53460129248878 6.56512806863775e-05 0.00176943183341448 1.97331457460604 0.00176943183341448 0.0174430632471237 "scaffold_107" 73501 73556 "-" 1 "JGI_V11_202596"
"scaffold_107_75256_75333_-" 1519.19179864957 1453.05257746762 1772.7570262534 2325.34363038699 2359.35761991001 1343.54845652391 1425.26651527485 1259.65337598736 -0.767419952243305 10.9286551245301 -5.97703414892933 0.000326648575670817 0.00486201881509402 0.253667720316936 0.00486201881509402 0.0118401627119158 "scaffold_107" 75256 75333 "-" 1 "JGI_V11_202596"
"scaffold_11_400059_400063_+" 42.3705768833274 36.3188667476885 38.7897089099591 44.4938994428884 38.1909393832527 17.1445159457949 21.590507286799 16.5192839205926 -1.11291349147378 5.17321597605636 -7.34866064350713 7.84227498496738e-05 0.0019485194174889 1.80481954497781 0.0019485194174889 0.0182273883692763 "scaffold_11" 400059 400063 "+" 1 "JGI_V11_314338"
"scaffold_11_414860_414883_+" 6.86800012170138 6.28173556772831 6.54587303524179 29.2683892308341 18.9872403981125 9.85124316491765 9.45034455983767 6.11759529687578 -1.41085514898347 3.63245199703889 -5.57445810675769 0.000518326326231448 0.0064814567215914 -0.0487495670409013 0.0064814567215914 0.026234703001007 "scaffold_11" 414860 414883 "+" 1 "JGI_V11_314338"
"scaffold_11_757398_757406_+" 20.2009934901823 14.8916078805187 17.8283690364209 45.5882986036987 52.4265403814776 15.4612207971126 14.2623987726429 12.6008339294049 -1.72586108630127 4.67023841582532 -10.7072506073328 4.93228581308329e-06 0.00046755354905693 4.7457427768301 0.00046755354905693 0.01997914884009 "scaffold_11" 757398 757406 "+" 1 "JGI_V11_314370"
"scaffold_11_959632_959663_+" 24.4317916944795 23.8899955279059 24.4664273542163 7.25885260592583 4.30587799987952 15.773248385539 14.5349888334593 16.8786989186504 1.44069194454352 4.14561641050384 5.15530722364402 0.000857822299495323 0.00891600532876635 -0.273947998815077 0.00891600532876635 0.0199736872534871 "scaffold_11" 959632 959663 "+" 1 "JGI_V11_299538"
"scaffold_11_1264005_1264071_+" 465.232348746742 507.095261000288 547.976787944964 179.686434339085 160.044193579752 332.818240859322 375.271292102381 447.945437584893 1.20796204293308 8.68977359177723 7.42512782523388 7.28640814970288e-05 0.00186494901751639 1.85586772422285 0.00186494901751639 0.0174210357433766 "scaffold_11" 1264005 1264071 "+" 1 "JGI_V11_314436"
"scaffold_11_1380077_1380122_+" 122.328683412027 133.628687107111 134.171938405492 48.1312540336291 36.0949780760392 92.9604287364966 96.3349644345303 70.3467437607361 1.06861738405774 6.64663089525813 6.04906314397334 0.000301409589145692 0.00460119822406247 0.309427637977245 0.00460119822406247 0.0183437153541245 "scaffold_11" 1380077 1380122 "+" 1 "JGI_V11_222793"
"scaffold_11_1889477_1889504_+" 213.513566195815 169.684849405266 169.398729834156 94.3141711871215 107.392631127659 186.336416795951 174.858010346647 158.820795802414 0.815006783301082 7.52526432645546 5.4681045565398 0.000587665445569156 0.00704383925784089 -0.402601525995554 0.00704383925784089 0.0161701084544889 "scaffold_11" 1889477 1889504 "+" 1 "JGI_V11_314559"
"scaffold_11_1059091_1059096_-" 21.3789324945216 17.6189084367497 20.4793320704401 35.4867626588689 33.8853955547233 14.9177113778727 19.5503544884454 16.8698485387676 -0.968880841320837 4.71133851219819 -6.64448808832087 0.000158842192834905 0.00302497677013539 1.06078049617656 0.00302497677013539 0.0191850325406457 "scaffold_11" 1059091 1059096 "-" 1 "JGI_V11_194139"
"scaffold_11_1490815_1490864_-" 50.5194203370821 54.4656888847139 60.0005388755596 21.7566982114956 16.5578156784818 39.3747662388873 44.0896735291998 42.0965023540907 1.15580070511985 5.5190981850409 7.35737987211191 7.77657726562292e-05 0.00194741007063801 1.82930012963256 0.00194741007063801 0.0166406677334979 "scaffold_11" 1490815 1490864 "-" 1 "JGI_V11_300798"
"scaffold_11_1575959_1576007_-" 41.6525160739928 35.7629394027881 28.9696848105777 74.5761786493478 83.4417429916241 27.0910288202891 26.8472775435238 36.8453593262438 -1.34793206662275 5.60836507325919 -6.60071611526813 0.000166264417828038 0.00309225888985831 0.960232021639518 0.00309225888985831 0.0205522980621678 "scaffold_11" 1575959 1576007 "-" 1 "JGI_V11_238417"
"scaffold_11_1886036_1886045_-" 125.132277621296 145.622503279498 118.097869381572 6.38522793418216 3.31256164286367 44.7641116834174 49.6356182455756 61.3900425066736 3.37714825883391 5.60837659950286 7.50260634830891 6.76738502115568e-05 0.00178492063735369 2.2300887940524 0.00178492063735369 0.0198546739090743 "scaffold_11" 1886036 1886045 "-" 1 "JGI_V11_314557"
