mat_females_1 mat_females_2 mat_females_3 mat_males_1 mat_males_2 pE_females_1 pE_females_2 pE_females_3 logFC AveExpr t P.Value adj.P.Val B FDR tw_dis chr start end strand de
scaffold_1_216878_216897_+ 5.59892044361504 6.78753567658232 5.84732802146797 6.90711535839782 5.75849291342516 6.26818722086542 5.56327932370563 6.49646780230999 0.247735684578055 2.93109818022684 0.769260613696473 0.465165177557779 0.568572440651886 -5.95870642517464 0.568572440651886 0.0247810717838201 scaffold_1 216878 216897 + 0
scaffold_1_224681_224753_+ 39.8374845078853 74.9352141438752 69.8981704562165 72.7276217509694 178.326255784977 55.7709556438668 85.2097844738583 38.9167108636876 1.13251321072429 6.31676365401 2.4506315861689 0.0416872571435342 0.0862807600594733 -4.99062836402263 0.0862807600594733 0.0965387945839082 scaffold_1 224681 224753 + 0
scaffold_1_226515_226518_+ 32.6447674218647 43.2990267353999 28.5913081230174 36.1556040791121 34.8748083655102 24.5638828555843 16.6975948366604 9.364856959858 0.243680156595398 4.92150055700172 0.784324660038199 0.456794911332914 0.560426817120852 -7.12558997809077 0.560426817120852 0.0326046771751132 scaffold_1 226515 226518 + 0
scaffold_1_230668_230676_+ 18.7325498771368 24.7004571573011 15.7678474836226 22.1156253689635 13.9560141064635 24.037298897993 11.3050694784526 10.2296648617 0.0565013302361264 4.31352591299417 0.153591378968658 0.881965101901801 0.918069738093318 -7.31326828382019 0.918069738093318 0.0401834964678762 scaffold_1 230668 230676 + 0
scaffold_1_234773_234777_+ 10.1758289065428 10.5881011526846 7.37000572797104 10.5451154449934 10.0754627714458 9.79168565509714 5.93962796659832 0 0.338910322370872 2.92055020386457 0.779036520398685 0.459721538537248 0.563310341971299 -6.47990616399291 0.563310341971299 0.0356998871491946 scaffold_1 234773 234777 + 0
scaffold_1_338755_338789_+ 29.548789241668 40.9967490086946 35.4374072916404 0 0 8.60194125412637 8.80968389843615 11.2905770093471 -5.9638047878833 3.12578473523576 -5.01720489277822 0.0012330847620549 0.00700248237379199 -1.12359317333159 0.00700248237379199 0.0236663507260078 scaffold_1 338755 338789 + 1
scaffold_1_342988_343020_+ 25.4061531534666 26.2033045041871 21.6018403396706 20.2303367359458 13.0697491290061 22.9537003516472 20.1290680802329 18.9635432333096 -0.369764257115571 4.60559553662289 -1.81838030349069 0.10881514833269 0.181382330245831 -5.78520736841109 0.181382330245831 0.0210315940924879 scaffold_1 342988 343020 + 0
scaffold_1_387210_387364_+ 52.3066607602303 55.2677762809678 61.2400978772836 25.3667537101886 21.3702450041957 24.0106205579782 22.2600126400377 25.3025300662753 -1.05670890696072 5.25473474055332 -7.75250145245983 7.55590645115397e-05 0.00135843624886431 1.82281879573842 0.00135843624886431 0.0171381814693783 scaffold_1 387210 387364 + 1
scaffold_1_402522_402533_+ 11.9640463547077 9.6467333113478 12.3392577470597 10.6665443918855 11.5134804707987 10.0902133770293 11.8780239712634 10.4230644599982 0.175118688448894 3.72843103110163 0.983968179649082 0.355665397063876 0.459961993688272 -6.45998072189994 0.459961993688272 0.0223011928377797 scaffold_1 402522 402533 + 0
scaffold_1_406282_406290_+ 49.3381738414885 45.8999168686706 47.7835476432488 48.5957433077899 40.4137064525401 45.3503914505209 62.0761727457597 58.465131026318 0.0917857180861352 5.83979203892006 0.597400102119703 0.567752958212051 0.664840417729217 -7.2876567004354 0.664840417729217 0.0180364059890508 scaffold_1 406282 406290 + 0
scaffold_1_409256_409263_+ 25.6390615606606 20.9206089001607 27.2213592759125 14.3192926119252 11.1848196133482 5.62658353476591 8.16922329185382 6.32051614134618 -0.726056000349145 3.93326527222047 -3.9661194721345 0.00467096315829472 0.0175255776864094 -2.45056013318032 0.0175255776864094 0.0225506001791999 scaffold_1 409256 409263 + 0
scaffold_1_415215_415257_+ 18.8134937303653 20.3693493422982 22.5126672459442 10.2897767670269 11.1813025850992 13.3871721739702 13.9183260483498 11.6142909388962 -0.709642400573903 4.12639767549094 -4.24811421724538 0.00321560296208795 0.0133276058927234 -1.91806881859692 0.0133276058927234 0.020687387185294 scaffold_1 415215 415257 + 0
scaffold_1_424111_424137_+ 8.78784388191093 10.9957636440357 9.80393092384812 0 0 6.16566125819957 8.923401296135 0 -4.18313920659739 1.83036621992799 -2.44254959819021 0.0422018820452379 0.0869572087345553 -3.53118623806607 0.0869572087345553 0.036028196623215 scaffold_1 424111 424137 + 0
scaffold_1_442734_442760_+ 35.7367008521694 34.3531424794305 30.36595559812 31.1423356950376 26.3524546964595 32.8304347449559 30.5178388442024 32.3056499374602 -0.0227850643713534 5.20497710565231 -0.173073553268707 0.867151785948066 0.908440190179499 -7.42052079411637 0.908440190179499 0.017173444694787 scaffold_1 442734 442760 + 0
scaffold_1_517723_517732_+ 13.9915092472986 10.3325196347384 19.7516663897065 28.8404041826636 45.824360087351 179.7601971275 171.989993518009 200.174025543331 1.52420798762458 5.77875794875134 5.41797599421262 0.000773769764515228 0.00540177366782517 -0.634532379282455 0.00540177366782517 0.0239350872994327 scaffold_1 517723 517732 + 1
scaffold_1_532568_532577_+ 47.413566425561 50.9227680276648 57.6545967258515 59.1502078108011 44.5125315422812 25.718088187732 19.3796059169949 22.5611520510657 0.181023461173133 5.46016740315373 1.02409524569606 0.337539260399573 0.440548870629179 -6.93587655680271 0.440548870629179 0.0199660841785063 scaffold_1 532568 532577 + 0
scaffold_1_560841_560913_+ 4252.1700085678 3676.04792899061 3820.69526155204 5213.78135941206 4929.69703293116 3179.52541978244 2868.48272839082 4671.35902105844 0.570921413620578 12.1668239766577 2.62530657557804 0.0320024089794791 0.0707974213856258 -4.65437014503365 0.0707974213856258 0.0300457596735488 scaffold_1 560841 560913 + 0
scaffold_1_561752_561822_+ 41.3959317584862 30.5626807308235 34.5947662010906 65.0181792097641 71.1844948136294 68.1467690778773 52.1543949279563 11.879308164524 1.13476631729542 5.59302282262089 1.830779079686 0.106806949545615 0.17853170834258 -5.91414347060855 0.17853170834258 0.117474396243987 scaffold_1 561752 561822 + 0
scaffold_1_562554_562716_+ 1081.35926650226 888.460591808294 743.183392753208 1452.81604766413 1624.88659506445 876.314005158675 661.074441953079 733.270589892421 0.977059894411653 10.1075574449955 4.96374087716799 0.0013143944343154 0.00727417311121398 -1.27564908747252 0.00727417311121398 0.0253146774670576 scaffold_1 562554 562716 + 1
scaffold_1_562906_562947_+ 16.3819873388801 14.2565860259968 10.3001370805377 13.7856267734466 22.3568456081905 8.07210727181979 9.65166844206539 8.0288665567628 0.571968017943588 3.8613144685684 2.303617104294 0.0521279559059189 0.101845543935144 -4.98825157823534 0.101845543935144 0.0263453179132682 scaffold_1 562906 562947 + 0
scaffold_1_563101_563167_+ 306.867538188606 221.342676790035 185.8265023485 469.24972287006 483.248435993287 223.239495477688 178.022799889611 158.074943752237 1.22647475557981 8.19965434948574 5.25477134478141 0.000932971095574528 0.00601674773035808 -0.917755973386006 0.00601674773035808 0.0329503962434455 scaffold_1 563101 563167 + 1
scaffold_1_563319_563394_+ 95.8359216589149 65.7322645808801 60.2701303664767 128.797977794716 129.862973498082 69.7167409302799 68.5813493042866 29.3303049840263 1.02802058372627 6.41999372027725 2.71099796788888 0.0281293353917421 0.0643109614490592 -4.58480106335276 0.0643109614490592 0.0566845724561375 scaffold_1 563319 563394 + 0
scaffold_1_563543_563715_+ 108.502219307787 75.7803279912154 69.6003603398885 134.423229477002 168.936331149527 57.365566632756 66.0617560872671 59.3062191488042 1.05205893704702 6.63207934733669 5.17460530211299 0.00102414241759741 0.00635130465188453 -1.04917891376313 0.00635130465188453 0.0261563737364778 scaffold_1 563543 563715 + 1
scaffold_1_563871_564079_+ 122.296831545307 89.779438245993 135.946363239109 171.713485694723 202.815460926983 75.5399596429637 66.4127042226173 80.5208689101415 0.900527478834861 6.98595268446444 4.49984270238867 0.00232736530472335 0.0105801611151776 -1.92812345123814 0.0105801611151776 0.0231794216367002 scaffold_1 563871 564079 + 0
scaffold_1_599179_599238_+ 328.144374604924 228.159226812008 426.44841859209 213.892184073051 254.737983953761 590.846340768859 458.935106947912 402.665639831248 -0.246139420259389 8.62403245664595 -0.902761068417897 0.394594772595364 0.499150132837093 -7.00444124894469 0.499150132837093 0.0443565900886732 scaffold_1 599179 599238 + 0
scaffold_1_599470_599495_+ 0.00611940006595724 0.00348887656086949 5.14264505713421 0 5.3078421035532 7.00957195016509 6.02356938454916 9.58408889461525 0.7694018560026 1.57684864432577 0.500981750072397 0.630686728327259 0.721003587789617 -5.33311555904069 0.721003587789617 0.0384153334687984 scaffold_1 599470 599495 + 0
scaffold_1_599729_599732_+ 14.2890505922785 10.462464624134 12.8168070202157 11.6581254318163 17.1556629685484 27.9565045665552 22.8234025176604 15.3528912170419 0.376722994511261 4.22472453202069 1.19176958259339 0.26953144655981 0.36905186504216 -6.42908417243818 0.36905186504216 0.0275752952043041 scaffold_1 599729 599732 + 0
scaffold_1_601270_601305_+ 25.8098106965047 16.1847317528799 43.8212180257892 17.5447579924224 30.214948014671 31.0123687854062 45.8517459613771 31.7751817185877 0.00482705235003156 5.06255927940683 0.0115933366933239 0.991051094856311 0.993250603742101 -7.3936722166223 0.993250603742101 0.0586389118171656 scaffold_1 601270 601305 + 0
scaffold_1_642134_642148_+ 98.0834863326547 117.314053341118 114.779824272611 48.8225484776454 54.9096837478553 105.735922521161 72.8093068059041 76.3851589282393 -0.880266274431794 6.57136674061854 -4.73483351767326 0.00173568521575305 0.00872055499943393 -1.6344268260484 0.00872055499943393 0.0213367106322141 scaffold_1 642134 642148 + 1
scaffold_1_645397_645444_+ 22.2975226393323 24.1632622653138 17.2751071585079 18.0882786590814 13.731944883792 24.8724857529988 22.7360050487192 13.1283123951293 -0.209865345624403 4.4894432113276 -0.713160919923987 0.49723402781529 0.599140232545628 -7.03200663426782 0.599140232545628 0.0270114263231718 scaffold_1 645397 645444 + 0
scaffold_1_704266_704330_+ 154.799433373223 159.690293576251 179.69841749198 99.4249669430124 97.8685148651883 137.91014055869 144.08886578316 106.109655397591 -0.538266045132815 7.24922904253466 -3.72142354685047 0.00651994411871875 0.0223318503063952 -3.0440055768877 0.0223318503063952 0.0167652369761194 scaffold_1 704266 704330 + 0
scaffold_1_704480_704529_+ 10.9362432449967 11.7988154886067 0.0350982250834941 0 5.41842062453275 0 5.21316165881206 0 -1.10922328553985 1.22506887580073 -0.536889819863068 0.606826896774311 0.701000373210755 -5.48867657272552 0.701000373210755 0.37108536673002 scaffold_1 704480 704529 + 0
scaffold_1_901912_901974_+ 21.9179201729863 24.1676410158805 22.5287405444973 14.186173813772 13.5076169992877 10.8332721135501 13.5504300620085 10.9332751191813 -0.507994341025338 4.21999508028996 -3.93737117693568 0.00485539583273834 0.0180280117537819 -2.538933502444 0.0180280117537819 0.0202240071392357 scaffold_1 901912 901974 + 0
scaffold_1_919853_919867_+ 42.3603469251452 46.8455329102046 48.1497843151706 68.7932920762269 68.198002557766 42.8188998826674 42.3993261991629 37.4200415359936 0.77355897577915 5.81534351958783 7.19523591931572 0.000124829727875528 0.00178989441580386 1.22674551334751 0.00178989441580386 0.0149983702918139 scaffold_1 919853 919867 + 1
scaffold_1_932304_932340_+ 11.1099837880028 11.4042380212363 9.24915040429781 10.0453488590937 8.85833039128554 12.5346807170031 11.6840069133524 14.7083265698023 0.0414008932511258 3.73339920020913 0.176280416308549 0.86471866927273 0.907469459426692 -6.79098792758387 0.907469459426692 0.0223564886765208 scaffold_1 932304 932340 + 0
scaffold_1_934122_934162_+ 17.4908325648655 19.8229653288227 19.1313593525509 7.1839529995575 0.00400750915325765 7.00678884375851 9.74544782906933 8.54574071941583 -3.09434888952399 3.22533207518084 -3.30589937945458 0.0117134229363303 0.0342064197764987 -2.49789263653511 0.0342064197764987 0.0266452982379228 scaffold_1 934122 934162 + 0
scaffold_1_957583_957584_+ 6.53368497608907 6.25086996037591 9.50072847387655 6.75958991354802 12.7261915755255 0 0 0 0.521414361277603 1.75553372575984 1.52362663759054 0.168407898964487 0.255535335293603 -5.46900563990317 0.255535335293603 0.0298647920823891 scaffold_1 957583 957584 + 0
scaffold_1_978321_978344_+ 7.59890127145365 0.00937307851975122 7.60924230787592 6.80589738856808 0.0038172036259021 11.9031841675967 9.55139984933381 9.90927007489886 -0.53514696053082 2.35995149498785 -0.317423640176156 0.759538462580943 0.829513102151625 -5.57952265568802 0.829513102151625 0.0460279186461571 scaffold_1 978321 978344 + 0
scaffold_1_986174_986322_+ 221.221547051458 250.917858481306 183.169805836384 303.064185138741 255.414292461401 287.810456014313 335.299105532786 252.599895290605 0.555964552752908 8.21112545351298 3.18306701030168 0.0139899956710284 0.0389554623784746 -3.82496261308964 0.0389554623784746 0.0222945656471175 scaffold_1 986174 986322 + 0
scaffold_1_989274_989324_+ 56.0352660030293 60.560639294146 62.4750092072109 31.006305822491 30.8885774566323 37.3958677605836 42.5922562270961 33.8278207856535 -0.73960580230646 5.63302845357325 -6.36803661093302 0.000278760695246518 0.0028847765850562 0.373981315832418 0.0028847765850562 0.0159567683884879 scaffold_1 989274 989324 + 1
scaffold_1_995581_995764_+ 452.683251842103 361.482923758171 429.745748411784 631.56552906417 663.926346106512 309.348609435095 385.919641476938 562.263202915853 0.844770837737967 9.04605029146001 3.46333417900966 0.00935548469732868 0.0289480448617455 -3.38992825952524 0.0289480448617455 0.0366438354015486 scaffold_1 995581 995764 + 0
scaffold_1_998645_998649_+ 9.24988859672844 10.3181048371218 9.14739801998095 9.04383612099722 7.08773036804536 7.43450213501372 9.00212635828211 7.51657285569386 -0.04614319695512 3.37706360053889 -0.197379643299056 0.848750149120638 0.896651392104519 -6.60414260386372 0.896651392104519 0.0234307091006927 scaffold_1 998645 998649 + 0
scaffold_1_1000904_1001064_+ 901.371582420521 922.948220306029 942.819085076549 727.582147155734 886.669154965365 813.289325114465 932.842948336024 726.754799490158 -0.00342834031046202 9.937669962557 -0.0257074113117569 0.980158402202491 0.985286575481536 -7.42541494423643 0.985286575481536 0.0155823197544536 scaffold_1 1000904 1001064 + 0
scaffold_1_1001249_1001290_+ 118.498447645805 122.883655930646 111.790712399064 105.544287229736 141.589162450203 104.540463977922 145.790737246173 70.017030853867 0.25138142573075 7.02381704244642 0.929414271685312 0.381484513735024 0.485885779032364 -7.00992026097005 0.485885779032364 0.0418857309252162 scaffold_1 1001249 1001290 + 0
scaffold_1_1002385_1002452_+ 0.0130823873346586 6.23751081501848 5.45177124500348 8.13626387521482 15.9353514081027 5.20309629392012 6.77559356730985 5.46605964204422 2.31064112032841 2.63341484132423 2.4622394472509 0.0409592713336975 0.0849986264501817 -3.73271014685478 0.0849986264501817 0.0360006469235119 scaffold_1 1002385 1002452 + 0
scaffold_1_1003940_1003966_+ 0 0 0 6.26297133242983 10.1817742169239 0 0 4.98420430119322 4.25751582232266 0.659146476610441 4.21480357814146 0.0033585185218645 0.0137403752945545 -1.57696228799945 0.0137403752945545 0.0358187914782033 scaffold_1 1003940 1003966 + 0
scaffold_1_1004706_1004728_+ 34.3354042938345 29.4708851659557 30.6363550973533 49.3097119038544 66.1974053775767 19.7487954720292 30.8163328079671 24.2674081135342 1.04871309155889 5.27953953828418 5.54130233941574 0.000673350743920509 0.0049847514494517 -0.594480490948239 0.0049847514494517 0.0227707385955218 scaffold_1 1004706 1004728 + 1
scaffold_1_1006322_1006326_+ 6.7501799875311 0.00936654649463442 8.44802064370153 0 6.74539587754967 6.26984702083655 5.56512223241802 5.12303461271005 -0.564184865659179 2.04190570035081 -0.339842677731326 0.743252809694454 0.815663688017958 -5.5684115786451 0.815663688017958 0.0518992583971846 scaffold_1 1006322 1006326 + 0
scaffold_1_1007278_1007367_+ 16.1352920006559 8.69893671892206 9.06755343181738 16.669144796393 27.5589751729533 7.74120229216852 14.1051097967078 16.6008001670988 1.14870566845963 4.00584440445005 2.97054685263609 0.019104280785552 0.0484289685990606 -3.86068278994801 0.0484289685990606 0.036228636467534 scaffold_1 1007278 1007367 + 0
scaffold_1_1008363_1008547_+ 320.974424140731 237.65110110471 318.519344018718 334.123710633583 521.76002140458 213.317266897037 255.494469159779 292.490683922255 0.722754649300473 8.43774067529563 3.0605185101107 0.0167328997773213 0.0443726870917873 -4.00643383671326 0.0443726870917873 0.03538279245409 scaffold_1 1008363 1008547 + 0
scaffold_1_1111413_1111417_+ 6.84171551010311 5.43818801516322 9.49894508259822 8.65139304217725 11.622132436802 0 0 0 0.670188092580257 1.76591591941808 2.3804514363856 0.0463775358370896 0.0931484117217126 -4.27448865918865 0.0931484117217126 0.0278843403980785 scaffold_1 1111413 1111417 + 0
scaffold_1_1142701_1142721_+ 10.8087942269503 11.8149898457107 13.5605171226386 21.4537397581537 26.3458886579811 10.7279620291727 11.6896936950049 11.6233467119371 1.15202218816034 4.05573623677979 7.56161218139645 8.94407528740641e-05 0.00148576702531255 1.78871766631892 0.00148576702531255 0.0216313436406624 scaffold_1 1142701 1142721 + 1
scaffold_1_1180791_1180794_+ 18.5610681240458 14.5348999325286 15.8386292187449 24.6452434993141 10.1961942276608 7.85892181232177 6.95096734465331 10.9532461862352 0.167802725587171 3.91848005559234 0.501201643814807 0.630539146826872 0.721003587789617 -7.14339375399615 0.721003587789617 0.0337884219305926 scaffold_1 1180791 1180794 + 0
scaffold_1_1253015_1253051_+ 12.4377754978282 13.9843699828914 13.1025664047525 9.04664155541519 6.31349611352205 10.2030035845272 8.62594386721314 7.85509489380781 -0.563756929035294 3.57740151485965 -2.25033868497504 0.056531923181029 0.108248321502899 -4.51038096308402 0.108248321502899 0.022909324411748 scaffold_1 1253015 1253051 + 0
scaffold_1_1269185_1269192_+ 76.1533920021159 96.927341608155 58.4936763216296 58.5838007741194 92.0984109829104 67.5042853525472 56.1487208984979 12.9045845065665 0.155834701080177 6.0549715865196 0.248273511314051 0.81055428842125 0.86919485246352 -7.45593667395935 0.86919485246352 0.127601905355856 scaffold_1 1269185 1269192 + 0
scaffold_1_1269405_1269415_+ 11.8788495466943 10.3194847191756 7.74858300847272 9.0194393338259 15.1619923209586 12.9985440674717 0 0 0.430635675868638 2.58197498881442 1.11588688284807 0.298788572728806 0.401234872227011 -6.27963872280092 0.401234872227011 0.147600409822314 scaffold_1 1269405 1269415 + 0
scaffold_1_1327886_1327899_+ 39.8633441160231 40.8708202181932 38.8359932861396 53.3629164694127 46.501870511377 19.5401239432011 25.1470331478678 23.9334301551562 0.513844109844867 5.31680749401461 4.07430677081377 0.00404196163769855 0.0156618323275054 -2.54386383099283 0.0156618323275054 0.0171634969639578 scaffold_1 1327886 1327899 + 0
scaffold_1_1359614_1359645_+ 6.92500455173056 8.0132608230474 10.0699736775148 6.39638109126051 7.74874301453939 0 6.22608157256588 5.30813113114455 -0.0186431626957124 2.63695203104452 -0.035655380441205 0.972483491091509 0.979893072410928 -6.46387007909086 0.979893072410928 0.0303626286528222 scaffold_1 1359614 1359645 + 0
scaffold_1_1389417_1389645_+ 112.134076712173 121.525284217601 114.042759560902 30.7516616356435 32.3267527011835 48.647578003148 64.212225584645 55.5484647349154 -1.6650689624212 6.20528176852068 -13.1252958859627 1.84379188324094e-06 0.000187753327470425 5.77375526274845 0.000187753327470425 0.0150689453068392 scaffold_1 1389417 1389645 + 1
scaffold_1_1394059_1394082_+ 56.4146707709767 62.3181328660334 50.9170840368919 41.9430244770607 34.1034222357691 44.8399838000252 40.3524652240723 39.4758881270382 -0.373739208339451 5.72414916027149 -2.59715232830003 0.0333916605297297 0.072967227290609 -4.7624612098211 0.072967227290609 0.0167672923819969 scaffold_1 1394059 1394082 + 0
scaffold_1_1394632_1394660_+ 9.93677207972652 9.09544333394196 5.5845455627482 0 0 0 0 5.67177488115805 -3.89981232798377 1.17921466677285 -2.98856625029917 0.0186025292062722 0.0475336075073477 -2.93227827743465 0.0475336075073477 0.0353754933754724 scaffold_1 1394632 1394660 + 0
scaffold_1_1403266_1403272_+ 8.08212219664294 7.87688934207949 8.10623819231078 12.5645184055375 8.74990129559299 9.24084440890368 9.7402067066541 10.2574162579233 0.564751509945046 3.48330169019419 2.31665197261637 0.0511040433056449 0.10021022475669 -4.46774237417049 0.10021022475669 0.0234311238593253 scaffold_1 1403266 1403272 + 0
scaffold_1_1478716_1478781_+ 54.0807450998504 41.2984350264724 64.3218218783494 108.415383122676 170.36838080858 30.2780860442495 27.0801202845905 34.1992968959656 1.5632295909801 5.97686370208107 6.32893562371941 0.000290092231579573 0.00296215283544235 0.319630753474505 0.00296215283544235 0.0342564839855733 scaffold_1 1478716 1478781 + 1
scaffold_1_1515529_1515540_+ 46.3914575109706 48.2026706817575 45.5276620809539 27.2472822901057 24.1372958079932 135.674332618068 123.655866438107 138.630156725465 -0.656595206386441 6.10921399150608 -5.48122460572415 0.000720345289452482 0.00515117702422375 -0.636960270882043 0.00515117702422375 0.01385583171335 scaffold_1 1515529 1515540 + 1
scaffold_1_1588593_1588638_+ 56.0309689273438 41.9820530725346 75.9807430018265 25.4491885925904 42.6131240211513 74.6573997863342 114.578357239244 139.359839094849 -0.569152814889348 6.17914217867161 -1.61630825403755 0.147015081787367 0.230742074266454 -6.20223074343982 0.230742074266454 0.0550782205964124 scaffold_1 1588593 1588638 + 0
scaffold_1_1591711_1591715_+ 12.9746123146146 11.2744378489774 12.9091430090394 11.4086156572553 16.2704959149043 20.710031276316 22.7260187542791 27.1931022666634 0.331170385036992 4.2556460933063 1.524484521837 0.168197517224596 0.255382920961367 -6.00596389075445 0.255382920961367 0.0218476150388723 scaffold_1 1591711 1591715 + 0
scaffold_1_1623655_1623687_+ 35.2068695962574 39.645074273672 35.7267344633641 16.955612448952 13.6204673120201 29.3320482551247 27.8378583202356 18.7734229187369 -1.05324100099534 4.9013591501701 -4.96922977390007 0.00130578119619677 0.00723043497600419 -1.19042292851457 0.00723043497600419 0.020956506437883 scaffold_1 1623655 1623687 + 1
scaffold_1_1640782_1640792_+ 16.6324040608462 19.1411158728762 15.6574917875892 6.39857650158585 7.08516088682495 9.7656930935967 11.5923682266492 16.2586999230681 -1.08730127401171 3.84363550244848 -2.72818107870305 0.0274128753980196 0.0630124853675019 -3.71306801924169 0.0630124853675019 0.023425298569648 scaffold_1 1640782 1640792 + 0
scaffold_1_1647762_1647798_+ 42.3495766214047 42.0951356146147 42.3175441220815 0 6.19248222826113 16.5702282206466 19.9524542250251 16.5730087115222 -4.37079872626936 4.01560007816957 -4.81481900879838 0.00157364744786811 0.00815493738505899 -0.8882779741331 0.00815493738505899 0.0206794664075747 scaffold_1 1647762 1647798 + 1
scaffold_1_1651966_1651980_+ 16.3234857754231 21.8491942368401 13.5054866921086 47.1245118036888 23.3731670630545 42.1748214504641 41.6492051820872 47.8717723732802 1.14887224163751 5.06608696713177 3.6159487548034 0.00754813496888635 0.0247480244252954 -3.11984633508031 0.0247480244252954 0.0334884858518269 scaffold_1 1651966 1651980 + 0
scaffold_1_1657512_1657520_+ 0 0 0 15.0553793201485 17.8224456900024 13.5953909328233 14.8432968058208 15.557932803063 5.25052077545897 2.32409355014194 7.56867227338606 8.88792200952544e-05 0.00147885146769604 0.760516986986447 0.00147885146769604 0.02383736890691 scaffold_1 1657512 1657520 + 1
scaffold_1_1659771_1659812_+ 6.43607969853756 6.50990656847488 0.0217777430775814 16.1871516023479 18.2658864783718 5.62577473181742 8.26123666154107 7.00695910174782 2.78529403037268 2.89947199461625 3.59559101437692 0.00776593220159037 0.0252718281359093 -2.19390734865732 0.0252718281359093 0.0300032790726149 scaffold_1 1659771 1659812 + 0
scaffold_1_1659976_1660009_+ 12.7408917016976 10.8673016716372 12.5324457337518 21.3484455855189 18.0486218180129 9.3503981504726 9.4643738560402 7.68351667002123 0.881541237333468 3.85749237992124 5.89282551969491 0.000458023803211173 0.0039193751160499 0.0495713628469758 0.0039193751160499 0.0220250213794366 scaffold_1 1659976 1660009 + 1
scaffold_1_1662832_1662838_+ 22.5922523080838 22.5297816214867 9.95242290517434 89.3222557159718 42.6411397365891 63.5510056403441 43.4002423087455 50.2450103622526 2.00803272095653 5.38593987009439 4.63560753763199 0.00196261278770236 0.00941657751557673 -1.69816466820178 0.00941657751557673 0.0604328499837423 scaffold_1 1662832 1662838 + 1
scaffold_1_1665636_1665642_+ 5.83416712415562 5.84245620109884 8.37323905899962 0 0 0 6.23722994519986 0 -3.63838618175142 1.09823632248619 -2.96434121656115 0.0192803462448576 0.0487095573995455 -2.96207780394787 0.0487095573995455 0.0360461927557822 scaffold_1 1665636 1665642 + 0
