"mat_females_1" "mat_females_2" "mat_females_3" "mat_males_1" "mat_males_2" "pE_females_1" "pE_females_2" "pE_females_3" "logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B" "FDR" "tw_dis" "chr" "start" "end" "strand" "de" "gene"
"scaffold_1_342706_342738_-.1" 41.8222530262826 37.4046077268631 35.4868134731141 16.4822429151293 18.983726705974 24.3397194407065 25.1847165581033 31.3815418516196 -0.900518468043827 5.06296325965638 -5.31320233600103 0.000707527025861464 0.00517677557802472 -0.630117716670653 0.00517677557802472 0.0185170690870177 "scaffold_1" 342706 342738 "-" 1 "JGI_V11_309511"
"scaffold_1_347421_347448_-" 19.8381760899028 25.6457853909119 19.4613425174668 10.3888729876838 5.85161963830509 12.9146489104085 13.2443431604048 12.60840317892 -1.21271689512036 4.09051550024563 -4.66430433464911 0.00159727649258076 0.00880857612471929 -1.23204731676923 0.00880857612471929 0.0221971981231899 "scaffold_1" 347421 347448 "-" 1 "JGI_V11_299998"
"scaffold_1_676767_676844_-" 44.8288808318278 57.9939801124815 50.4548077235586 27.6448336031622 17.4420491657409 27.413310778889 32.8896843596275 26.745301566298 -1.00464287780489 5.33227407331662 -4.76203135256688 0.00140746300331477 0.00806759461710762 -1.40207878855147 0.00806759461710762 0.0209816129325772 "scaffold_1" 676767 676844 "-" 1 "JGI_V11_232072"
"scaffold_1_695975_695979_-" 64.542116191414 59.3833642108172 60.5078910157974 199.582123603632 146.912096952719 102.730142526522 68.0508313071776 70.3605701158975 1.65798022604211 6.70590651650728 7.59896166948357 6.17826869686367e-05 0.00102009134293795 1.92762448524048 0.00102009134293795 0.0270054290663752 "scaffold_1" 695975 695979 "-" 1 "JGI_V11_189897"
"scaffold_1_1434712_1434733_-" 38.4103908376203 39.0420502478364 41.7134321118821 16.256830549181 12.1426520379441 25.0935839033669 24.7301946488441 21.8028139728669 -1.27930321457408 4.94135376954691 -8.14313803558006 3.75513283980549e-05 0.000780560401407062 2.5552255363821 0.000780560401407062 0.017826868524516 "scaffold_1" 1434712 1434733 "-" 1 "JGI_V11_300045"
"scaffold_1_1629597_1629601_-" 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 9.62612893510526 7.94771844508164 6.56753006276362 5.74169177531735 4.59219735610224 4.36663374395825 1.66493544863958 4.87661047505797 0.00121559477957734 0.00731734371731695 -1.01555900479951 0.00731734371731695 0.0261266810960434 "scaffold_1" 1629597 1629601 "-" 1 "JGI_V11_299847"
"scaffold_1_1855162_1855165_-" 24.9654139445836 19.1251551561072 23.8883630083496 34.3540488798758 35.8714028681155 22.2332082527215 22.135940106886 20.4439363673229 0.816234770454512 4.91032495411943 5.76715540225339 0.000414454793713736 0.00365772413173319 -0.0912062120887214 0.00365772413173319 0.0184479702097811 "scaffold_1" 1855162 1855165 "-" 1 "JGI_V11_232298"
"scaffold_1_1863874_1863879_-" 13.1255253975999 13.6561502665795 17.4228650154589 20.8354372861413 30.5710976569475 32.4992569732748 30.7415284171565 34.9478607873886 0.954535985056818 4.78672898803204 4.68676537610355 0.00155131001042813 0.00861527870168498 -1.44842618201338 0.00861527870168498 0.0208714753907038 "scaffold_1" 1863874 1863879 "-" 1 "JGI_V11_299857"
"scaffold_1_1892641_1892645_-" 9.12761596986705 7.37715554017878 8.44073084710041 25.6234970001571 21.9656189386444 18.6300419864928 12.9442885499866 25.4330775082944 1.64950648679629 4.16407062697997 5.17492670085214 0.00083737563808715 0.00576852055089495 -0.637066890750026 0.00576852055089495 0.0260220848058711 "scaffold_1" 1892641 1892645 "-" 1 "JGI_V11_205205"
"scaffold_1_2082744_2082756_-" 45.5854806536692 45.5917927825906 45.5203089907502 9.6454723073133 3.9756457890523 14.5022280015116 15.1902597194115 14.1413775504709 -2.58114418072619 4.47890276635272 -8.76786963014035 2.18933149374105e-05 0.000580233660605094 3.34543150303702 0.000580233660605094 0.0192040279535396 "scaffold_1" 2082744 2082756 "-" 1 "JGI_V11_300088"
"scaffold_1_2210156_2210161_-" 19.583289067802 15.4368402620579 19.0530807441996 60.5846529760008 66.996204498423 22.6518825495365 24.4531585250305 23.0049480373563 1.98753454472014 5.04455852668244 14.5178658642183 4.77156253565749e-07 7.58757969211802e-05 7.1067064383428 7.58757969211802e-05 0.0179835971782526 "scaffold_1" 2210156 2210161 "-" 1 "JGI_V11_299880"
"scaffold_1_2210156_2210161_-.1" 19.583289067802 15.4368402620579 19.0530807441996 60.5846529760008 66.996204498423 22.6518825495365 24.4531585250305 23.0049480373563 1.98753454472014 5.04455852668244 14.5178658642183 4.77156253565749e-07 7.58757969211802e-05 7.1067064383428 7.58757969211802e-05 0.0179835971782526 "scaffold_1" 2210156 2210161 "-" 1 "JGI_V11_299881"
"scaffold_1_2278175_2278185_-" 9.29926710281927 9.96863238251516 12.4039930744682 20.0060563495462 15.3435824472563 11.6379590653926 14.3594406657229 13.4647480281762 0.901189591654288 4.0022234640562 4.71799127358574 0.00148977859414768 0.00837594435283617 -1.31856279406753 0.00837594435283617 0.0220698083534063 "scaffold_1" 2278175 2278185 "-" 1 "JGI_V11_299887"
"scaffold_1_2415010_2415012_-" 23.7831014676195 17.8907213716668 17.7538565711374 3.99915940616226 3.42200113840535 7.52013606583709 5.45804059144451 6.81745005214919 -2.07437276620391 3.44787854043183 -4.53664238906459 0.00188829113700722 0.00989356712695547 -0.957477209407045 0.00989356712695547 0.0234546930926446 "scaffold_1" 2415010 2415012 "-" 1 "JGI_V11_299902"
"scaffold_1_2415527_2415561_-" 226.527496631278 235.053282232667 245.778862643764 64.731734898939 58.3891371602099 88.708606447773 100.962399275503 88.613641466678 -1.74300783485862 7.14800352707302 -14.8306920172866 4.04300776001663e-07 7.2140375611575e-05 7.26257798493458 7.2140375611575e-05 0.0119924106913398 "scaffold_1" 2415527 2415561 "-" 1 "JGI_V11_299902"
"scaffold_1_2475865_2475866_-" 6.55842000938087 7.09613214817812 6.07746058408649 18.7402080100209 18.653417577353 6.14006208736538 5.64697090660246 6.1352829730998 1.62637370035009 3.38422805096017 9.23063666395741 1.49798484776446e-05 0.000441119550386443 3.70294248915115 0.000441119550386443 0.0226403539814861 "scaffold_1" 2475865 2475866 "-" 1 "JGI_V11_309841"
"scaffold_1_2505913_2505942_-" 52.7656022580161 53.914507528378 50.8398805416321 115.740376489994 84.4400111774651 36.0958254284638 35.2797568349744 40.7471034218645 1.09351930281604 6.02214544996311 6.72493906626043 0.000146136659358706 0.00182022175840916 0.986502949965056 0.00182022175840916 0.0191240901897371 "scaffold_1" 2505913 2505942 "-" 1 "JGI_V11_299908"
"scaffold_1_3013758_3013764_-" 16.0871676718898 11.7627377913299 23.3609300100797 39.491145662919 35.4311644511484 16.3915579041883 28.2729497401587 18.9037644329299 1.34955161097676 4.74292502378842 4.75853022997204 0.00141382251468257 0.00807257966043471 -1.38825613188733 0.00807257966043471 0.0284123456083466 "scaffold_1" 3013758 3013764 "-" 1 "JGI_V11_309941"
"scaffold_1_3097686_3097687_-" 7.02283823030922 6.68892478279671 5.9835861106885 16.9697959043668 23.3975223973361 13.232647750849 13.4294036055465 12.7784875791455 1.71982074202631 3.80987683388962 7.6525005591051 5.87567877266219e-05 0.000998983363316201 2.3003292687408 0.000998983363316201 0.0225537759013565 "scaffold_1" 3097686 3097687 "-" 1 "JGI_V11_300152"
"scaffold_1_3097686_3097687_-.1" 7.02283823030922 6.68892478279671 5.9835861106885 16.9697959043668 23.3975223973361 13.232647750849 13.4294036055465 12.7784875791455 1.71982074202631 3.80987683388962 7.6525005591051 5.87567877266219e-05 0.000998983363316201 2.3003292687408 0.000998983363316201 0.0225537759013565 "scaffold_1" 3097686 3097687 "-" 1 "JGI_V11_232590"
"scaffold_1_3299015_3299048_-" 38.1775570373743 38.6340446518629 42.5615777752938 5.73265884728979 8.8288508576594 11.9591115140208 12.2226269110537 13.6401621619625 -2.21617672946253 4.37361246405599 -10.1445717429256 7.40731930730547e-06 0.000293249931580919 4.40866943778429 0.000293249931580919 0.0193184356374953 "scaffold_1" 3299015 3299048 "-" 1 "JGI_V11_232637"
"scaffold_1_3765597_3765614_-" 7.02244672817244 5.05960642099671 7.48200668541768 13.097504280059 18.7618890310972 3.59716405723642 4.35458705074568 3.57534381911942 1.40990675320872 3.09545005650823 5.55663427298082 0.000529291993979715 0.00429050392451471 0.0199309587406056 0.00429050392451471 0.0253113698371577 "scaffold_1" 3765597 3765614 "-" 1 "JGI_V11_299956"
"scaffold_1_3899168_3899216_-" 47.9175320207875 47.6333966087758 41.2791900980492 26.1190625940776 23.7312475442234 27.1001394470995 30.9443823493731 23.8417900851186 -0.670403226954834 5.28436330762732 -4.65664784897553 0.00161328200251469 0.00885314663904395 -1.56157206413405 0.00885314663904395 0.0176437018480277 "scaffold_1" 3899168 3899216 "-" 1 "JGI_V11_40110"
"scaffold_1_4048773_4048777_-" 21.9370715797937 23.2022024009231 21.7230764517096 36.2094800730899 45.8033361496642 22.9538932342851 32.5186426579733 31.028446579098 1.04276692794486 5.10519073512757 5.92854694788313 0.000344945365629289 0.00323929501325694 0.100869132513719 0.00323929501325694 0.0203203024854198 "scaffold_1" 4048773 4048777 "-" 1 "JGI_V11_300180"
"scaffold_10_278100_278195_+" 83.5778366081675 79.165797895088 67.844010605227 330.403141730806 242.38604574305 157.84530842195 146.78277408849 169.939974616886 2.06608829020011 7.378200236957 11.6472711379159 2.6033468073304e-06 0.000163855697468184 5.32437900809031 0.000163855697468184 0.0199709525699334 "scaffold_10" 278100 278195 "+" 1 "JGI_V11_313807"
"scaffold_10_385731_385767_+" 109.190055745293 106.604289405999 99.2131898589396 64.2429088711855 52.6506027084675 89.1416945910552 86.5005652195396 85.8935738679167 -0.65888849401408 6.65930761293191 -5.06139832917785 0.000963546211779551 0.00631400714738234 -1.05515519044462 0.00631400714738234 0.0131074780488147 "scaffold_10" 385731 385767 "+" 1 "JGI_V11_300219"
"scaffold_10_454431_454463_+" 8.42630371530344 7.10276418569003 7.77829132495466 22.7659869215623 14.9029670853102 11.7424790685149 15.1015354208967 13.9764216570505 1.383587200511 3.88220876946696 5.57011699170513 0.000520973935895382 0.00424475860151822 -0.0803218054021668 0.00424475860151822 0.0236706123622775 "scaffold_10" 454431 454463 "+" 1 "JGI_V11_300231"
"scaffold_10_493618_493647_+" 20.7849322589003 15.8671098423079 37.0623499969051 49.3084873251494 72.6222897002324 27.5212772240855 28.1531429114192 29.6600167073908 1.54479041649722 5.25955504452879 4.94326526799255 0.00111722837482587 0.0069486949884312 -1.17689408391899 0.0069486949884312 0.0376316347553103 "scaffold_10" 493618 493647 "+" 1 "JGI_V11_300366"
"scaffold_10_583534_583541_+" 77.8288609070927 53.5217938603356 44.9265650576489 342.365348460307 137.426816976064 95.0564101633583 99.1855028488551 112.679200916878 2.10068486376931 6.89060888122543 5.59679943226925 0.000504931993871651 0.00414948850433197 -0.34157246896631 0.00414948850433197 0.0690734948374658 "scaffold_10" 583534 583541 "+" 1 "JGI_V11_237695"
"scaffold_10_662841_662846_+" 13.3239854525548 8.60841376492628 8.46024124223044 58.3715530630341 47.0216056704066 16.0989145067507 15.0061250848675 11.4000559068366 2.53112138101721 4.3969931451043 11.0991703123029 3.75668294997957e-06 0.000210838306033853 5.01370825900799 0.000210838306033853 0.0231150614508445 "scaffold_10" 662841 662846 "+" 1 "JGI_V11_299530"
"scaffold_10_679492_679529_+" 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 37.1911144200481 55.9559935306794 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 6.68522500378485 0.886260818608191 5.38679872974151 0.000647536860350071 0.00487575659221864 -0.6160959310335 0.00487575659221864 0.033045331585601 "scaffold_10" 679492 679529 "+" 1 "JGI_V11_300253"
"scaffold_10_881559_881625_+" 1227.45645462549 1558.80135573069 1520.2601578804 631.473443500108 616.440114532699 1532.72840433064 1511.19615815651 1627.14045849068 -1.00626368909103 10.4787068419077 -7.03447992075325 0.0001067471068892 0.00147042309385089 1.3579968581812 0.00147042309385089 0.013306127330265 "scaffold_10" 881559 881625 "+" 1 "JGI_V11_300259"
"scaffold_10_887360_887366_+" 10.3723844511616 10.5034339850232 6.19653626322191 41.0941135052496 45.8044441285128 8.24567036458891 9.44002376142371 14.6844642349114 2.42499479992606 4.1158282349647 8.8427974936662 2.05655944436393e-05 0.000554893326220795 3.26159763681128 0.000554893326220795 0.0237011999549189 "scaffold_10" 887360 887366 "+" 1 "JGI_V11_300386"
"scaffold_10_887583_887587_+" 6.464114596189 4.09945080749802 3.43101542829156 44.1109768602984 41.0599774410346 3.90496178000407 6.76194982448569 8.36609312669112 3.28738662824537 3.49830295587626 9.3739409435369 1.3362406344204e-05 0.000405706191072102 3.81500067446085 0.000405706191072102 0.0237366838872656 "scaffold_10" 887583 887587 "+" 1 "JGI_V11_300386"
"scaffold_10_966114_966121_+" 65.6272078020228 43.8561344339999 71.9154168959444 156.606181031636 109.71640137186 162.74136007566 119.727777477695 139.752093796972 1.32755005750929 6.89670880399961 5.1063774662674 0.000911232116306304 0.00607516989654284 -0.98780660766461 0.00607516989654284 0.0320047578457862 "scaffold_10" 966114 966121 "+" 1 "JGI_V11_300269"
"scaffold_10_969115_969121_+" 74.7501425741822 56.3980189790749 68.2699097650346 150.671018601957 161.918076683639 77.2588281772679 108.663419763982 89.6409354927366 1.42288572686406 6.78775505187186 8.2122908105786 3.531674985038e-05 0.000747133282311475 2.53007579198309 0.000747133282311475 0.0195125652998694 "scaffold_10" 969115 969121 "+" 1 "JGI_V11_300270"
"scaffold_10_974159_974166_+" 54.5996357726895 37.2881244614519 43.9163142933017 283.24871165393 126.057109167022 113.822588574217 80.6372431985437 112.337629012229 2.25352400448116 6.70385637493571 6.51010669980385 0.00018287689331722 0.00210220293872241 0.758608278684033 0.00210220293872241 0.0588782019941008 "scaffold_10" 974159 974166 "+" 1 "JGI_V11_313997"
"scaffold_10_1051333_1051342_+" 39.2028000325521 42.9996329644342 48.0503015736368 64.8426402185964 65.8933537986595 70.6890582291891 101.896741719686 94.2618250121621 0.776417391109923 6.23022359234762 4.59391901732241 0.00175116790217189 0.00934968827902745 -1.69648253214783 0.00934968827902745 0.0200434227827359 "scaffold_10" 1051333 1051342 "+" 1 "JGI_V11_300397"
"scaffold_10_1324019_1324020_+" 14.3265037215493 7.65559702092632 7.1419428369664 28.8555771358825 30.5733626627813 6.46879895426718 0 6.49386643669754 1.81926186358295 3.28394140447945 5.3010359962959 0.000718017875249755 0.00521355292827847 -0.538079536287672 0.00521355292827847 0.0311608076097873 "scaffold_10" 1324019 1324020 "+" 1 "JGI_V11_237894"
"scaffold_10_1527015_1527020_+" 24.2961944327184 33.8305142615454 26.0014834752679 42.9749492435449 44.8116824089716 35.6809175121445 30.5523109048863 35.7977937167069 0.838202275328806 5.34064719856585 4.91671952327796 0.00115532325457385 0.00707505723484539 -1.22222478547603 0.00707505723484539 0.0183982152540203 "scaffold_10" 1527015 1527020 "+" 1 "JGI_V11_300433"
