"mat_females_1" "mat_females_2" "mat_females_3" "mat_males_1" "mat_males_2" "pE_females_1" "pE_females_2" "pE_females_3" "logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B" "FDR" "tw_dis" "chr" "start" "end" "strand" "de" "gene"
"scaffold_1_2082744_2082756_-" 45.5854806536692 45.5917927825906 45.5203089907502 9.6454723073133 3.9756457890523 14.5022280015116 15.1902597194115 14.1413775504709 1.38536780253082 4.47890276635272 8.79242674814502 2.14479328425918e-05 0.00113685959583982 3.23441013500482 0.00113685959583982 0.0192040279535396 "scaffold_1" 2082744 2082756 "-" 1 "JGI_V11_300088"
"scaffold_1_2327585_2327662_-" 134.090543814842 132.674027882457 122.258233267637 91.937754932159 106.730157445363 40.2219815045326 42.7877027282854 44.8316084036026 1.3707461184467 6.57935380879416 12.277381376537 1.74003600618514e-06 0.000353227309255584 5.80920260136547 0.000353227309255584 0.0137172550341307 "scaffold_1" 2327585 2327662 "-" 1 "JGI_V11_230092"
"scaffold_1_2415010_2415012_-" 23.7831014676195 17.8907213716668 17.7538565711374 3.99915940616226 3.42200113840535 7.52013606583709 5.45804059144451 6.81745005214919 1.3021310409934 3.44787854043183 5.69152561953085 0.000452213361013476 0.00621695630753541 0.286544832084526 0.00621695630753541 0.0234546930926446 "scaffold_1" 2415010 2415012 "-" 1 "JGI_V11_299902"
"scaffold_1_2415527_2415561_-" 226.527496631278 235.053282232667 245.778862643764 64.731734898939 58.3891371602099 88.708606447773 100.962399275503 88.613641466678 1.11928231869696 7.14800352707302 10.5713539781425 5.43179739244152e-06 0.000539841447096714 4.63026239988047 0.000539841447096714 0.0119924106913398 "scaffold_1" 2415527 2415561 "-" 1 "JGI_V11_299902"
"scaffold_1_3097686_3097687_-" 7.02283823030922 6.68892478279671 5.9835861106885 16.9697959043668 23.3975223973361 13.232647750849 13.4294036055465 12.7784875791455 -1.17329694905574 3.80987683388962 -5.37311762681186 0.000658253101740251 0.00778216641370924 -0.0711098638014063 0.00778216641370924 0.0225537759013565 "scaffold_1" 3097686 3097687 "-" 1 "JGI_V11_300152"
"scaffold_1_3097686_3097687_-.1" 7.02283823030922 6.68892478279671 5.9835861106885 16.9697959043668 23.3975223973361 13.232647750849 13.4294036055465 12.7784875791455 -1.17329694905574 3.80987683388962 -5.37311762681186 0.000658253101740251 0.00778216641370924 -0.0711098638014063 0.00778216641370924 0.0225537759013565 "scaffold_1" 3097686 3097687 "-" 1 "JGI_V11_232590"
"scaffold_1_3100600_3100602_-" 16.9299012321027 15.8335499814279 13.7695740758493 12.8506856518593 17.5480761372901 32.2920726221595 31.3966180021403 29.475849335356 -1.2057252106642 4.60548673746427 -8.33527845591082 3.1698566483077e-05 0.00135481914882146 2.82951755094977 0.00135481914882146 0.0193291680853171 "scaffold_1" 3100600 3100602 "-" 1 "JGI_V11_309953"
"scaffold_1_3299015_3299048_-" 38.1775570373743 38.6340446518629 42.5615777752938 5.73265884728979 8.8288508576594 11.9591115140208 12.2226269110537 13.6401621619625 1.39847162920325 4.37361246405599 10.1248482877219 7.51632980914092e-06 0.000668761476357455 4.34284806211478 0.000668761476357455 0.0193184356374953 "scaffold_1" 3299015 3299048 "-" 1 "JGI_V11_232637"
"scaffold_10_89707_89753_+" 27.728976267511 34.7958750253866 31.4843421734867 3.49803506454547 3.20113877507095 13.4461414175554 11.9422504322985 13.4661363746525 1.01720977264664 4.01126354734866 7.38579479843386 7.56667379711782e-05 0.00222076681526881 1.92260374756368 0.00222076681526881 0.0205290004210109 "scaffold_10" 89707 89753 "+" 1 "JGI_V11_98603"
"scaffold_10_278100_278195_+" 83.5778366081675 79.165797895088 67.844010605227 330.403141730806 242.38604574305 157.84530842195 146.78277408849 169.939974616886 -1.26347285327179 7.378200236957 -8.04261992673797 4.1084901686494e-05 0.0015870082874123 2.48364100573526 0.0015870082874123 0.0199709525699334 "scaffold_10" 278100 278195 "+" 1 "JGI_V11_313807"
"scaffold_10_425252_425255_+" 29.1290482958149 38.4692971467203 27.6277087958409 1.38777878078145e-17 1.38777878078145e-17 7.19249874637477 7.31089844587059 10.582406895388 1.65339269315042 3.04238847132059 7.68415015444778 5.70455795638972e-05 0.00190855276134311 2.31896112708926 0.00190855276134311 0.0244678139007978 "scaffold_10" 425252 425255 "+" 1 "JGI_V11_300228"
"scaffold_10_457129_457140_+" 12.0212248768468 10.2467823806967 13.4511411832779 14.5729199271042 29.0241886156997 28.2663900032413 34.1015234492449 21.4415222139348 -1.40483235081207 4.51239609672093 -5.09048472148616 0.000929353397639368 0.00970126998564246 -0.725518677990409 0.00970126998564246 0.0309557229806765 "scaffold_10" 457129 457140 "+" 1 "JGI_V11_300361"
"scaffold_10_522696_522713_+" 10.6186582558634 50.0091603366498 25.1586284213592 1.38777878078145e-17 1.38777878078145e-17 6666.58589795739 7475.24595322841 9010.69796922459 -8.52349871429933 6.56146177742372 -18.6225068907986 6.80616032998371e-08 7.21528618981939e-05 8.98427218642313 7.21528618981939e-05 0.0858744559369734 "scaffold_10" 522696 522713 "+" 1 "JGI_V11_300241"
"scaffold_10_522836_523092_+" 0.0252778735504204 13.0598165750788 5.22863403637252 1.38777878078145e-17 1.38777878078145e-17 1123.19142068357 1480.35494330959 1980.87054099366 -8.98771263116363 4.61351478840173 -9.28931997504652 1.42925066496208e-05 0.000923695005576204 3.133082909362 0.000923695005576204 0.0742605603422969 "scaffold_10" 522836 523092 "+" 1 "JGI_V11_300241"
"scaffold_10_599027_599060_+" 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 213.875676906004 179.111436678268 162.901514719637 -8.72234405012417 2.45640079250118 -8.49527678059818 2.75937274515649e-05 0.00126251853552082 -0.074911193533894 0.00126251853552082 0.0244263426125179 "scaffold_10" 599027 599060 "+" 1 "JGI_V11_300372"
"scaffold_10_600315_600322_+" 53.1188227081563 28.4368736005444 51.6370115061214 75.5087176766745 52.4315288196783 141.343727865124 84.1353907806036 166.412386674137 -1.76816150890526 6.40209998938401 -5.25841935819959 0.000756129988266908 0.00848733672712303 -0.640703898358841 0.00848733672712303 0.056680378359513 "scaffold_10" 600315 600322 "+" 1 "JGI_V11_313904"
"scaffold_10_932291_932311_+" 7.96550734770355 8.46298540294417 8.34634866376761 14.3882058558736 9.16296957945442 15.8674731679874 21.3092591927318 19.7734343766039 -1.36621550681161 3.92314497036071 -6.1952537058251 0.000256530301217585 0.0044790037812771 0.778212171688695 0.0044790037812771 0.0228432060126162 "scaffold_10" 932291 932311 "+" 1 "JGI_V11_45729"
"scaffold_10_937370_937378_+" 23.5843207005138 24.5743478093807 28.1435404525228 70.4734239166119 66.8874484994243 96.3093186140675 131.158781251248 127.67245427792 -2.41049683080737 6.11846046842037 -16.2779459576832 1.95586077128806e-07 0.000113568865748756 7.99651595911207 0.000113568865748756 0.0197948332792789 "scaffold_10" 937370 937378 "+" 1 "JGI_V11_237791"
"scaffold_10_966114_966121_+" 65.6272078020228 43.8561344339999 71.9154168959444 156.606181031636 109.71640137186 162.74136007566 119.727777477695 139.752093796972 -1.45595961994201 6.89670880399961 -6.26418247351173 0.000237968940939927 0.00425977798406725 0.597385491508167 0.00425977798406725 0.0320047578457862 "scaffold_10" 966114 966121 "+" 1 "JGI_V11_300269"
"scaffold_10_1051333_1051342_+" 39.2028000325521 42.9996329644342 48.0503015736368 64.8426402185964 65.8933537986595 70.6890582291891 101.896741719686 94.2618250121621 -1.23762592092378 6.23022359234762 -8.15353883866723 3.72054207654682e-05 0.00149779290938115 2.58597031747865 0.00149779290938115 0.0200434227827359 "scaffold_10" 1051333 1051342 "+" 1 "JGI_V11_300397"
"scaffold_10_1256108_1256124_+" 0.0111895274956402 3.40745412728822 3.96387845786876 3.99001673668449 5.40789767417791 55.7009501597399 47.5069068231016 44.1221753533721 -4.79370884733064 3.34735822543893 -6.15741504546818 0.000267394037261834 0.00458026303324086 0.417078768751603 0.00458026303324086 0.0233207193049187 "scaffold_10" 1256108 1256124 "+" 1 "JGI_V11_314084"
"scaffold_10_1346971_1346991_+" 18.1179327451985 16.3936358736255 23.5743855967233 12.3606191720303 14.2377801283741 28.4609212271116 36.1248495571111 37.6810990329655 -1.02974116869827 4.72061403022048 -5.98635133028073 0.00032325652578368 0.00508942328795725 0.334249396693995 0.00508942328795725 0.0212195159336423 "scaffold_10" 1346971 1346991 "+" 1 "JGI_V11_314112"
"scaffold_10_1346971_1346991_+.1" 18.1179327451985 16.3936358736255 23.5743855967233 12.3606191720303 14.2377801283741 28.4609212271116 36.1248495571111 37.6810990329655 -1.02974116869827 4.72061403022048 -5.98635133028073 0.00032325652578368 0.00508942328795725 0.334249396693995 0.00508942328795725 0.0212195159336423 "scaffold_10" 1346971 1346991 "+" 1 "JGI_V11_314113"
"scaffold_10_3912_3914_-" 23.3677204118473 31.2503081688527 31.8406043400579 34.7527913800484 27.705771254371 49.5347075890326 62.4412243401 49.5795010858148 -1.11898364988165 5.47624574636672 -6.79899219587556 0.000135428703871696 0.00306233503193566 1.22078558359158 0.00306233503193566 0.0201947771739356 "scaffold_10" 3912 3914 "-" 1 "JGI_V11_127566"
"scaffold_10_10018_10084_-" 390.796502120424 221.860856384926 268.403906008643 69.9916909150022 57.0656794101697 13.6255340857752 18.6930138261663 36.7232409778487 3.5040832751501 6.47138923461457 9.84163791469809 9.29637954870977e-06 0.00072496951177173 4.09546277254661 0.00072496951177173 0.0582715449163853 "scaffold_10" 10018 10084 "-" 1 "JGI_V11_313764"
"scaffold_10_198950_198953_-" 62.8479315833172 67.7022088682104 69.3086214973141 7.36884734005965 7.61588231174682 26.9851777780387 30.3775188936355 33.0771178067491 0.911322020611424 5.12510341408603 7.88919389948363 4.72126594080337e-05 0.00171276039320171 2.34300712455667 0.00171276039320171 0.0166966084066342 "scaffold_10" 198950 198953 "-" 1 "JGI_V11_300343"
"scaffold_10_520586_520703_-" 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 84.3514582344354 86.1112879390991 130.112164609956 -7.81825709872087 2.11729471151294 -5.18778996660309 0.0008242594871737 0.00892651505916489 -1.31392626059203 0.00892651505916489 0.0361464992021026 "scaffold_10" 520586 520703 "-" 1 "JGI_V11_300239"
"scaffold_10_520875_520882_-" 4.08862537536816 10.4982643750095 9.93824532355909 1.38777878078145e-17 1.38777878078145e-17 1777.97150104038 2580.5457697362 3051.51408824703 -8.44455048605062 5.3404596413755 -23.4594537530494 1.09814555807103e-08 2.91531392017319e-05 9.9406818145197 2.91531392017319e-05 0.0457658727224006 "scaffold_10" 520875 520882 "-" 1 "JGI_V11_300239"
"scaffold_10_524232_524292_-" 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 37.5750294850208 46.1379826516617 36.2852352075145 -6.52600823156445 1.63264477202678 -7.08356617024411 0.00010165739376811 0.00257955636686578 -0.472552413050333 0.00257955636686578 0.0239634911860004 "scaffold_10" 524232 524292 "-" 1 "JGI_V11_300242"
"scaffold_10_524420_524533_-" 6.32296206952666 12.1114694948779 0.037808288252188 5.75520135122577 3.75367166661028 180.614185195089 161.601888764928 177.255445857649 -5.82272942183335 4.31567474412689 -7.18837767387583 9.16650967843106e-05 0.00242937969005308 1.76309274183168 0.00242937969005308 0.0264697896947289 "scaffold_10" 524420 524533 "-" 1 "JGI_V11_300242"
"scaffold_10_524722_524734_-" 122.983403658331 88.4851804305169 116.332088654033 120.142276393828 70.5350691972879 3522.02110830765 4561.01986665606 5695.27975359518 -5.59759044541108 8.97182430999738 -21.6914765403252 2.04244830818671e-08 3.89739986168188e-05 10.1023584537558 3.89739986168188e-05 0.0435757659059973 "scaffold_10" 524722 524734 "-" 1 "JGI_V11_300242"
"scaffold_10_924848_924955_-" 165.796764928308 169.670140110219 175.043563058961 66.2378810339871 56.4029790751037 76.6392708530535 89.1095057351598 76.1700675456933 0.852400356644091 6.89434974915341 7.53516918548895 6.56159920596426e-05 0.00209378655599013 1.98394570777825 0.00209378655599013 0.0129563546797913 "scaffold_10" 924848 924955 "-" 1 "JGI_V11_230542"
"scaffold_10_1022419_1022441_-" 81.024153685998 75.7698725699943 88.1645461641367 3.5159032770603 0.000800652008824843 23.697883314168 29.2676162703601 32.7431233764845 1.28501702442483 4.57783705316311 8.17611892603926 3.64665804660516e-05 0.00147426967892627 2.62298649719539 0.00147426967892627 0.0189377327620825 "scaffold_10" 1022419 1022441 "-" 1 "JGI_V11_314008"
"scaffold_10_1293826_1293912_-" 26.8744652150497 36.5637527508613 30.5430925044083 12.7535588964146 10.0451458872018 9.9397964775866 15.2926487788456 12.268070050004 1.07566067668017 4.38888215216419 5.71127458269463 0.000442001831364976 0.00612066686945318 0.0496010459552423 0.00612066686945318 0.0221984144349849 "scaffold_10" 1293826 1293912 "-" 1 "JGI_V11_98876"
"scaffold_10_1882125_1882210_-" 321.987139446438 337.560761883179 340.236801955667 95.4716266314036 84.8792290703794 191.948044975464 179.766883869055 162.057558593288 0.68258043694046 7.82233839209263 5.99405669544229 0.000320480560724858 0.00508769555719778 0.297511332515667 0.00508769555719778 0.0113059753866487 "scaffold_10" 1882125 1882210 "-" 1 "JGI_V11_187657"
"scaffold_10_1882125_1882210_-.1" 321.987139446438 337.560761883179 340.236801955667 95.4716266314036 84.8792290703794 191.948044975464 179.766883869055 162.057558593288 0.68258043694046 7.82233839209263 5.99405669544229 0.000320480560724858 0.00508769555719778 0.297511332515667 0.00508769555719778 0.0113059753866487 "scaffold_10" 1882125 1882210 "-" 1 "JGI_V11_314241"
"scaffold_10_2098957_2098984_-" 28.8794518905155 26.3531347726712 30.0500500175799 15.3740441456865 13.3560948645361 16.4124191039643 15.8379484560609 13.9649504635818 0.640817259519824 4.53828041592564 5.12708478222003 0.000888197852359041 0.00942635785245563 -0.7168533273063 0.00942635785245563 0.0190857088227963 "scaffold_10" 2098957 2098984 "-" 1 "JGI_V11_300330"
"scaffold_100_80468_80516_+" 95.8371945565622 81.3707018260751 93.017187129378 61.9026161693584 109.595034028695 199.654909033233 286.708112994567 141.888266839349 -1.3810463909792 7.1513042735234 -5.07519055758415 0.00094716436803535 0.00979387725924986 -0.878940965162297 0.00979387725924986 0.0533538024569443 "scaffold_100" 80468 80516 "+" 1 "JGI_V11_300478"
"scaffold_100_107769_107801_-" 8.04733781958765 11.9951137240507 6.47648437061588 29.9867347217348 29.3598406060147 21.1559472339502 32.9928242860882 24.5320951057267 -1.75777737811725 4.44049563119356 -7.12369068994434 9.76961939023454e-05 0.00251924158384399 1.76086062881699 0.00251924158384399 0.0240614185793032 "scaffold_100" 107769 107801 "-" 1 "JGI_V11_112778"
"scaffold_100_108310_108358_-" 95.0108327013061 110.277972613879 100.525535690529 264.029025913332 229.580315219802 235.816187044096 381.50197765988 408.414003991173 -1.92723897579703 7.88293275981076 -9.42687375216215 1.28149873281338e-05 0.000879771029565584 3.72879698419051 0.000879771029565584 0.0334599031206139 "scaffold_100" 108310 108358 "-" 1 "JGI_V11_112778"
"scaffold_100_152988_152989_-" 6.94633013247263 5.60355397138639 7.4840014255341 12.6168865168632 12.8034976279773 13.6559289431451 13.8924562100903 13.2901104003701 -1.20749587134992 3.67684664681199 -6.89838543625647 0.000122396177197289 0.00289772190233086 1.64172191091023 0.00289772190233086 0.0217621723743002 "scaffold_100" 152988 152989 "-" 1 "JGI_V11_300487"
"scaffold_100_386140_386184_-" 27.8834155937845 33.2991274897609 32.2357162987466 1.38777878078145e-17 1.38777878078145e-17 7.4013638157552 11.6798881675613 8.68643973822668 1.48731473567812 3.0877448047185 8.81212119803952 2.1098025897695e-05 0.00112722645209124 3.32218812874974 0.00112722645209124 0.0219316788154661 "scaffold_100" 386140 386184 "-" 1 "JGI_V11_300521"
"scaffold_101_432971_433055_-" 70.8767076699979 70.0280967210532 73.1067068132742 309.126214113845 282.779981373446 87.6275448409563 125.237566802445 113.85892754049 -0.814917711340315 7.1497604501046 -5.85781304182289 0.000373691541610335 0.00556223244696444 0.108007817022073 0.00556223244696444 0.0174819848989441 "scaffold_101" 432971 433055 "-" 1 "JGI_V11_300546"
"scaffold_102_34816_34837_+" 38.7305895441765 35.5101355996223 51.6187266707009 61.8212993339836 76.0456913293035 61.5879800897912 85.3146580325086 80.7980280597757 -1.07574389173651 6.13984280118749 -5.8736876396233 0.000367017939337162 0.00551797983485716 0.130030140317478 0.00551797983485716 0.023447620535223 "scaffold_102" 34816 34837 "+" 1 "JGI_V11_328375"
"scaffold_102_165453_165457_-" 39.0212116584466 40.3948592753151 32.6552134965485 5.86347027491592 7.5049449174855 13.9700964832304 13.6088976088591 16.7137459311707 1.08811722799487 4.39528746027018 7.31494413558887 8.10217386228813e-05 0.0022603169830436 1.83076363340489 0.0022603169830436 0.020086850485054 "scaffold_102" 165453 165457 "-" 1 "JGI_V11_300571"
"scaffold_102_166429_166522_-" 489.42344335393 588.966304774022 487.734238094302 124.112317781956 90.6210170095057 222.207562912238 224.866076015863 238.617342832314 0.960796833518902 8.25785442142836 6.21145195675932 0.000252029151791887 0.00442980032397204 0.558542376868757 0.00442980032397204 0.0168855901041847 "scaffold_102" 166429 166522 "-" 1 "JGI_V11_300571"
"scaffold_104_227107_227116_+" 20.2984295256746 22.7875818104821 19.0775858314683 1.38777878078145e-17 1.38777878078145e-17 9.20716315676253 9.63074213537493 10.228342667169 0.834578895209247 2.90358017645618 6.12386123739978 0.00027745268083655 0.00467405297322083 0.619502832434719 0.00467405297322083 0.0218008594948397 "scaffold_104" 227107 227116 "+" 1 "JGI_V11_300595"
"scaffold_105_53672_53695_-" 22.4018219693982 20.3468950006218 23.6957505662611 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 5.29558931347739 1.30156746872528 6.28574925695494 0.00023246943098263 0.00419996284256222 -0.776285403554586 0.00419996284256222 0.0238995394761577 "scaffold_105" 53672 53695 "-" 1 "JGI_V11_328578"
"scaffold_105_53930_53991_-" 87.5030326427329 74.2826014141285 103.114162476425 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 7.25647138445514 2.03682194819277 6.50248584087228 0.000184355569104044 0.00364924581913211 -0.685194782733092 0.00364924581913211 0.0260310406573361 "scaffold_105" 53930 53991 "-" 1 "JGI_V11_328578"
"scaffold_105_54477_54482_-" 602.22158995504 653.152753730864 733.732516939093 8.66469513853531 0.00183704575987464 8.36729679330263 10.7592761322792 3.03821420796661 6.29725408484705 5.09642100309382 16.2865277182194 1.94781678292023e-07 0.000113568865748756 7.63052842971566 0.000113568865748756 0.0274916958969016 "scaffold_105" 54477 54482 "-" 1 "JGI_V11_328578"
"scaffold_106_407683_407686_-" 15.2262888355858 20.9966918555969 11.2349749520696 44.5298335676522 25.721475370284 42.7793506095613 40.1970641879827 34.2352104587037 -1.53926015321553 5.00766295338459 -5.67275997320862 0.000462156960198532 0.00632327556020763 -0.0312103223699509 0.00632327556020763 0.0294687680746066 "scaffold_106" 407683 407686 "-" 1 "JGI_V11_300634"
"scaffold_109_387122_387130_+" 38.1751557527538 42.7141546515548 36.8120048528435 12.1381449601652 7.39688408666875 17.6759382197002 19.2662733100993 18.2338580912326 0.847182722280207 4.66079731183602 5.48863172218619 0.000573527619295607 0.00727663166981302 -0.283479747345612 0.00727663166981302 0.0191190261941083 "scaffold_109" 387122 387130 "+" 1 "JGI_V11_228569"
"scaffold_11_80801_80807_+" 29.1094462705517 30.7026832787218 23.8358190731608 16.5118193806494 11.1496846650978 8.89380088439458 9.35731584026858 7.14716233872597 1.43690387188115 4.19444121882139 6.80966750931605 0.000133957917801053 0.00305985778780205 1.42227849113493 0.00305985778780205 0.0220612388163277 "scaffold_11" 80801 80807 "+" 1 "JGI_V11_36179"
"scaffold_11_216663_216676_+" 27.55216057168 26.0761604578362 27.4989515872096 52.6337355912969 38.1924475985777 52.6128401014496 55.6659593406611 51.8046318415687 -1.19079025024626 5.57638469506673 -8.57207288079139 2.58363553206915e-05 0.00123252333057359 2.99435610435754 0.00123252333057359 0.0177531942560059 "scaffold_11" 216663 216676 "+" 1 "JGI_V11_314322"
"scaffold_11_244336_244338_+" 17.0829887099647 13.9301750011525 14.7061614890259 0 3.42007895830454 28.1512994644971 36.8786922826427 27.4220632718569 -1.20895083657737 3.71610323140146 -7.31916722455213 8.06910374932193e-05 0.0022603169830436 1.84145144162146 0.0022603169830436 0.0228438678853095 "scaffold_11" 244336 244338 "+" 1 "JGI_V11_238158"
"scaffold_11_400059_400063_+" 42.3705768833274 36.3188667476885 38.7897089099591 44.4938994428884 38.1909393832527 17.1445159457949 21.590507286799 16.5192839205926 0.85033749629325 5.17321597605636 6.17390328873952 0.000262599041205425 0.00453887219590753 0.553433051330975 0.00453887219590753 0.0182273883692763 "scaffold_11" 400059 400063 "+" 1 "JGI_V11_314338"
"scaffold_11_1459569_1459587_+" 27.5586669653599 28.1205095523526 29.1079960402865 0 3.08911934878793 9.41445746026365 12.3229722862318 11.077573225877 1.11340710652641 3.48473997581495 7.51472691902694 6.68996244964765e-05 0.00210081917270906 2.08116548220402 0.00210081917270906 0.0210514774563523 "scaffold_11" 1459569 1459587 "+" 1 "JGI_V11_300768"
"scaffold_11_1886036_1886045_-" 125.132277621296 145.622503279498 118.097869381572 6.38522793418216 3.31256164286367 44.7641116834174 49.6356182455756 61.3900425066736 1.0943854351005 5.60837659950286 6.77686995698134 0.000138533766089602 0.00310270108511947 1.1777355583122 0.00310270108511947 0.0198546739090743 "scaffold_11" 1886036 1886045 "-" 1 "JGI_V11_314557"
"scaffold_11_2177541_2177550_-" 48.0188781653507 51.4616529111898 55.2658124870883 36.7459102992852 31.5683696710428 12.908425301967 14.9119604539089 15.5149009629876 1.57985903475787 5.12732139892716 11.9301694718154 2.16741291507116e-06 0.00038294975227211 5.61027873489208 0.00038294975227211 0.0175976549128344 "scaffold_11" 2177541 2177550 "-" 1 "JGI_V11_290568"
