mat_females_1 mat_females_2 mat_females_3 mat_males_1 mat_males_2 pE_females_1 pE_females_2 pE_females_3 logFC AveExpr t P.Value adj.P.Val B FDR tw_dis chr start end strand de
scaffold_1_1591711_1591715_+ 12.9746123146146 11.2744378489774 12.9091430090394 11.4086156572553 16.2704959149043 20.710031276316 22.7260187542791 27.1931022666634 -1.1166314322256 4.2556460933063 -6.13451111684173 0.000354598030194943 0.00508735082087029 0.452616536197683 0.00508735082087029 0.0218476150388723 scaffold_1 1591711 1591715 + 1
scaffold_1_1647762_1647798_+ 42.3495766214047 42.0951356146147 42.3175441220815 0 6.19248222826113 16.5702282206466 19.9524542250251 16.5730087115222 1.01368720282063 4.01560007816957 6.77527302529648 0.000185979777431086 0.00392911218585218 1.0117144126463 0.00392911218585218 0.0206794664075747 scaffold_1 1647762 1647798 + 1
scaffold_1_1651966_1651980_+ 16.3234857754231 21.8491942368401 13.5054866921086 47.1245118036888 23.3731670630545 42.1748214504641 41.6492051820872 47.8717723732802 -1.57057950830549 5.06608696713177 -5.50953275914349 0.000697765077675756 0.00708408951741996 -0.401476051545319 0.00708408951741996 0.0334884858518269 scaffold_1 1651966 1651980 + 1
scaffold_1_1657512_1657520_+ 0 0 0 15.0553793201485 17.8224456900024 13.5953909328233 14.8432968058208 15.557932803063 -5.12084336307666 2.32409355014194 -7.40095685870403 0.000103354435251564 0.00296506951692444 -0.17929468794786 0.00296506951692444 0.02383736890691 scaffold_1 1657512 1657520 + 1
scaffold_1_1674365_1674380_+ 49.1744828103441 42.0998888977021 43.64358541414 50.7235186313421 45.8367286138728 55.8767488160861 65.5050908491398 59.8217548204728 -0.644684232104766 5.88875682558585 -6.09750210106155 0.000368600858899131 0.00514748255006465 0.2012171438342 0.00514748255006465 0.0154249520121316 scaffold_1 1674365 1674380 + 1
scaffold_1_1686579_1686580_+ 0 0 0 9.79608507776448 8.08386145542933 5.84143236557197 6.77391185407805 5.97970003798729 -3.94347036454295 1.67019343256287 -6.09643585153988 0.000369013283074457 0.00514748255006465 -0.814430045319037 0.00514748255006465 0.0266083038978577 scaffold_1 1686579 1686580 + 1
scaffold_1_1868879_1868942_+ 73.051338692762 82.9591568857542 74.6513360073595 41.7981341031312 44.0617965387494 44.0879461477321 51.3144041437072 40.835746498743 0.533947814748565 5.98108947125604 5.08136854102824 0.00114272430158393 0.00968889389094852 -1.02130954949178 0.00968889389094852 0.0154317763189681 scaffold_1 1868879 1868942 + 1
scaffold_1_2180779_2180804_+ 22.2308333552234 27.1495485458587 21.6912228151717 48.4636246463103 43.8438804024923 44.1978304205191 49.552540098488 36.5548786763617 -1.08024375126698 5.35011266254125 -7.60949543051601 0.0000857085596909221 0.00268262336065909 1.81622325839467 0.00268262336065909 0.0191205132224693 scaffold_1 2180779 2180804 + 1
scaffold_1_2298518_2298523_+ 23.5395372174703 21.1860996309715 21.8689547991797 43.5808576412274 32.7764808943716 44.9535255623762 37.3846161525992 32.1120173074226 -0.978734530758167 5.1769082417991 -5.82137668074528 0.000494707690520895 0.00587133847619379 -0.0596295831153695 0.00587133847619379 0.0211629928959062 scaffold_1 2298518 2298523 + 1
scaffold_1_2332287_2332372_+ 28.1408742215668 32.5862843680752 32.3202688511919 12.5567931787289 11.0727345366421 14.5508448631754 18.0039381539873 15.2075070137761 0.718929191520194 4.48342659057817 6.07049791641456 0.000379205508822825 0.00522523639559246 0.275396236823186 0.00522523639559246 0.0195451543455438 scaffold_1 2332287 2332372 + 1
scaffold_1_2379042_2379051_+ 55.9568638076823 65.1698264047975 56.8414706632824 34.0455321269728 22.4818085061707 25.5998609684885 30.1574888522481 26.4885419591987 0.876190595229526 5.41708855968735 5.46338398980978 0.000734990093513055 0.00730889344840669 -0.517690335209078 0.00730889344840669 0.0193263576945839 scaffold_1 2379042 2379051 + 1
scaffold_1_2558310_2558328_+ 17.174686147757 19.9541115037696 14.9102406048079 15.1961012189729 12.6235248818883 0 0 0 4.94182444847314 2.33618928503459 5.78225571721892 0.000516164400965195 0.00599872604967813 -0.855880791490579 0.00599872604967813 0.0245374333984482 scaffold_1 2558310 2558328 + 1
scaffold_1_2860053_2860082_+ 36.4466416555887 36.3931516157589 38.4466002858101 118.015213132943 104.846352334076 82.3513572204973 69.8532710738961 63.9063203819559 -1.16383609949433 6.17907541961902 -9.58395410325466 0.0000174543610867153 0.00135677678584749 3.48351092917323 0.00135677678584749 0.0162814406529212 scaffold_1 2860053 2860082 + 1
scaffold_1_2864144_2864318_+ 69.1603528464341 63.9649386076664 77.7267171950636 98.533557358144 109.821433148595 102.304376649428 106.683468391442 120.864138739517 -0.865987813748906 6.7248760156155 -7.29566940364277 0.000113779898440473 0.00310798636875936 1.47382836714405 0.00310798636875936 0.0145249015767994 scaffold_1 2864144 2864318 + 1
scaffold_1_3922776_3922841_+ 66.67628564631 68.4381282376119 71.3360244692111 36.1478313342958 38.8580769343601 39.6240345021531 46.5810737977323 39.3034718882527 0.491843798930896 5.8307933722904 5.26823227229819 0.000918558198765439 0.00829727645594116 -0.784121517785747 0.00829727645594116 0.0149244350019131 scaffold_1 3922776 3922841 + 1
scaffold_1_584423_584426_- 13.9881561561909 12.3621978662309 15.7270344896179 0 0 0 0 0 4.64703652825566 1.01342923460006 6.59384172431646 0.000222219611062179 0.00429377176057325 -0.483249541971112 0.00429377176057325 0.0264084459137318 scaffold_1 584423 584426 - 1
scaffold_1_683391_683447_- 47.2460969110933 47.6619075143355 47.6890883249537 28.6294623728533 24.9126255535397 20.8198521591647 23.5676349253887 21.8764172132466 0.867035358644511 5.17318576120491 8.88136085670395 0.0000297080897105921 0.00164276491775996 2.94794250182255 0.00164276491775996 0.0165806204659436 scaffold_1 683391 683447 - 1
scaffold_1_982976_982985_- 10.0351881754831 14.3863933994164 11.409991416313 0 0 0 0 0 4.41855320015651 0.926383319350149 5.74764809978174 0.000536007037934674 0.00611216088162238 -0.88570684307874 0.00611216088162238 0.0276275050009165 scaffold_1 982976 982985 - 1
scaffold_1_986054_986114_- 30.7784822651955 33.2670908089249 33.5472864977106 12.2998370668597 12.7316848681851 14.3363017814365 19.9567545403006 15.2046001733081 0.746507207732583 4.54578323819377 5.93121071108479 0.000439568111536783 0.00556040009910442 0.108839026611465 0.00556040009910442 0.019589216386642 scaffold_1 986054 986114 - 1
scaffold_1_1457781_1457840_- 22.6192915323538 31.0782636487404 18.5086674491395 77.203067374659 77.4973025162972 57.779504747679 69.6696911317224 84.1294385290387 -1.76951442828952 5.79186789210217 -8.45541105666531 0.000041740194229728 0.00183207068035052 2.58224412886222 0.00183207068035052 0.0240703245793133 scaffold_1 1457781 1457840 - 1
scaffold_1_1514902_1514915_- 0 0 0 0 0 6.1566652695795 9.0036937366866 7.6908659873205 -4.21324716310958 0.709298504903171 -6.39907303802226 0.000270116190624158 0.00462607099729056 -0.635739102722692 0.00462607099729056 0.0283254722173428 scaffold_1 1514902 1514915 - 1
scaffold_1_1640264_1640269_- 0 0 0 0 0 8.60589722574182 7.32432734506778 9.06243368856914 -4.32999823830149 0.758655696542223 -6.71647268071979 0.000196948463131259 0.00405882173156912 -0.486446781747378 0.00405882173156912 0.0276046609301333 scaffold_1 1640264 1640269 - 1
scaffold_1_1722847_1722851_- 58.450252868839 59.4831256165335 76.6711910355953 33.8879161157711 36.6437980940199 12.5343401763639 14.1040887553882 12.6448154263222 2.03188932644517 5.15937727549762 13.6469851940708 0.00000138922976269527 0.000433422577606397 6.10940144115723 0.000433422577606397 0.0201760343130726 scaffold_1 1722847 1722851 - 1
scaffold_1_1863874_1863879_- 13.2972648481788 13.989795282368 17.7920656315197 21.1925465821348 30.881732486471 33.5719769051728 32.0016055996569 35.387389306801 -1.37008742790171 4.76733378096127 -7.76238631949333 0.0000749088169323949 0.00252581616828668 2.02119804418729 0.00252581616828668 0.0209219681578979 scaffold_1 1863874 1863879 - 1
scaffold_1_2082743_2082756_- 48.4066675084668 46.3055566228489 46.4673730469905 9.95589957474956 0.00534274334956208 15.5119047330106 15.6795169236747 14.1806776990231 1.38417211224061 4.07542762023077 7.72621919132536 0.0000773188847153117 0.00256653023107865 1.97120696296409 0.00256653023107865 0.0240749787404391 scaffold_1 2082743 2082756 - 1
scaffold_1_2210150_2210161_- 19.6542742221997 16.0298963988593 19.5024832482498 62.6325658790872 68.9701667634968 23.370905484093 24.8640471356629 24.2708459235392 -0.613000325989863 5.03554152913924 -5.27107279387793 0.000915548263182355 0.00829727645594116 -0.673330382245368 0.00829727645594116 0.0177992349011627 scaffold_1 2210150 2210161 - 1
scaffold_1_2319959_2319975_- 118.498991249433 116.100810507803 119.594843209692 15.9484552367567 13.6196781058138 45.668421680376 70.3466146728888 52.6342611769162 0.863709733584302 5.94295340798875 5.78141999782269 0.000516633874650665 0.00599872604967813 -0.1595498369891 0.00599872604967813 0.0196256468662376 scaffold_1 2319959 2319975 - 1
scaffold_1_2327579_2327662_- 142.580860028914 140.402766658091 129.981982081763 98.2785914982074 113.805804115355 43.1300348146448 45.7363646741683 47.5232895258281 1.36457187375703 6.62042191954507 13.6172706307097 0.00000141142632282828 0.000433422577606397 6.09476820229965 0.000433422577606397 0.0133500012313566 scaffold_1 2327579 2327662 - 1
scaffold_1_2353244_2353452_- 11.8096422734596 6.80309739300524 15.4218879364432 31.1211121248543 36.3101421410183 24.9590768234418 27.0853326929046 33.0076229944933 -1.57551612099211 4.60037336192692 -5.83030635282407 0.000489949716215073 0.00583527246809133 0.182021702117677 0.00583527246809133 0.0238760756042607 scaffold_1 2353244 2353452 - 1
scaffold_1_2415525_2415561_- 232.265882710438 239.666339703605 251.244790870491 65.7880442797243 59.8969466953222 90.8328790397561 102.893349502312 91.2666670884048 1.11733687669703 7.13100018489285 11.8305944960107 0.00000390347385199855 0.000685328866118987 5.0586723659343 0.000685328866118987 0.0115811819601856 scaffold_1 2415525 2415561 - 1
scaffold_1_2611167_2611170_- 22.4625400058741 22.1376180360621 26.1846137530697 30.7638610882947 26.7947757663613 34.847199428029 35.9976315681904 33.4956671597366 -0.776484066190843 5.06593652051401 -7.07261235018132 0.000139977473926123 0.00338586159394008 1.29702715326482 0.00338586159394008 0.0174902433205838 scaffold_1 2611167 2611170 - 1
scaffold_1_2632437_2632449_- 29.4535830383893 31.0938836735503 29.785223333404 0 0 5.83855295897655 8.07436997934643 7.35023332775714 1.79607737333204 2.89176064413274 9.46756056802652 0.0000190169775059359 0.00142389619075695 3.42393053474169 0.00142389619075695 0.0214662316525272 scaffold_1 2632437 2632449 - 1
scaffold_1_3079912_3079962_- 16.4709790154098 13.7209860915828 17.1438827120964 22.8504567877839 21.1472593755548 0 0 0 4.81191653348763 2.44992532185919 6.49405423709207 0.000245459591654803 0.00450363066994749 -0.522126009431722 0.00450363066994749 0.0233500788029538 scaffold_1 3079912 3079962 - 1
scaffold_1_3100597_3100604_- 17.4770973157916 16.429755194008 14.0588148467106 13.9212817469402 18.2639332647713 34.5318532575924 33.5844764247875 30.4144729235375 -1.24198743869923 4.6220888512224 -9.10609893115801 0.0000249658848269158 0.00153935213700398 3.17017648317641 0.00153935213700398 0.0194284441318075 scaffold_1 3100597 3100604 - 1
scaffold_1_3299013_3299048_- 38.8606228781384 39.5178813200611 45.03110860094 5.76217662775416 9.18582744852492 12.2146493753577 13.0799388237688 14.0198841970047 1.39112803104472 4.3694025121499 10.7232025525039 0.00000788652524342617 0.000912596438111462 4.38428331048034 0.000912596438111462 0.0198344067883535 scaffold_1 3299013 3299048 - 1
scaffold_1_3368325_3368326_- 6.30103260437 7.87428317324371 7.63240115784116 0 0 0 0 0 3.74688738790128 0.675187053886865 5.96758174180663 0.000422838811333128 0.00546685136981645 -0.843944756039761 0.00546685136981645 0.0279655763946149 scaffold_1 3368325 3368326 - 1
scaffold_1_3959352_3959385_- 177.411778941446 185.624332505336 204.110830342702 157.056893251694 140.605647817974 95.2941072657923 112.453244503323 94.1676405711532 0.685458268225746 7.33853362167376 6.34303832866968 0.000285947252823759 0.00470589752623082 0.494266198777589 0.00470589752623082 0.0134078658686429 scaffold_1 3959352 3959385 - 1
scaffold_1_4155581_4155648_- 217.589151579866 229.485305885814 263.473377257866 32.8711137561071 42.3968420086697 116.651143373903 118.0957723373 126.152988073973 0.747223737193392 7.06240114081881 5.8045694879095 0.000503802475186447 0.00592174629288569 -0.111195219355798 0.00592174629288569 0.0144478428733517 scaffold_1 4155581 4155648 - 1
scaffold_10_39109_39169_+ 0 0 0 0 0 24.3178770768472 27.3612726310374 37.121875791712 -6.08911036663381 1.41569800475228 -5.46882035758151 0.000730493005438721 0.0072856124136949 -1.02196683831501 0.0072856124136949 0.0292348249655671 scaffold_10 39109 39169 + 1
scaffold_10_39320_39601_+ 0 0 0 0 0 200.660767859271 333.543048973338 303.928051172336 -9.29614481780476 2.61819175463348 -7.46457189527143 0.0000975746807923062 0.00290527185528671 -0.150312859697757 0.00290527185528671 0.0432387367021863 scaffold_10 39320 39601 + 1
scaffold_10_89703_89753_+ 37.0795387204472 45.346012752285 41.3748790432953 6.1757691316994 0.00349539709131497 19.0197215233866 16.880353429592 17.9460523734218 0.95391818153171 4.01228641950684 5.86778592373082 0.000470525118858138 0.00572444120111401 0.012691459954226 0.00572444120111401 0.0217114900005832 scaffold_10 89703 89753 + 1
scaffold_10_169979_169981_+ 39.018884274448 48.3295674526472 39.3162311691997 32.533294470532 23.4767014228235 13.9069905817234 20.6965201949461 18.977323217372 1.00605291930642 5.00055766375748 5.31847866531939 0.00086688726679771 0.00805430021697179 -0.643160556463289 0.00805430021697179 0.0219189321758174 scaffold_10 169979 169981 + 1
scaffold_10_278093_278195_+ 84.9943049299331 81.1979230610204 68.4554615574326 336.348347729805 247.226344934947 160.957362095349 150.095236254662 173.505955078675 -1.26847218461353 7.35602243682475 -8.28311918909142 0.0000480900613872461 0.00196667106468404 2.40695404649748 0.00196667106468404 0.0202232468756951 scaffold_10 278093 278195 + 1
scaffold_10_425252_425255_+ 28.9944675310632 38.2779268250584 27.4504267243981 0 0 7.22007536100284 7.32412640700374 10.6105402479817 1.64255935246489 2.99302497673115 6.25770311583464 0.00031207533918508 0.00486655923265187 0.774683994177282 0.00486655923265187 0.0251937027698306 scaffold_10 425252 425255 + 1
scaffold_10_430188_430192_+ 0 0 0 7.02993410482089 6.6434081115076 7.21646725142124 9.18191048607078 12.4944005117694 -4.50604357294154 1.79321887115566 -5.45157895873573 0.000744861155191003 0.00736400111000969 -1.06275893717796 0.00736400111000969 0.0277144015237825 scaffold_10 430188 430192 + 1
scaffold_10_522696_522713_+ 10.5508818745419 49.7820100001576 24.9973599808797 0 0 6691.60381633213 7488.65039671603 9038.18040751856 -8.53385613633597 6.51217779904422 -18.0165883506297 0.000000181243862984251 0.000192654034279749 8.06490564585383 0.000192654034279749 0.0930527959713989 scaffold_10 522696 522713 + 1
scaffold_10_522836_523092_+ 0.0192305016369145 13.0085123709655 5.19370243787184 0 0 1133.7939771949 1491.67681001406 1996.50904544548 -9.00418257421042 4.5671673840527 -8.64886849996893 0.0000357048237607622 0.00172995072151634 2.07180449722099 0.00172995072151634 0.0829900116112647 scaffold_10 522836 523092 + 1
scaffold_10_599027_599060_+ 0 0 0 0 0 214.628224276411 179.879539745843 164.919503679579 -8.73902756458585 2.40918638534015 -10.4559867249398 0.00000943638588730855 0.00101895126936774 0.547488794060389 0.00101895126936774 0.0246578461062621 scaffold_10 599027 599060 + 1
scaffold_10_600315_600322_+ 52.8891474249684 28.2708956877391 51.3299028777895 75.8559573323947 52.5968570539205 141.842989196589 84.287191794502 166.881639582357 -1.77931268484218 6.35273649479458 -5.18135544413487 0.00101609887637599 0.00891208859443297 -0.882552594008564 0.00891208859443297 0.0595161624126096 scaffold_10 600315 600322 + 1
scaffold_10_634994_635021_+ 235.296613322347 198.408254600153 299.907052968135 310.456998691443 293.05179937042 417.004692383484 433.622810135706 392.265216797095 -1.00218771455967 8.49017120769942 -6.52495833768989 0.000237985182771356 0.00445013830190422 0.712779126780443 0.00445013830190422 0.0204637761246799 scaffold_10 634994 635021 + 1
scaffold_10_856874_856875_+ 5.90663354387814 5.43380974269555 6.31221326514374 8.78551752959356 8.96775387314776 0 0 0 3.46617021969475 1.62988534046918 5.57405615606265 0.000649164471058921 0.0068573047809056 -1.0860887385764 0.0068573047809056 0.026483062358194 scaffold_10 856874 856875 + 1
scaffold_10_932277_932311_+ 8.862692342839 9.77623891658793 9.61319598077477 17.3413918659888 11.0765220886229 17.4147799355469 23.1993730124465 21.8824438043242 -1.31843130722563 4.05498954841713 -5.21320727065478 0.000979071272032885 0.00870025068875403 -0.446833900425702 0.00870025068875403 0.0232189761364745 scaffold_10 932277 932311 + 1
scaffold_10_937360_937392_+ 24.6392215249727 24.7171700566187 28.8230962853866 72.0599121401756 69.4165892836297 99.530466260256 134.531980302442 131.286813686584 -2.41659448576119 6.1081551888592 -17.3691167116996 0.00000023741607640973 0.000192654034279749 7.83326945324942 0.000192654034279749 0.0196266880081384 scaffold_10 937360 937392 + 1
scaffold_10_966114_966121_+ 65.3364452365371 43.6117039482208 71.4871979530346 157.335051863297 110.057004099133 163.312667545376 119.934732829204 140.157888513092 -1.46692231271633 6.84734530941018 -6.23101677766468 0.000320782563124744 0.00492968013809615 0.359697429266135 0.00492968013809615 0.0330804451719685 scaffold_10 966114 966121 + 1
scaffold_10_988023_988026_+ 0 0 0 0 0 6.47878385294649 8.16847232957333 5.97548205152336 -4.07774557201425 0.658880891337023 -6.41506059759494 0.000265779833069479 0.00460893568838706 -0.651937878024434 0.00460893568838706 0.0283513250497053 scaffold_10 988023 988026 + 1
scaffold_10_1051333_1051342_+ 39.4877300366865 42.9108174401343 48.4199827757659 66.0300013002912 66.5369163600242 72.0130488987976 103.08600634305 95.3871380320998 -1.2509443040508 6.19564221006779 -8.60834521152409 0.0000368832390139866 0.00172995072151634 2.68433343630741 0.00172995072151634 0.0200233714820309 scaffold_10 1051333 1051342 + 1
scaffold_10_1061780_1061805_+ 7.30274075292101 5.30164631386217 8.00187521994397 0 0 0 0 0 3.65430762017747 0.641956170114219 5.40498834519323 0.000785273150099698 0.00763747515517213 -1.14498948696537 0.00763747515517213 0.0286248144672823 scaffold_10 1061780 1061805 + 1
scaffold_10_1233381_1233386_+ 0 0 0 0 0 8.6035560749599 10.860644573723 7.68229051330844 -4.45022917952934 0.797869984576551 -6.68917645015265 0.000202283710409673 0.00409513921093778 -0.483581059128606 0.00409513921093778 0.0279775495340958 scaffold_10 1233381 1233386 + 1
scaffold_10_1256108_1256125_+ 0 0 0 0 5.52899957745333 56.4252392662411 48.1444391741656 45.2803773456284 -6.85141949948712 2.14977319294311 -6.42981531262438 0.000261846458287701 0.00459721118059252 -0.542823783030578 0.00459721118059252 0.0258605780596972 scaffold_10 1256108 1256125 + 1
scaffold_10_1346967_1346991_+ 20.8317204963649 18.0703983959309 27.5776196851389 14.8071527529892 16.4947996480145 33.0292202201242 42.12360996722 43.2569000756844 -1.05365422978844 4.87600430053622 -6.02351561676267 0.000398472057523151 0.00529027504792471 0.173821237183044 0.00529027504792471 0.0219286284430494 scaffold_10 1346967 1346991 + 1
scaffold_10_1357582_1357814_+ 46.9600834375897 53.3703279021744 69.8752879867075 68.8052381382384 59.7874528097057 84.8898992661892 82.5658250613397 81.3567600334648 -0.78649971887222 6.2803611751266 -5.13144785124933 0.00107725690437046 0.00925475030572338 -0.959358454501557 0.00925475030572338 0.0183553739522775 scaffold_10 1357582 1357814 + 1
scaffold_10_1367596_1367599_+ 17.3498813322773 22.2697173460135 27.016636980487 10.8934494414766 21.1372220692961 53.2215879091091 51.1064253817847 66.5172996224481 -1.57423607082135 5.0640003541988 -6.47998965367729 0.000248947399249054 0.00450572954769473 0.67378572324199 0.00450572954769473 0.0262907833427347 scaffold_10 1367596 1367599 + 1
scaffold_10_1630523_1630527_+ 0 0 0 0 0 14.2437670773047 10.5710467405507 10.4177897077629 -4.7940017411557 0.932238286474728 -6.14854599047425 0.000349443031205222 0.00506170467533823 -0.687491213966757 0.00506170467533823 0.0276131004860471 scaffold_10 1630523 1630527 + 1
scaffold_10_1804608_1804763_+ 35.5884432190613 37.066985331787 33.0935102044804 39.1790078295489 32.6635814916733 46.6437767199648 45.2734724459919 41.695760537805 -0.556123032751436 5.49006691096623 -5.07629781017204 0.0011495935281522 0.00973093175159925 -1.0134840044064 0.00973093175159925 0.0162970136058552 scaffold_10 1804608 1804763 + 1
scaffold_10_1937559_1937563_+ 7.84718828706568 6.5217665836178 8.10129470526547 6.65475516448132 5.86884488262734 0 0 0 3.7852086177808 1.63128339672315 5.96712127794811 0.000423046143515208 0.00546685136981645 -0.837741268456085 0.00546685136981645 0.0265875635191719 scaffold_10 1937559 1937563 + 1
scaffold_10_2114572_2114676_+ 18.1204783623911 24.5698581918286 21.3953009600646 0 0 0 0 0 5.23351784586494 1.23283265198701 6.34168136733059 0.000286343206426283 0.00470589752623082 -0.585314324711357 0.00470589752623082 0.0261097236383957 scaffold_10 2114572 2114676 + 1
scaffold_10_2120364_2120368_+ 6.3741000817259 5.57136296625218 7.71874441960592 12.2950203795278 14.3908747859536 0 0 0 3.60006431189633 1.82016291115338 5.22278259341502 0.000968232579876813 0.00864117573273395 -1.25571723682851 0.00864117573273395 0.0262445849040461 scaffold_10 2120364 2120368 + 1
scaffold_10_3912_3914_- 23.2554232305162 31.0905171919056 31.6498589504567 34.913068268714 27.7929608204267 49.714543017622 62.5436184096104 49.7262784774725 -1.12982737970009 5.42688225177729 -7.02646567504879 0.000146200422485531 0.00346223332628355 1.2241526400607 0.00346223332628355 0.0204296480805793 scaffold_10 3912 3914 - 1
scaffold_10_10018_10084_- 391.86486109243 223.942639352589 269.193649053006 72.0813090546339 54.808810554026 14.1089579901227 18.8191529447883 37.5004632322985 3.48224186831937 6.43371595354722 9.51645297881605 0.0000183422060216921 0.0013835458068066 3.47015257574334 0.0013835458068066 0.0628609875669112 scaffold_10 10018 10084 - 1
scaffold_10_18391_18417_- 19.4340470825637 22.4018768876726 21.0180804498009 0 0 8.92434126317721 8.90594661663498 8.37190019969291 0.992731040149999 2.80907589178023 6.34439272633165 0.000285552654030432 0.00470589752623082 0.848081325648485 0.00470589752623082 0.0221876131538039 scaffold_10 18391 18417 - 1
scaffold_10_198940_198953_- 63.494523756727 68.1648728867176 70.2974719390203 8.28538673537246 7.86124269801355 27.7216133726107 31.9146457607454 33.8532069824468 0.879475014151608 5.1242408974911 8.39256334768113 0.0000439407259502716 0.00187249336649534 2.50662626074614 0.00187249336649534 0.0166599280796118 scaffold_10 198940 198953 - 1
scaffold_10_331923_331959_- 26.7255323164109 24.3091157850222 24.9791010930907 14.1776989448196 16.4942558862288 15.302369881684 14.1942030441613 12.2966981979761 0.622277452506252 4.3975957339323 5.06844767605576 0.00116031775376584 0.00978226141089013 -0.875872606916739 0.00978226141089013 0.0196858895965082 scaffold_10 331923 331959 - 1
scaffold_10_520586_520707_- 0 0 0 0 0 91.5649262399702 91.7321041225076 143.471468739967 -7.94161247351738 2.11008370559356 -5.9177775821781 0.000445931334276481 0.00560039463311087 -0.782317885040484 0.00560039463311087 0.0404995297807783 scaffold_10 520586 520707 - 1
scaffold_10_520875_520898_- 0.0210460481276789 10.4426229528953 9.86692298168612 0 0 1785.38152063258 2586.12093963765 3061.37250235846 -9.50697766877914 4.89590627647508 -9.42995069121454 0.0000195550249205161 0.0014429624548233 2.61702632845707 0.0014429624548233 0.0689306666872859 scaffold_10 520875 520898 - 1
scaffold_10_524232_524292_- 0 0 0 0 0 41.2215688425219 45.0017796147357 37.5902921688191 -6.58167517625423 1.60014770844282 -10.03624460979 0.0000126133746220746 0.00116765448887805 0.478168850905619 0.00116765448887805 0.0230976876402816 scaffold_10 524232 524292 - 1
scaffold_10_524420_524545_- 6.60421280729285 12.1983648131258 0.0300295012839511 6.04973804416238 0.00343032965294432 191.670373458878 167.351642242341 177.077733571572 -5.85131024558342 3.91297544542033 -6.33387922281596 0.000288631686318141 0.00470589752623082 0.653739828963836 0.00470589752623082 0.0370418593775751 scaffold_10 524420 524545 - 1
