consensus.cluster chr start end strand tpm
92 scaffold_1 1636865 1636866 + 6.60983311823835
93 scaffold_1 1640782 1640792 + 102.285461005969
94 scaffold_1 1647762 1647798 + 184.683118754357
95 scaffold_1 1651966 1651980 + 255.293207526546
96 scaffold_1 1657512 1657520 + 77.5727477969077
97 scaffold_1 1659771 1659812 + 68.6048036999515
98 scaffold_1 1659976 1660009 + 102.041745703653
99 scaffold_1 1662832 1662838 + 346.491051020213
100 scaffold_1 1665636 1665642 + 26.0052909021443
101 scaffold_1 1668800 1668804 + 65.9263699961184
102 scaffold_1 1674365 1674380 + 413.331981125381
103 scaffold_1 1685675 1685714 + 20.1808613435264
104 scaffold_1 1686579 1686580 + 36.8149233301297
105 scaffold_1 1688814 1688832 + 68.1818133651452
106 scaffold_1 1692946 1693004 + 195.484297009287
107 scaffold_1 1732025 1732066 + 109.679154438968
108 scaffold_1 1771278 1771320 + 40.9063509847811
109 scaffold_1 1785022 1785036 + 75.5174782597694
110 scaffold_1 1788840 1788853 + 147.969377694371
111 scaffold_1 1836906 1836939 + 147.185860021026
112 scaffold_1 1841823 1841867 + 667.318537420479
113 scaffold_1 1858999 1859033 + 214.913226300123
114 scaffold_1 1868879 1868942 + 451.318913898879
115 scaffold_1 1913199 1913260 + 37.6725015533118
116 scaffold_1 1913528 1913530 + 29.5909979708534
117 scaffold_1 1932666 1932731 + 1051.85003723064
118 scaffold_1 1947973 1947979 + 36.1221739476857
119 scaffold_1 1951116 1951125 + 20.4342662629332
120 scaffold_1 1962874 1962939 + 502.109243201539
121 scaffold_1 1974465 1974469 + 15.5989138710645
122 scaffold_1 1985516 1985613 + 20881.5520606603
123 scaffold_1 1985999 1986104 + 525.130079915103
124 scaffold_1 1986310 1986333 + 111.842379992209
125 scaffold_1 1986618 1986624 + 448.250191103076
126 scaffold_1 1986938 1986941 + 101.687217641043
127 scaffold_1 1987249 1987312 + 114.135335339044
128 scaffold_1 1987414 1987583 + 210.911952474764
129 scaffold_1 1988827 1988856 + 44.3190114839671
130 scaffold_1 2014537 2014541 + 5.36352983603945
131 scaffold_1 2020153 2020158 + 106.13218809236
132 scaffold_1 2024522 2024527 + 265.854658735285
133 scaffold_1 2034982 2035027 + 420.700755710639
134 scaffold_1 2045725 2045770 + 468.893075228856
135 scaffold_1 2060780 2060876 + 127.672235815733
136 scaffold_1 2083449 2083540 + 206.653027105617
137 scaffold_1 2087920 2088007 + 317.210953807877
138 scaffold_1 2092225 2092299 + 236.425811579653
139 scaffold_1 2094266 2094267 + 8.85769590487877
140 scaffold_1 2096677 2096746 + 150.786613990934
141 scaffold_1 2180779 2180804 + 294.696887784931
142 scaffold_1 2180985 2180992 + 81.6756179726794
143 scaffold_1 2194054 2194065 + 6.04670305046984
144 scaffold_1 2200277 2200286 + 60.8179975719503
145 scaffold_1 2203887 2203967 + 1093.55263318962
146 scaffold_1 2214292 2214296 + 5.72852203580657
147 scaffold_1 2228353 2228357 + 5.74663911004227
148 scaffold_1 2240871 2240911 + 494.872509234546
149 scaffold_1 2272313 2272314 + 35.5765137812754
150 scaffold_1 2278346 2278379 + 79.8016647159462
151 scaffold_1 2286525 2286586 + 550.429363485607
152 scaffold_1 2292005 2292111 + 149.101434457973
153 scaffold_1 2298518 2298523 + 258.221324962329
154 scaffold_1 2302992 2302994 + 5.14304357818685
155 scaffold_1 2306933 2306934 + 15.9295990903945
156 scaffold_1 2312440 2312463 + 281.964091197944
157 scaffold_1 2332287 2332372 + 163.713244302765
158 scaffold_1 2332752 2332767 + 42.4015357669992
159 scaffold_1 2364124 2364221 + 7086.32211316924
160 scaffold_1 2379042 2379051 + 315.438895903458
161 scaffold_1 2379161 2379166 + 50.3708758249791
162 scaffold_1 2412627 2412664 + 2391.98293493379
163 scaffold_1 2467087 2467097 + 34.7438600093855
164 scaffold_1 2477219 2477239 + 152.178915933775
165 scaffold_1 2536694 2536729 + 115.3491219761
166 scaffold_1 2548260 2548263 + 130.07363332534
167 scaffold_1 2548422 2548425 + 17.5225443912409
168 scaffold_1 2558310 2558328 + 79.26966857853
169 scaffold_1 2570350 2570463 + 210.019979810927
170 scaffold_1 2585736 2585790 + 373.946416413444
171 scaffold_1 2587941 2587947 + 194.481400352293
172 scaffold_1 2637125 2637137 + 2699.95150299566
173 scaffold_1 2637949 2637971 + 12.715542279439
174 scaffold_1 2640164 2640187 + 43.3511550104942
175 scaffold_1 2645841 2645860 + 221.856794363659
176 scaffold_1 2652992 2653052 + 125.685318239095
177 scaffold_1 2667132 2667147 + 2083.1869056834
178 scaffold_1 2686975 2686994 + 57.5031469572383
179 scaffold_1 2689123 2689223 + 262.340774956924
180 scaffold_1 2692183 2692187 + 326.110767044372
181 scaffold_1 2693578 2693585 + 6.05901369171848
182 scaffold_1 2752479 2752534 + 287.831111143765
183 scaffold_1 2761617 2761644 + 128.305975276064
184 scaffold_1 2763284 2763363 + 1135.9972351564
185 scaffold_1 2796147 2796149 + 36.9275870906681
186 scaffold_1 2812837 2812867 + 110.403620941244
187 scaffold_1 2826182 2826190 + 659.558337733624
188 scaffold_1 2833758 2833759 + 19.7769251929633
189 scaffold_1 2836718 2836773 + 3436.70065253581
190 scaffold_1 2839999 2840002 + 51.9377682032942
191 scaffold_1 2840190 2840211 + 12.2594967680902
192 scaffold_1 2841128 2841131 + 6.12974838404508
193 scaffold_1 2854396 2854400 + 5.83868592111054
194 scaffold_1 2857902 2857907 + 97.341365630927
195 scaffold_1 2860053 2860082 + 552.477037252565
196 scaffold_1 2860240 2860383 + 60.1059953781892
197 scaffold_1 2863990 2863999 + 613.757153854323
198 scaffold_1 2864144 2864318 + 750.7818032577
199 scaffold_1 2876550 2876605 + 140.674381420147
200 scaffold_1 2923835 2923861 + 116.936608648759
201 scaffold_1 2949833 2949834 + 21.6480995890459
202 scaffold_1 3032961 3032967 + 125.528973641013
203 scaffold_1 3049902 3049903 + 5.50819426519862
204 scaffold_1 3082196 3082301 + 520.210082349084
205 scaffold_1 3088838 3088863 + 272.712131426999
206 scaffold_1 3092765 3092814 + 170.259046072613
207 scaffold_1 3102280 3102315 + 119.712956687421
208 scaffold_1 3116744 3116801 + 170.825664596871
209 scaffold_1 3117139 3117141 + 61.5856766060359
210 scaffold_1 3124439 3124500 + 555.727797082571
211 scaffold_1 3129169 3129170 + 6.94032477415026
212 scaffold_1 3136846 3136864 + 35.4062888676031
213 scaffold_1 3210899 3210920 + 22.7517777581944
214 scaffold_1 3213799 3213835 + 220.157117942738
215 scaffold_1 3214101 3214192 + 431.315696860019
216 scaffold_1 3216765 3216912 + 905.595747280513
217 scaffold_1 3222177 3222295 + 1140.88036414786
218 scaffold_1 3226938 3226942 + 40.5165338858035
219 scaffold_1 3272868 3272935 + 731.046073877781
220 scaffold_1 3286041 3286042 + 21.84060323916
221 scaffold_1 3562687 3562692 + 144.639311337591
222 scaffold_1 3768975 3769056 + 1461.41757306631
223 scaffold_1 3771116 3771148 + 60.6259101565186
224 scaffold_1 3773690 3773826 + 2890.86029635126
225 scaffold_1 3774444 3774467 + 33.3425398381905
226 scaffold_1 3775436 3775454 + 11.3588990212018
227 scaffold_1 3776611 3776679 + 692.799719764214
228 scaffold_1 3780346 3780593 + 2993.14851671531
229 scaffold_1 3781684 3781813 + 60.9554463872554
230 scaffold_1 3781955 3781970 + 23.2410140222663
231 scaffold_1 3782844 3782855 + 183.075966092669
232 scaffold_1 3861956 3861961 + 5.80293294968885
233 scaffold_1 3865389 3865418 + 224.87171535301
234 scaffold_1 3878257 3878342 + 295.433937601715
235 scaffold_1 3879596 3879629 + 173.785028836765
236 scaffold_1 3900099 3900140 + 297.3155734073
237 scaffold_1 3904998 3905043 + 73.9085719851064
238 scaffold_1 3908088 3908139 + 223.239149282914
239 scaffold_1 3917619 3917624 + 185.006883217496
240 scaffold_1 3922776 3922841 + 405.647301871641
241 scaffold_1 3927164 3927215 + 753.219669112892
242 scaffold_1 3927665 3927667 + 11.564457151589
243 scaffold_1 3930111 3930132 + 67.3036495864957
244 scaffold_1 3932010 3932011 + 35.1486839909883
245 scaffold_1 3973867 3973931 + 1931.61253957358
246 scaffold_1 3975263 3975264 + 6.17137313697068
247 scaffold_1 3977748 3977776 + 492.355755809865
248 scaffold_1 3978223 3978242 + 41.5638989083455
249 scaffold_1 3982786 3982791 + 389.706201096811
250 scaffold_1 4131140 4131182 + 151.041608358933
251 scaffold_1 4133423 4133433 + 95.6766908938857
252 scaffold_1 4139814 4139864 + 59.1893639883865
253 scaffold_1 4181499 4181544 + 186.635716360279
254 scaffold_1 156971 156992 - 88.7374096865016
255 scaffold_1 263026 263044 - 3221.51489906651
256 scaffold_1 324166 324180 - 210.560646620374
257 scaffold_1 328152 328204 - 311.839294621966
258 scaffold_1 335509 335540 - 111.022445883658
259 scaffold_1 342702 342796 - 313.066673558638
260 scaffold_1 347421 347472 - 137.67043034098
261 scaffold_1 372360 372367 - 208.886600308745
262 scaffold_1 384550 384551 - 6.27934146232643
263 scaffold_1 400132 400192 - 338.495863401581
264 scaffold_1 402294 402304 - 280.500403765345
265 scaffold_1 405496 405517 - 99.3974168542097
266 scaffold_1 423367 423368 - 5.94884980641451
267 scaffold_1 434143 434148 - 93.5617312896302
268 scaffold_1 435481 435482 - 36.9273633988659
269 scaffold_1 440334 440356 - 114.534664957513
270 scaffold_1 474966 474984 - 364.712545663303
271 scaffold_1 567359 567363 - 5.25042508249225
272 scaffold_1 584423 584426 - 41.4106677678432
273 scaffold_1 594482 594551 - 412.564718327588
274 scaffold_1 597099 597179 - 139.023506345709
275 scaffold_1 605733 605831 - 883.804652010771
276 scaffold_1 612138 612175 - 211.201715926572
277 scaffold_1 617236 617271 - 33.9982339059822
278 scaffold_1 620329 620360 - 68.4207273908551
279 scaffold_1 630820 630852 - 110.128509189937
280 scaffold_1 651671 651712 - 311.288571214066
281 scaffold_1 676487 676552 - 313.621918424462
282 scaffold_1 676767 676847 - 317.981276277438
283 scaffold_1 683391 683447 - 261.333457298879
284 scaffold_1 688145 688156 - 24.3140484314647
285 scaffold_1 692052 692053 - 6.64056074938217
286 scaffold_1 695964 695981 - 788.268256824901
287 scaffold_1 698411 698423 - 18.6467840030899
288 scaffold_1 698533 698552 - 62.5992794184051
289 scaffold_1 702713 702732 - 130.174038900342
290 scaffold_1 728164 728171 - 567.766423011583
291 scaffold_1 848044 848049 - 151.505915152325
292 scaffold_1 854064 854115 - 1213.90083008483
293 scaffold_1 919463 919497 - 357.848941712403
294 scaffold_1 939490 939551 - 411.031302816873
295 scaffold_1 978071 978105 - 39.8026595849478
296 scaffold_1 981314 981347 - 62.4085538172681
297 scaffold_1 982976 982985 - 35.2894320845237
298 scaffold_1 983238 983259 - 25.6050514996228
299 scaffold_1 986054 986114 - 171.336682856132
300 scaffold_1 1052583 1052592 - 44.5127950330729
301 scaffold_1 1141051 1141124 - 270.994169033193
302 scaffold_1 1247361 1247443 - 565.230181556335
303 scaffold_1 1252826 1252834 - 33.5675558116701
304 scaffold_1 1258698 1258755 - 397.307443166493
305 scaffold_1 1389104 1389198 - 130.326848959249
306 scaffold_1 1425388 1425395 - 338.151740255648
307 scaffold_1 1434685 1434733 - 266.810053264861
308 scaffold_1 1440447 1440453 - 107.955110614027
309 scaffold_1 1451340 1451405 - 157.656583541505
310 scaffold_1 1457781 1457840 - 440.917056719518
311 scaffold_1 1471098 1471156 - 69.5214179719697
312 scaffold_1 1499724 1499745 - 163.823106690643
313 scaffold_1 1514073 1514117 - 634.15356674493
314 scaffold_1 1514902 1514915 - 23.1192069283664
315 scaffold_1 1533572 1533579 - 355.87912578035
316 scaffold_1 1535223 1535226 - 5.9235565033246
317 scaffold_1 1549320 1549366 - 143.970181122945
318 scaffold_1 1570246 1570259 - 305.752554913956
319 scaffold_1 1571883 1571899 - 11.9914356815806
320 scaffold_1 1577598 1577602 - 28.5754069727839
321 scaffold_1 1579937 1579943 - 73.8764628259354
322 scaffold_1 1581213 1581332 - 843.180900943464
323 scaffold_1 1581526 1581542 - 245.16378037608
324 scaffold_1 1587995 1588070 - 326.903376546102
325 scaffold_1 1600906 1600908 - 11.6773718422211
326 scaffold_1 1601217 1601218 - 6.49966923293437
327 scaffold_1 1629597 1629601 - 34.15705399719
328 scaffold_1 1640264 1640269 - 25.2863907156858
329 scaffold_1 1722847 1722851 - 302.184804656199
330 scaffold_1 1771142 1771227 - 10.9610955716345
331 scaffold_1 1780185 1780188 - 5.1081236533709
332 scaffold_1 1780459 1780462 - 92.0253013871445
333 scaffold_1 1855145 1855165 - 207.070831997479
334 scaffold_1 1855382 1855388 - 117.013292364157
335 scaffold_1 1858949 1858980 - 101.607608999342
336 scaffold_1 1861515 1861524 - 30.229777843186
337 scaffold_1 1862540 1862606 - 1407.29224239901
338 scaffold_1 1863874 1863879 - 198.818627496223
339 scaffold_1 1867601 1867602 - 39.6084008931117
340 scaffold_1 1868298 1868395 - 4207.67313656866
341 scaffold_1 1877799 1877823 - 79.3676329944178
342 scaffold_1 1885724 1885749 - 81.4397422206665
343 scaffold_1 1892641 1892647 - 134.129653783763
344 scaffold_1 1893147 1893153 - 322.566097138152
345 scaffold_1 1896235 1896238 - 150.562464141019
346 scaffold_1 1901013 1901026 - 112.992457674715
347 scaffold_1 1903535 1903567 - 292.196746721685
348 scaffold_1 1908649 1908667 - 291.734475019764
349 scaffold_1 1919082 1919103 - 88.2448975200622
350 scaffold_1 1925760 1925792 - 680.435351740655
351 scaffold_1 1926475 1926529 - 117.589733582172
352 scaffold_1 1930642 1930744 - 1181.09871769795
353 scaffold_1 1944625 1944632 - 17.5502278947401
354 scaffold_1 1945075 1945079 - 32.7252349609924
355 scaffold_1 1984959 1984984 - 74.7900133388443
356 scaffold_1 2053696 2053701 - 94.4685411892009
357 scaffold_1 2068010 2068115 - 279.723038604421
358 scaffold_1 2072010 2072032 - 69.1986379713725
359 scaffold_1 2075311 2075358 - 54.5400663739547
360 scaffold_1 2077614 2077648 - 30.2547500796968
361 scaffold_1 2079345 2079410 - 2056.24039641813
362 scaffold_1 2082743 2082756 - 194.985626725449
363 scaffold_1 2091716 2091730 - 127.95067532041
364 scaffold_1 2208521 2208522 - 13.9113771794444
365 scaffold_1 2210150 2210161 - 260.020372146074
366 scaffold_1 2212928 2212979 - 1604.96939402239
367 scaffold_1 2234611 2234636 - 18.4041763973086
368 scaffold_1 2239280 2239298 - 293.455534093685
369 scaffold_1 2239561 2239601 - 70.3792742080473
370 scaffold_1 2252728 2252897 - 338.060962584704
371 scaffold_1 2256553 2256578 - 77.4065958977682
372 scaffold_1 2259355 2259360 - 5.03589683697463
373 scaffold_1 2271211 2271218 - 5.94884980641451
374 scaffold_1 2278167 2278189 - 153.667194228433
375 scaffold_1 2319959 2319975 - 549.078560160415
376 scaffold_1 2322319 2322337 - 23.1412867813283
377 scaffold_1 2327579 2327662 - 757.894955124002
378 scaffold_1 2331977 2332049 - 288.892816114336
379 scaffold_1 2345642 2345670 - 1182.02881189886
380 scaffold_1 2353244 2353452 - 187.336377711014
381 scaffold_1 2359401 2359425 - 53.8862287305782
382 scaffold_1 2369346 2369350 - 100.849801582578
383 scaffold_1 2405050 2405051 - 5.49123292737372
384 scaffold_1 2405414 2405415 - 20.7842983881372
385 scaffold_1 2408289 2408293 - 12.2027566031235
386 scaffold_1 2410928 2410968 - 642.449537966037
387 scaffold_1 2415008 2415012 - 81.7325027768178
388 scaffold_1 2415525 2415561 - 1126.74667699971
389 scaffold_1 2443456 2443463 - 798.886225444645
390 scaffold_1 2463401 2463438 - 10.9110712453272
391 scaffold_1 2464033 2464150 - 464.825523616019
392 scaffold_1 2464267 2464305 - 182.555826136341
393 scaffold_1 2464531 2464595 - 212.519192821353
394 scaffold_1 2464804 2465120 - 1195.77292595043
395 scaffold_1 2465710 2465808 - 156.768654577996
396 scaffold_1 2466612 2466662 - 3463.11492894303
397 scaffold_1 2475860 2475866 - 86.0401972228029
398 scaffold_1 2505913 2505942 - 470.565258334074
399 scaffold_1 2541435 2541481 - 258.14322225471
400 scaffold_1 2569900 2569915 - 163.973953894929
401 scaffold_1 2570168 2570187 - 5.06605257512518
402 scaffold_1 2608424 2608426 - 73.2782411485784
403 scaffold_1 2610838 2610839 - 29.6481890783683
404 scaffold_1 2611167 2611170 - 233.159612303712
405 scaffold_1 2616281 2616323 - 198.601524508869
406 scaffold_1 2619221 2619345 - 97.8607110055982
407 scaffold_1 2622984 2623001 - 80.4795578842732
408 scaffold_1 2632437 2632449 - 110.458447730637
409 scaffold_1 2636058 2636132 - 1403.9607948376
410 scaffold_1 2644528 2644630 - 821.367949649894
411 scaffold_1 2650741 2650760 - 5.38408966767141
412 scaffold_1 2651964 2652028 - 140.936731757879
413 scaffold_1 2652200 2652262 - 143.943118092965
414 scaffold_1 2652403 2652479 - 1886.65959442321
415 scaffold_1 2652743 2652790 - 2860.78741019011
416 scaffold_1 2665608 2665619 - 125.395202432996
417 scaffold_1 2737967 2737968 - 17.3142664479201
418 scaffold_1 2752125 2752127 - 12.7790106952608
419 scaffold_1 2786040 2786115 - 243.897156889826
420 scaffold_1 2791020 2791057 - 92.7736182529295
421 scaffold_1 2794973 2794977 - 69.9036307271904
422 scaffold_1 2795399 2795466 - 6187.11022316312
423 scaffold_1 2874055 2874059 - 18.0410427508877
424 scaffold_1 2876315 2876400 - 910.066798800841
425 scaffold_1 2879728 2879797 - 431.097113480222
426 scaffold_1 2923115 2923139 - 23.3334315657005
427 scaffold_1 2923267 2923270 - 54.816378837857
428 scaffold_1 2927942 2927953 - 25.1456339941211
429 scaffold_1 2935619 2935663 - 318.82606269354
430 scaffold_1 3004095 3004103 - 223.501847821154
431 scaffold_1 3006625 3006626 - 14.399721689629
432 scaffold_1 3013758 3013766 - 206.272743075739
433 scaffold_1 3040236 3040241 - 47.2496469455352
434 scaffold_1 3040398 3040471 - 24.1426495130367
435 scaffold_1 3079912 3079962 - 90.8711434658761
436 scaffold_1 3097686 3097687 - 100.016771984504
437 scaffold_1 3100597 3100604 - 179.245749450365
438 scaffold_1 3111016 3111132 - 98.4601730775246
439 scaffold_1 3115212 3115257 - 1144.6181408879
440 scaffold_1 3121480 3121521 - 52.7737509364377
441 scaffold_1 3208343 3208364 - 183.939905790618
442 scaffold_1 3213274 3213395 - 74.9998569254703
443 scaffold_1 3242213 3242245 - 106.975781419838
444 scaffold_1 3244289 3244321 - 10.5993565807446
445 scaffold_1 3248349 3248360 - 57.3463511687183
446 scaffold_1 3252181 3252203 - 218.343732829695
447 scaffold_1 3271686 3271701 - 512.29394430117
448 scaffold_1 3275378 3275473 - 6796.27298603543
449 scaffold_1 3299013 3299048 - 176.268693455161
450 scaffold_1 3336932 3336955 - 122.297917326613
451 scaffold_1 3368325 3368326 - 21.4690224144674
452 scaffold_1 3398352 3398359 - 5.03672904395067
453 scaffold_1 3562405 3562418 - 2301.43923425472
454 scaffold_1 3752564 3752567 - 16.9753410858548
455 scaffold_1 3752699 3752780 - 511.92899691514
456 scaffold_1 3765597 3765627 - 82.3990601126475
457 scaffold_1 3850588 3850592 - 79.6834035882005
458 scaffold_1 3861572 3861623 - 291.923142735637
459 scaffold_1 3863748 3863820 - 527.509762422861
460 scaffold_1 3877421 3877502 - 155.10143467247
461 scaffold_1 3897509 3897544 - 143.57672305695
462 scaffold_1 3899140 3899242 - 337.778341988527
463 scaffold_1 3914302 3914307 - 16.8730739795738
464 scaffold_1 3914417 3914452 - 254.912825048325
465 scaffold_1 3922451 3922531 - 729.019116996871
466 scaffold_1 3959352 3959385 - 1163.32640913701
467 scaffold_1 3970500 3970578 - 274.643760981971
468 scaffold_1 3977653 3977719 - 413.225558518293
469 scaffold_1 3980278 3980284 - 58.4939469951319
470 scaffold_1 4048772 4048777 - 243.790779561149
471 scaffold_1 4117569 4117577 - 81.0190435978685
472 scaffold_1 4131093 4131118 - 134.570106496337
473 scaffold_1 4149096 4149097 - 5.38505136665872
474 scaffold_1 4155581 4155648 - 1140.1282942558
475 scaffold_1 4157544 4157564 - 62.844689197752
476 scaffold_1 4160598 4160609 - 24.6931593483862
477 scaffold_1 4163484 4163572 - 361.879265905781
478 scaffold_1 4187142 4187295 - 938.41131131665
479 scaffold_1 4189640 4189661 - 93.0603097830742
480 scaffold_1 4192389 4192464 - 430.10874561104
481 scaffold_10 27600 27611 + 445.354814286949
482 scaffold_10 38885 38888 + 71.9222970086506
483 scaffold_10 39109 39169 + 89.8672846255316
484 scaffold_10 39320 39601 + 848.06203035005
485 scaffold_10 41059 41066 + 197.240971700748
486 scaffold_10 43374 43375 + 11.2892202709239
487 scaffold_10 49153 49157 + 113.286936541068
488 scaffold_10 68155 68159 + 246.273703604988
489 scaffold_10 89703 89753 + 182.638221606186
490 scaffold_10 93320 93331 + 119.456323335425
491 scaffold_10 100159 100183 + 177.576177091312
492 scaffold_10 122097 122126 + 1163.16183441276
493 scaffold_10 169979 169981 + 235.400300496382
494 scaffold_10 220338 220392 + 1048.7853238408
495 scaffold_10 223561 223565 + 79.512294896319
496 scaffold_10 271945 271994 + 750.718188415897
497 scaffold_10 278093 278195 + 1309.44876937296
498 scaffold_10 280501 280505 + 5.94884980641451
499 scaffold_10 286291 286296 + 40.9079354535398
500 scaffold_10 307502 307636 + 1879.09855257
501 scaffold_10 307727 307748 + 35.9200112054036
502 scaffold_10 308202 308216 + 11.824121770009
503 scaffold_10 321045 321088 + 146.259905140991
504 scaffold_10 380379 380380 + 27.7569472935454
505 scaffold_10 385731 385767 + 704.365576581433
506 scaffold_10 411098 411121 + 69.7444446689677
507 scaffold_10 417346 417356 + 88.8493947071644
508 scaffold_10 425252 425255 + 118.774864909978
509 scaffold_10 430188 430192 + 43.0023330561415
510 scaffold_10 454401 454463 + 145.95352128768
511 scaffold_10 457118 457140 + 171.351045883177
512 scaffold_10 462089 462118 + 97.4790897045005
513 scaffold_10 476928 476981 + 244.794199223129
514 scaffold_10 493618 493647 + 281.578026949565
515 scaffold_10 493947 493951 + 53.789801641546
516 scaffold_10 494734 494747 + 6.3895053476304
517 scaffold_10 521208 521212 + 71.832350193432
518 scaffold_10 522696 522713 + 23580.0832573069
519 scaffold_10 522836 523092 + 4696.67869358968
520 scaffold_10 548312 548321 + 262.535579957168
521 scaffold_10 583534 583541 + 971.036991957361
522 scaffold_10 599027 599060 + 565.725854405463
523 scaffold_10 600315 600322 + 657.514754959008
524 scaffold_10 610829 610832 + 255.95682815167
525 scaffold_10 624408 624431 + 5.21040935581104
526 scaffold_10 626990 626992 + 127.575090552673
527 scaffold_10 630112 630199 + 298.92841321415
528 scaffold_10 634994 635021 + 2586.16343969369
529 scaffold_10 644257 644277 + 42.2622912867226
530 scaffold_10 661025 661027 + 229.665274189826
531 scaffold_10 662841 662846 + 179.437431405205
532 scaffold_10 666588 666593 + 112.274748443486
533 scaffold_10 670066 670072 + 82.946623706856
534 scaffold_10 673198 673205 + 1139.28866033392
535 scaffold_10 673526 673544 + 128.343165583414
536 scaffold_10 673717 673728 + 11.9360028497443
537 scaffold_10 674270 674404 + 54.3226839289226
538 scaffold_10 679474 679539 + 107.471957384229
539 scaffold_10 690674 690690 + 8.59278305370985
540 scaffold_10 698638 698653 + 222.561763975882
