mat_females_1 mat_females_2 mat_females_3 mat_males_1 mat_males_2 pE_females_1 pE_females_2 pE_females_3 logFC AveExpr t P.Value adj.P.Val B FDR tw_dis chr start end strand de
scaffold_1_402522_402533_+ 11.9640463547077 9.6467333113478 12.3392577470597 10.6665443918855 11.5134804707987 10.0902133770293 11.8780239712634 10.4230644599982 -0.0834741635918756 3.72843103110163 -1.03261414399803 0.333784767755834 0.472730221148491 -6.40061482061687 0.472730221148491 0.0223011928377797 scaffold_1 402522 402533 + 0
scaffold_1_406282_406290_+ 49.3381738414885 45.8999168686706 47.7835476432488 48.5957433077899 40.4137064525401 45.3503914505209 62.0761727457597 58.465131026318 -0.211475115661005 5.83979203892006 -3.09256110070777 0.0159649326955983 0.0572984698993678 -4.01308522285576 0.0572984698993678 0.0180364059890508 scaffold_1 406282 406290 + 0
scaffold_1_409256_409263_+ 25.6390615606606 20.9206089001607 27.2213592759125 14.3192926119252 11.1848196133482 5.62658353476591 8.16922329185382 6.32051614134618 0.78851155330801 3.93326527222047 5.34897722897534 0.000837092568001774 0.00794418790304013 -0.209945235131726 0.00794418790304013 0.0225506001791999 scaffold_1 409256 409263 + 1
scaffold_1_415215_415257_+ 18.8134937303653 20.3693493422982 22.5126672459442 10.2897767670269 11.1813025850992 13.3871721739702 13.9183260483498 11.6142909388962 0.210484426041396 4.12639767549094 3.37906119092982 0.0105473033586153 0.0433601897863462 -3.34199267510435 0.0433601897863462 0.020687387185294 scaffold_1 415215 415257 + 0
scaffold_1_424111_424137_+ 8.78784388191093 10.9957636440357 9.80393092384812 0 0 6.16566125819957 8.923401296135 0 0.73852943689009 1.83036621992799 1.81843739365315 0.108805819586338 0.215181522790383 -4.60006939899076 0.215181522790383 0.036028196623215 scaffold_1 424111 424137 + 0
scaffold_1_442734_442760_+ 35.7367008521694 34.3531424794305 30.36595559812 31.1423356950376 26.3524546964595 32.8304347449559 30.5178388442024 32.3056499374602 -0.0777587145923126 5.20497710565231 -1.33657506026967 0.220308882507513 0.350094467942261 -6.54907815534817 0.350094467942261 0.017173444694787 scaffold_1 442734 442760 + 0
scaffold_1_517723_517732_+ 13.9915092472986 10.3325196347384 19.7516663897065 28.8404041826636 45.824360087351 179.7601971275 171.989993518009 200.174025543331 -1.93577583759237 5.77875794875134 -14.9054170771476 7.30078797131391e-07 0.000309766349632873 6.75416211247335 0.000309766349632873 0.0239350872994327 scaffold_1 517723 517732 + 1
scaffold_1_532568_532577_+ 47.413566425561 50.9227680276648 57.6545967258515 59.1502078108011 44.5125315422812 25.718088187732 19.3796059169949 22.5611520510657 0.485211643574451 5.46016740315373 5.78614545671594 0.000513985508806328 0.00598161649848553 -0.269170579583337 0.00598161649848553 0.0199660841785063 scaffold_1 532568 532577 + 1
scaffold_1_560841_560913_+ 4252.1700085678 3676.04792899061 3820.69526155204 5213.78135941206 4929.69703293116 3179.52541978244 2868.48272839082 4671.35902105844 -0.030497632730234 12.1668239766577 -0.313807156128181 0.762177940166914 0.8502692774671 -7.3623558833752 0.8502692774671 0.0300457596735488 scaffold_1 560841 560913 + 0
scaffold_1_561752_561822_+ 41.3959317584862 30.5626807308235 34.5947662010906 65.0181792097641 71.1844948136294 68.1467690778773 52.1543949279563 11.879308164524 -0.108665602940017 5.59302282262089 -0.384799098891052 0.711018421042449 0.80879139650081 -7.381706070359 0.80879139650081 0.117474396243987 scaffold_1 561752 561822 + 0
scaffold_1_562554_562716_+ 1081.35926650226 888.460591808294 743.183392753208 1452.81604766413 1624.88659506445 876.314005158675 661.074441953079 733.270589892421 0.0130708407979618 10.1075574449955 0.149153263867877 0.885346865564347 0.934344194428619 -7.41806044453707 0.934344194428619 0.0253146774670576 scaffold_1 562554 562716 + 0
scaffold_1_562906_562947_+ 16.3819873388801 14.2565860259968 10.3001370805377 13.7856267734466 22.3568456081905 8.07210727181979 9.65166844206539 8.0288665567628 0.196780588773248 3.8613144685684 1.17193566487628 0.276941328186103 0.41471963895869 -6.13667470969549 0.41471963895869 0.0263453179132682 scaffold_1 562906 562947 + 0
scaffold_1_563101_563167_+ 306.867538188606 221.342676790035 185.8265023485 469.24972287006 483.248435993287 223.239495477688 178.022799889611 158.074943752237 0.0556021658699524 8.19965434948574 0.538153777297521 0.60599596211219 0.719717387705672 -7.29104966635242 0.719717387705672 0.0329503962434455 scaffold_1 563101 563167 + 0
scaffold_1_563319_563394_+ 95.8359216589149 65.7322645808801 60.2701303664767 128.797977794716 129.862973498082 69.7167409302799 68.5813493042866 29.3303049840263 0.124900532999761 6.41999372027725 0.747131332279914 0.477646931647686 0.606985404918921 -7.19158104200179 0.606985404918921 0.0566845724561375 scaffold_1 563319 563394 + 0
scaffold_1_563543_563715_+ 108.502219307787 75.7803279912154 69.6003603398885 134.423229477002 168.936331149527 57.365566632756 66.0617560872671 59.3062191488042 0.111578130140712 6.63207934733669 1.25204766877362 0.248016929400145 0.381331178028337 -6.69099583580491 0.381331178028337 0.0261563737364778 scaffold_1 563543 563715 + 0
scaffold_1_563871_564079_+ 122.296831545307 89.779438245993 135.946363239109 171.713485694723 202.815460926983 75.5399596429637 66.4127042226173 80.5208689101415 0.2010613498837 6.98595268446444 2.29863569720482 0.0525246841626047 0.128944124570186 -5.22857774727976 0.128944124570186 0.0231794216367002 scaffold_1 563871 564079 + 0
scaffold_1_599179_599238_+ 328.144374604924 228.159226812008 426.44841859209 213.892184073051 254.737983953761 590.846340768859 458.935106947912 402.665639831248 -0.406874918591868 8.62403245664595 -3.3160250499839 0.0115441660832613 0.0461832644062778 -3.6200769119666 0.0461832644062778 0.0443565900886732 scaffold_1 599179 599238 + 0
scaffold_1_599470_599495_+ 0.00611940006595724 0.00348887656086949 5.14264505713421 0 5.3078421035532 7.00957195016509 6.02356938454916 9.58408889461525 -1.50916282279748 1.57684864432577 -2.713830435143 0.0280099126972408 0.0834629374353134 -3.21686213601766 0.0834629374353134 0.0384153334687984 scaffold_1 599470 599495 + 0
scaffold_1_599729_599732_+ 14.2890505922785 10.462464624134 12.8168070202157 11.6581254318163 17.1556629685484 27.9565045665552 22.8234025176604 15.3528912170419 -0.493212465132408 4.22472453202069 -3.65251826795152 0.00717318268675658 0.0335374285120488 -2.90267730231196 0.0335374285120488 0.0275752952043041 scaffold_1 599729 599732 + 0
scaffold_1_601270_601305_+ 25.8098106965047 16.1847317528799 43.8212180257892 17.5447579924224 30.214948014671 31.0123687854062 45.8517459613771 31.7751817185877 -0.325432248870721 5.06255927940683 -1.82196582070854 0.108230738936074 0.21437728352189 -5.88822266928232 0.21437728352189 0.0586389118171656 scaffold_1 601270 601305 + 0
scaffold_1_642134_642148_+ 98.0834863326547 117.314053341118 114.779824272611 48.8225484776454 54.9096837478553 105.735922521161 72.8093068059041 76.3851589282393 0.081703999620379 6.57136674061854 0.97939079140272 0.357779531852283 0.496155382384828 -6.97632587548333 0.496155382384828 0.0213367106322141 scaffold_1 642134 642148 + 0
scaffold_1_645397_645444_+ 22.2975226393323 24.1632622653138 17.2751071585079 18.0882786590814 13.731944883792 24.8724857529988 22.7360050487192 13.1283123951293 -0.0596082868758905 4.4894432113276 -0.473131008162778 0.649521032659269 0.757045069484029 -7.23290406309061 0.757045069484029 0.0270114263231718 scaffold_1 645397 645444 + 0
scaffold_1_704266_704330_+ 154.799433373223 159.690293576251 179.69841749198 99.4249669430124 97.8685148651883 137.91014055869 144.08886578316 106.109655397591 0.0669750710890127 7.24922904253466 1.02636077772631 0.33653759392779 0.475175030361437 -6.90966884157876 0.475175030361437 0.0167652369761194 scaffold_1 704266 704330 + 0
scaffold_1_704480_704529_+ 10.9362432449967 11.7988154886067 0.0350982250834941 0 5.41842062453275 0 5.21316165881206 0 0.832779312462887 1.22506887580073 0.83021172763313 0.431933756666771 0.566868968975371 -5.24370216565268 0.566868968975371 0.37108536673002 scaffold_1 704480 704529 + 0
scaffold_1_901912_901974_+ 21.9179201729863 24.1676410158805 22.5287405444973 14.186173813772 13.5076169992877 10.8332721135501 13.5504300620085 10.9332751191813 0.353700795409617 4.21999508028996 5.64905424183317 0.000597321409924116 0.00649842298852272 -0.22475700157642 0.00649842298852272 0.0202240071392357 scaffold_1 901912 901974 + 1
scaffold_1_919853_919867_+ 42.3603469251452 46.8455329102046 48.1497843151706 68.7932920762269 68.198002557766 42.8188998826674 42.3993261991629 37.4200415359936 -0.030461410965843 5.81534351958783 -0.628360260670454 0.548334921640089 0.66878602312385 -7.2678298797497 0.66878602312385 0.0149983702918139 scaffold_1 919853 919867 + 0
scaffold_1_932304_932340_+ 11.1099837880028 11.4042380212363 9.24915040429781 10.0453488590937 8.85833039128554 12.5346807170031 11.6840069133524 14.7083265698023 -0.248299383020417 3.73339920020913 -2.86270514562711 0.0224187570679168 0.0721056130926233 -3.89876064778724 0.0721056130926233 0.0223564886765208 scaffold_1 932304 932340 + 0
scaffold_1_934122_934162_+ 17.4908325648655 19.8229653288227 19.1313593525509 7.1839529995575 0.00400750915325765 7.00678884375851 9.74544782906933 8.54574071941583 0.446890763221893 3.22533207518084 3.25901206296613 0.012532261684178 0.0485786146669145 -3.17002895929556 0.0485786146669145 0.0266452982379228 scaffold_1 934122 934162 + 0
scaffold_1_957583_957584_+ 6.53368497608907 6.25086996037591 9.50072847387655 6.75958991354802 12.7261915755255 0 0 0 1.87786371751349 1.75553372575984 3.96169199178753 0.00469886672120691 0.024689659350903 -1.90533309944351 0.024689659350903 0.0298647920823891 scaffold_1 957583 957584 + 0
scaffold_1_978321_978344_+ 7.59890127145365 0.00937307851975122 7.60924230787592 6.80589738856808 0.0038172036259021 11.9031841675967 9.55139984933381 9.90927007489886 -0.994718933867475 2.35995149498785 -2.10977513256339 0.070016950483112 0.15801919476275 -4.21352659394265 0.15801919476275 0.0460279186461571 scaffold_1 978321 978344 + 0
scaffold_1_986174_986322_+ 221.221547051458 250.917858481306 183.169805836384 303.064185138741 255.414292461401 287.810456014313 335.299105532786 252.599895290605 -0.321520325384019 8.21112545351298 -4.11696913142449 0.00381970572112308 0.0215697161580096 -2.44951354666102 0.0215697161580096 0.0222945656471175 scaffold_1 986174 986322 + 0
scaffold_1_989274_989324_+ 56.0352660030293 60.560639294146 62.4750092072109 31.006305822491 30.8885774566323 37.3958677605836 42.5922562270961 33.8278207856535 0.214179080416517 5.63302845357325 4.20509207333978 0.0034014741118579 0.0201848548257861 -2.36160428237968 0.0201848548257861 0.0159567683884879 scaffold_1 989274 989324 + 0
scaffold_1_995581_995764_+ 452.683251842103 361.482923758171 429.745748411784 631.56552906417 663.926346106512 309.348609435095 385.919641476938 562.263202915853 -0.100497602009329 9.04605029146001 -0.924170971591963 0.384037831677931 0.521306888808526 -6.98183819358089 0.521306888808526 0.0366438354015486 scaffold_1 995581 995764 + 0
scaffold_1_998645_998649_+ 9.24988859672844 10.3181048371218 9.14739801998095 9.04383612099722 7.08773036804536 7.43450213501372 9.00212635828211 7.51657285569386 0.012666923060666 3.37706360053889 0.123492645820689 0.904947092264461 0.945523931923764 -6.64040676589428 0.945523931923764 0.0234307091006927 scaffold_1 998645 998649 + 0
scaffold_1_1000904_1001064_+ 901.371582420521 922.948220306029 942.819085076549 727.582147155734 886.669154965365 813.289325114465 932.842948336024 726.754799490158 -0.0269546099653528 9.937669962557 -0.451823447212063 0.664116710692978 0.768226793705168 -7.31623732791614 0.768226793705168 0.0155823197544536 scaffold_1 1000904 1001064 + 0
scaffold_1_1001249_1001290_+ 118.498447645805 122.883655930646 111.790712399064 105.544287229736 141.589162450203 104.540463977922 145.790737246173 70.017030853867 -0.0105871405024422 7.02381704244642 -0.0879179139299731 0.932233246542336 0.959725453025081 -7.47602612984562 0.959725453025081 0.0418857309252162 scaffold_1 1001249 1001290 + 0
scaffold_1_1002385_1002452_+ 0.0130823873346586 6.23751081501848 5.45177124500348 8.13626387521482 15.9353514081027 5.20309629392012 6.77559356730985 5.46605964204422 -0.710933662535604 2.63341484132423 -1.37770561785161 0.207821523134582 0.335699011751181 -5.01064368285885 0.335699011751181 0.0360006469235119 scaffold_1 1002385 1002452 + 0
scaffold_1_1003940_1003966_+ 0 0 0 6.26297133242983 10.1817742169239 0 0 4.98420430119322 -0.665279355061907 0.659146476610441 -1.02506882677854 0.337108524691007 0.475717309718476 -4.90775084359688 0.475717309718476 0.0358187914782033 scaffold_1 1003940 1003966 + 0
scaffold_1_1004706_1004728_+ 34.3354042938345 29.4708851659557 30.6363550973533 49.3097119038544 66.1974053775767 19.7487954720292 30.8163328079671 24.2674081135342 0.0625941978905069 5.27953953828418 0.702020689148376 0.50376884742635 0.629415143270298 -7.15469848321046 0.629415143270298 0.0227707385955218 scaffold_1 1004706 1004728 + 0
scaffold_1_1006322_1006326_+ 6.7501799875311 0.00936654649463442 8.44802064370153 0 6.74539587754967 6.26984702083655 5.56512223241802 5.12303461271005 -0.584649911222439 2.04190570035081 -1.11445824148627 0.299363190844464 0.437652936636921 -5.33948062970913 0.437652936636921 0.0518992583971846 scaffold_1 1006322 1006326 + 0
scaffold_1_1007278_1007367_+ 16.1352920006559 8.69893671892206 9.06755343181738 16.669144796393 27.5589751729533 7.74120229216852 14.1051097967078 16.6008001670988 -0.197108457664716 4.00584440445005 -0.991253627746614 0.352320168456976 0.490655945760036 -6.48538544217121 0.490655945760036 0.036228636467534 scaffold_1 1007278 1007367 + 0
scaffold_1_1008363_1008547_+ 320.974424140731 237.65110110471 318.519344018718 334.123710633583 521.76002140458 213.317266897037 255.494469159779 292.490683922255 -0.0104567255764545 8.43774067529563 -0.0994650117332063 0.923364039884197 0.954774169185701 -7.43933484245834 0.954774169185701 0.03538279245409 scaffold_1 1008363 1008547 + 0
scaffold_1_1111413_1111417_+ 6.84171551010311 5.43818801516322 9.49894508259822 8.65139304217725 11.622132436802 0 0 0 1.85672236580336 1.76591591941808 4.65275508133264 0.00192117995475727 0.0136711219282273 -1.30726213615041 0.0136711219282273 0.0278843403980785 scaffold_1 1111413 1111417 + 0
scaffold_1_1142701_1142721_+ 10.8087942269503 11.8149898457107 13.5605171226386 21.4537397581537 26.3458886579811 10.7279620291727 11.6896936950049 11.6233467119371 -0.0715595212809708 4.05573623677979 -0.861845248768621 0.415355743568011 0.551623255012315 -6.63218692184286 0.551623255012315 0.0216313436406624 scaffold_1 1142701 1142721 + 0
scaffold_1_1180791_1180794_+ 18.5610681240458 14.5348999325286 15.8386292187449 24.6452434993141 10.1961942276608 7.85892181232177 6.95096734465331 10.9532461862352 0.346501323007506 3.91848005559234 1.50160097606035 0.17389146789954 0.296792137627906 -5.75435628821131 0.296792137627906 0.0337884219305926 scaffold_1 1180791 1180794 + 0
scaffold_1_1253015_1253051_+ 12.4377754978282 13.9843699828914 13.1025664047525 9.04664155541519 6.31349611352205 10.2030035845272 8.62594386721314 7.85509489380781 0.16468159767695 3.57740151485965 1.81213408224507 0.109840420914485 0.216512777036819 -5.34497032810356 0.216512777036819 0.022909324411748 scaffold_1 1253015 1253051 + 0
scaffold_1_1269185_1269192_+ 76.1533920021159 96.927341608155 58.4936763216296 58.5838007741194 92.0984109829104 67.5042853525472 56.1487208984979 12.9045845065665 0.401761283422345 6.0549715865196 1.41445185260224 0.197193674138586 0.323561582944444 -6.48183183279339 0.323561582944444 0.127601905355856 scaffold_1 1269185 1269192 + 0
scaffold_1_1269405_1269415_+ 11.8788495466943 10.3194847191756 7.74858300847272 9.0194393338259 15.1619923209586 12.9985440674717 0 0 1.29849739317057 2.58197498881442 2.18770624364378 0.0621877175181232 0.144843899242234 -3.90907159334954 0.144843899242234 0.147600409822314 scaffold_1 1269405 1269415 + 0
scaffold_1_1327886_1327899_+ 39.8633441160231 40.8708202181932 38.8359932861396 53.3629164694127 46.501870511377 19.5401239432011 25.1470331478678 23.9334301551562 0.286088609356614 5.31680749401461 4.79002316681055 0.00162203155081766 0.0122810886158838 -1.51071568278208 0.0122810886158838 0.0171634969639578 scaffold_1 1327886 1327899 + 0
scaffold_1_1359614_1359645_+ 6.92500455173056 8.0132608230474 10.0699736775148 6.39638109126051 7.74874301453939 0 6.22608157256588 5.30813113114455 0.730908353028329 2.63695203104452 1.82832416344734 0.107201736769134 0.213043576409074 -4.51093142375848 0.213043576409074 0.0303626286528222 scaffold_1 1359614 1359645 + 0
scaffold_1_1389417_1389645_+ 112.134076712173 121.525284217601 114.042759560902 30.7516616356435 32.3267527011835 48.647578003148 64.212225584645 55.5484647349154 0.412134408400468 6.20528176852068 7.46094239782195 9.78945495994844e-05 0.0029062979550191 1.49255498420137 0.0029062979550191 0.0150689453068392 scaffold_1 1389417 1389645 + 1
scaffold_1_1394059_1394082_+ 56.4146707709767 62.3181328660334 50.9170840368919 41.9430244770607 34.1034222357691 44.8399838000252 40.3524652240723 39.4758881270382 0.107146290372746 5.72414916027149 1.67612414284592 0.134567838397337 0.250100377180616 -6.14247416018908 0.250100377180616 0.0167672923819969 scaffold_1 1394059 1394082 + 0
scaffold_1_1394632_1394660_+ 9.93677207972652 9.09544333394196 5.5845455627482 0 0 0 0 5.67177488115805 1.33887072811809 1.17921466677285 2.79591403366278 0.0247679600931863 0.0770516919257439 -3.11830859795125 0.0770516919257439 0.0353754933754724 scaffold_1 1394632 1394660 + 0
scaffold_1_1403266_1403272_+ 8.08212219664294 7.87688934207949 8.10623819231078 12.5645184055375 8.74990129559299 9.24084440890368 9.7402067066541 10.2574162579233 -0.242635805647169 3.48330169019419 -2.08020034382372 0.0732369209564706 0.162832219672432 -4.76036766933451 0.162832219672432 0.0234311238593253 scaffold_1 1403266 1403272 + 0
scaffold_1_1478716_1478781_+ 54.0807450998504 41.2984350264724 64.3218218783494 108.415383122676 170.36838080858 30.2780860442495 27.0801202845905 34.1992968959656 0.277011215139635 5.97686370208107 2.48216340677846 0.0397397925041609 0.106093731156924 -4.93001747663942 0.106093731156924 0.0342564839855733 scaffold_1 1478716 1478781 + 0
scaffold_1_1515529_1515540_+ 46.3914575109706 48.2026706817575 45.5276620809539 27.2472822901057 24.1372958079932 135.674332618068 123.655866438107 138.630156725465 -0.858987173655195 6.10921399150608 -16.6676348217807 3.21626100633972e-07 0.000192654034279749 7.56411279525672 0.000192654034279749 0.01385583171335 scaffold_1 1515529 1515540 + 1
scaffold_1_1588593_1588638_+ 56.0309689273438 41.9820530725346 75.9807430018265 25.4491885925904 42.6131240211513 74.6573997863342 114.578357239244 139.359839094849 -0.56468859128046 6.17914217867161 -3.64652418244544 0.00723324495166528 0.0337253357796738 -3.17215439943892 0.0337253357796738 0.0550782205964124 scaffold_1 1588593 1588638 + 0
scaffold_1_1591711_1591715_+ 12.9746123146146 11.2744378489774 12.9091430090394 11.4086156572553 16.2704959149043 20.710031276316 22.7260187542791 27.1931022666634 -0.5583157161128 4.2556460933063 -6.13451111684173 0.000354598030194943 0.00508735082087029 0.316221261551226 0.00508735082087029 0.0218476150388723 scaffold_1 1591711 1591715 + 1
scaffold_1_1623655_1623687_+ 35.2068695962574 39.645074273672 35.7267344633641 16.955612448952 13.6204673120201 29.3320482551247 27.8378583202356 18.7734229187369 0.166841549384213 4.9013591501701 1.94126340890828 0.0904147545254288 0.189365167694867 -5.71288249568001 0.189365167694867 0.020956506437883 scaffold_1 1623655 1623687 + 0
scaffold_1_1640782_1640792_+ 16.6324040608462 19.1411158728762 15.6574917875892 6.39857650158585 7.08516088682495 9.7656930935967 11.5923682266492 16.2586999230681 0.121208965854541 3.84363550244848 1.28325891163953 0.237458039190597 0.369730154904869 -6.35742034765333 0.369730154904869 0.023425298569648 scaffold_1 1640782 1640792 + 0
scaffold_1_1647762_1647798_+ 42.3495766214047 42.0951356146147 42.3175441220815 0 6.19248222826113 16.5702282206466 19.9524542250251 16.5730087115222 0.506843601410316 4.01560007816957 6.77527302529648 0.000185979777431086 0.00392911218585218 0.867634644800576 0.00392911218585218 0.0206794664075747 scaffold_1 1647762 1647798 + 1
scaffold_1_1651966_1651980_+ 16.3234857754231 21.8491942368401 13.5054866921086 47.1245118036888 23.3731670630545 42.1748214504641 41.6492051820872 47.8717723732802 -0.785289754152744 5.06608696713177 -5.50953275914349 0.000697765077675756 0.00708408951741996 -0.558918220641751 0.00708408951741996 0.0334884858518269 scaffold_1 1651966 1651980 + 1
scaffold_1_1657512_1657520_+ 0 0 0 15.0553793201485 17.8224456900024 13.5953909328233 14.8432968058208 15.557932803063 -2.56042168153833 2.32409355014194 -7.40095685870403 0.000103354435251564 0.00296506951692444 0.394254065180788 0.00296506951692444 0.02383736890691 scaffold_1 1657512 1657520 + 1
scaffold_1_1659771_1659812_+ 6.43607969853756 6.50990656847488 0.0217777430775814 16.1871516023479 18.2658864783718 5.62577473181742 8.26123666154107 7.00695910174782 -0.77917074027232 2.89947199461625 -1.85212977809628 0.103431542985151 0.2075356457572 -4.47759179172903 0.2075356457572 0.0300032790726149 scaffold_1 1659771 1659812 + 0
scaffold_1_1659976_1660009_+ 12.7408917016976 10.8673016716372 12.5324457337518 21.3484455855189 18.0486218180129 9.3503981504726 9.4643738560402 7.68351667002123 0.102066273026657 3.85749237992124 1.04728603132862 0.327394943302602 0.466927550091091 -6.26182689229553 0.466927550091091 0.0220250213794366 scaffold_1 1659976 1660009 + 0
scaffold_1_1662832_1662838_+ 22.5922523080838 22.5297816214867 9.95242290517434 89.3222557159718 42.6411397365891 63.5510056403441 43.4002423087455 50.2450103622526 -0.891844853802178 5.38593987009439 -4.51276388803967 0.00228964468826565 0.0154305642693321 -1.85024450461834 0.0154305642693321 0.0604328499837423 scaffold_1 1662832 1662838 + 0
scaffold_1_1665636_1665642_+ 5.83416712415562 5.84245620109884 8.37323905899962 0 0 0 6.23722994519986 0 1.17033152980948 1.09823632248619 2.59808510281594 0.0333446541825764 0.0942405255457051 -3.35808212718685 0.0942405255457051 0.0360461927557822 scaffold_1 1665636 1665642 + 0
