"mat_females_1" "mat_females_2" "mat_females_3" "mat_males_1" "mat_males_2" "pE_females_1" "pE_females_2" "pE_females_3" "logFC" "logCPM" "PValue" "FDR" "tw_dis" "chr" "start" "end" "strand" "de" "gene"
"scaffold_1_561752_561822_+" 37.9788233137553 27.7378480718527 31.4734246888481 68.3616609334862 73.9063998273688 72.9940958785892 53.9505947503505 13.3017930610076 -0.603219598214858 5.82260997464048 0.206505688138895 0.382823124398029 0.11530888739707 "scaffold_1" 561752 561822 "+" 0 "JGI_V11_300012"
"scaffold_1_562554_562716_+" 989.376257765721 809.438897140732 676.477028449709 1526.9699397093 1687.28509910823 943.934740340469 684.578159815605 793.692327235505 -0.993086082761956 10.1895611606488 4.63147621578574e-06 4.39537020553087e-05 0.026915402672483 "scaffold_1" 562554 562716 "+" 1 "JGI_V11_300012"
"scaffold_1_562906_562947_+" 15.0602785917807 12.999550142824 9.27402804909163 14.5583423556977 23.166156470068 8.71598616853364 9.98406444843536 8.71121573164888 -1.03440044271992 4.08940500077939 0.0174785497224595 0.0557419579780159 0.0263592126053472 "scaffold_1" 562906 562947 "+" 0 "JGI_V11_300012"
"scaffold_1_563101_563167_+" 281.044992676405 201.569696078693 168.938115464733 493.198796743488 501.812547681424 240.296301698826 184.364416694748 171.25372295904 -1.3241013548124 8.34118210238741 1.18780766768872e-07 1.68225945480865e-06 0.0336259214430674 "scaffold_1" 563101 563167 "+" 1 "JGI_V11_300012"
"scaffold_1_563319_563394_+" 87.9455342593079 59.7736100626543 54.696418034404 135.372416254512 134.856570427837 74.9047216971482 70.9381199917112 32.1004331493763 -1.18549473863438 6.5797020873326 0.000460197378837201 0.00249267232781371 0.0554181268658891 "scaffold_1" 563319 563394 "+" 1 "JGI_V11_300012"
"scaffold_1_563543_563715_+" 99.5284345863019 68.9304013346979 63.1921455276171 141.356393626605 175.375044924749 61.8496258981564 68.3816778206715 64.2085578560519 -1.28692589377059 6.76677276940539 1.9130931478052e-07 2.57685549260586e-06 0.0254527643289852 "scaffold_1" 563543 563715 "+" 1 "JGI_V11_300012"
"scaffold_1_563871_564079_+" 111.917836842332 81.5522956759098 123.974396476382 180.530793152985 210.570333732425 81.3680578199723 68.8164444609642 87.0674858404821 -1.30516262023059 7.10985425339868 2.57678407005868e-08 4.32279937156631e-07 0.0237411011694269 "scaffold_1" 563871 564079 "+" 1 "JGI_V11_300012"
"scaffold_1_599179_599238_+" 300.151146182407 207.502540472611 388.706973049146 224.865500118683 264.484165330046 636.301408454472 475.237181456419 436.022127113411 1.07569798456047 8.72615049415037 0.000320284765385898 0.00180191147288652 0.0445902093184639 "scaffold_1" 599179 599238 "+" 1 "JGI_V11_230075"
"scaffold_1_599470_599495_+" 0 0 4.83769797584229 0.0204927371303791 5.46334945873207 7.57266628040686 6.26268498761286 10.3058020591499 1.50486772615195 2.82627143200091 0.0371860705543951 0.10317868023308 0.0383636189022264 "scaffold_1" 599470 599495 "+" 0 "JGI_V11_230075"
"scaffold_1_599729_599732_+" 13.117715073155 9.46257991060224 11.6717322763583 12.3024780183973 17.7819081601304 29.9789743250358 23.6315084033947 16.7720378074331 0.637350975103925 4.42372606407053 0.129544409303484 0.271989839162345 0.0278608981634018 "scaffold_1" 599729 599732 "+" 0 "JGI_V11_230075"
"scaffold_1_601270_601305_+" 23.542259051343 14.4813093299425 40.2710152332268 18.5300151269808 31.3085707134967 33.5036047713701 47.403459759022 34.4735699285436 0.624045017604232 5.21578871372963 0.144379146911261 0.294631834268011 0.0556209103654643 "scaffold_1" 601270 601305 "+" 0 "JGI_V11_299805"
"scaffold_1_642134_642148_+" 89.6009649525388 106.947862053882 104.553364507916 51.3444429878029 57.0026448040458 113.688396121478 75.4563330160383 82.7672166899984 0.740578711557035 6.64947042990621 0.00452790777193026 0.0179058970258508 0.0226229706911098 "scaffold_1" 642134 642148 "+" 0 "JGI_V11_299809"
"scaffold_1_645397_645444_+" 20.4159500016196 22.0843840149476 15.6216298269468 18.9764749990224 14.2912276257347 26.6839104678264 23.5217350910236 14.3779102643274 0.369831750690462 4.6267877803495 0.384216937087018 0.591903338934509 0.0272370453886225 "scaffold_1" 645397 645444 "+" 0 "JGI_V11_300019"
"scaffold_1_704266_704330_+" 141.523113306895 145.4488141184 163.727835456373 104.493716999057 101.638384239251 148.511262025271 149.154926088782 115.025856052556 0.416391953102791 7.28677221372042 0.0512168537814349 0.133728518475988 0.0159499568306826 "scaffold_1" 704266 704330 "+" 0 "JGI_V11_299812"
"scaffold_1_704480_704529_+" 10.1144402203897 10.8981838044119 0 0.0208858406872403 5.57715881192215 0.0283057482017822 5.33440578175589 0.0270770046071029 -0.590281716280463 2.81138365104738 0.7786612484078 0.924138402393546 0.344644548065709 "scaffold_1" 704480 704529 "+" 0 "JGI_V11_299812"
"scaffold_1_901912_901974_+" 20.0193362635508 22.0439324091657 20.4969848659506 14.9070860711708 14.0355468042245 11.7008350270523 14.0133525927697 11.8609606104147 -0.205623010946823 4.39293997516316 0.659634037399456 0.837267971574799 0.0203949735144411 "scaffold_1" 901912 901974 "+" 0 "JGI_V11_300027"
"scaffold_1_932304_932340_+" 10.1720938210795 10.4090741378072 8.37139296582091 10.5495909577406 9.21148881908317 13.5197803002014 12.1200083081815 15.8693954052365 0.479297084050504 3.92520156969027 0.333790719289125 0.537065595682396 0.0227812147607612 "scaffold_1" 932304 932340 "+" 0 "JGI_V11_309592"
"scaffold_1_934122_934162_+" 15.958485608944 18.0802436357928 17.4208991715769 7.46411767591333 0.0357128322861202 7.59527847238628 10.0775523836336 9.24901578380859 1.22052358484765 3.89531311865046 0.0543009006158368 0.139703403479299 0.0272812882854351 "scaffold_1" 934122 934162 "+" 0 "JGI_V11_309592"
"scaffold_1_934122_934162_+.1" 15.958485608944 18.0802436357928 17.4208991715769 7.46411767591333 0.0357128322861202 7.59527847238628 10.0775523836336 9.24901578380859 1.22052358484765 3.89531311865046 0.0543009006158368 0.139703403479299 0.0272812882854351 "scaffold_1" 934122 934162 "+" 0 "JGI_V11_299818"
"scaffold_1_978321_978344_+" 7.03979804231492 0 7.02166454280229 7.07116409532917 0.0340194879235418 12.7842264061378 9.90727583462362 10.7449687907205 1.6031523334997 3.32377186358022 0.0161703931012502 0.0522242667142503 0.0442177572576053 "scaffold_1" 978321 978344 "+" 0 "JGI_V11_299820"
"scaffold_1_986174_986322_+" 202.361563076464 228.786806533759 166.587617782473 318.462357393277 265.27935583876 310.092512075525 347.117367355975 273.550378181872 0.088209842596795 8.25501816358645 0.688472012365518 0.857999082354433 0.0210943031317264 "scaffold_1" 986174 986322 "+" 0 "JGI_V11_189934"
"scaffold_1_986174_986322_+.1" 202.361563076464 228.786806533759 166.587617782473 318.462357393277 265.27935583876 310.092512075525 347.117367355975 273.550378181872 0.088209842596795 8.25501816358645 0.688472012365518 0.857999082354433 0.0210943031317264 "scaffold_1" 986174 986322 "+" 0 "JGI_V11_309603"
"scaffold_1_989274_989324_+" 51.1973667879521 55.1813874095144 56.9221808772913 32.5898823454632 32.0810912713057 40.2984236111633 44.0727174385245 36.6875699821222 0.319050765188506 5.71923633007374 0.286197843969374 0.483549468249566 0.0157877279103325 "scaffold_1" 989274 989324 "+" 0 "JGI_V11_299826"
"scaffold_1_995581_995764_+" 414.181069500689 329.173544704764 391.352602119573 663.802418375963 689.425673088528 333.571079728741 399.647970829944 608.122403688096 -0.597557090955704 9.10932887965885 0.0217263591760156 0.0665982888288281 0.0380848528615174 "scaffold_1" 995581 995764 "+" 0 "JGI_V11_230081"
"scaffold_1_998645_998649_+" 8.44407618219888 9.41784002612053 8.30726772281144 9.48866168067281 7.37868065542139 8.0305660091335 9.31185748107004 8.15435107407361 0.0111280309303719 3.60323684132434 1 1 0.0236572203052322 "scaffold_1" 998645 998649 "+" 0 "JGI_V11_230081"
"scaffold_1_1000904_1001064_+" 824.449597789369 840.885300121012 858.524626393996 764.772990936473 920.681981690298 876.23687727893 965.839994554984 786.745015543305 0.0564663951982206 9.94395448525138 0.734420280278318 0.891796054623671 0.0135802945287905 "scaffold_1" 1000904 1001064 "+" 0 "JGI_V11_230081"
"scaffold_1_1001249_1001290_+" 108.392610722288 111.998506044926 101.729176554872 111.021261245049 146.963182119608 112.64391020073 150.803808419484 76.1023761702289 -0.187804010607506 7.07045271790046 0.516282225426628 0.721859385077489 0.0387682219498963 "scaffold_1" 1001249 1001290 "+" 0 "JGI_V11_230081"
"scaffold_1_1002385_1002452_+" 0 5.77069934247052 5.01855331177515 8.62186563489295 16.4950725954739 5.62989859910438 7.00590158488393 5.93250459350154 -1.00468629945553 3.31938083603551 0.0663504235585014 0.162414991128899 0.0348170544081349 "scaffold_1" 1002385 1002452 "+" 0 "JGI_V11_230081"
"scaffold_1_1003940_1003966_+" 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 6.62370651226547 10.5461329807473 0.0272786958961302 0.0103488197126514 5.24969961781943 -2.19723203102252 2.43480685202867 0.00343137140726303 0.0143896446637882 0.0366421251817755 "scaffold_1" 1003940 1003966 "+" 0 "JGI_V11_230081"
"scaffold_1_1004706_1004728_+" 31.46191202587 26.7990452000166 27.8695954579294 51.9015470484373 68.6877722479649 21.3868373357657 31.8565756833765 26.2804621208947 -1.18003328851765 5.43632572548175 4.68898565965922e-05 0.000337441278956253 0.0222756706594178 "scaffold_1" 1004706 1004728 "+" 1 "JGI_V11_230081"
"scaffold_1_1006322_1006326_+" 6.2301421783317 0 7.82132009932097 0.0255057643238561 6.9431631066203 6.73890498034605 5.768281589158 5.56755804009072 0.763729179409854 2.97638878235773 0.436059838929124 0.646808458771516 0.0487393299740958 "scaffold_1" 1006322 1006326 "+" 0 "JGI_V11_230081"
"scaffold_1_1007278_1007367_+" 14.9097681402763 7.8386232294621 8.17984044269992 17.6003090683423 28.5587499545473 8.47257732999851 14.5948420163236 17.8527199142926 -0.752033013544005 4.25653513104672 0.0711976767457162 0.171399477423186 0.0362570180383412 "scaffold_1" 1007278 1007367 "+" 0 "JGI_V11_230081"
"scaffold_1_1008363_1008547_+" 293.711252807231 216.285998454611 290.140326695494 351.327029010919 541.68415275728 229.991544860952 264.557334356952 316.387634058337 -0.723754385878187 8.49970993088478 0.00451029061398537 0.0178500930129083 0.0351974660293338 "scaffold_1" 1008363 1008547 "+" 0 "JGI_V11_230081"
"scaffold_1_1142701_1142721_+" 9.84344539532588 10.7489933294961 12.3879368460506 22.5859023529454 27.3358295179746 11.5788818750962 12.1054097805223 12.5744312008395 -1.0383687253188 4.27075632840347 0.00676548061287383 0.0252539915985682 0.0217502973605641 "scaffold_1" 1142701 1142721 "+" 0 "JGI_V11_232153"
"scaffold_1_1180791_1180794_+" 17.0349592701708 13.1848280512685 14.4004485428365 25.7800793251932 10.6738988683783 8.49306510075231 7.22432105744396 11.7782165656131 -0.984771229486246 4.16672710900886 0.0294362078688503 0.0845077261709904 0.0354095105605085 "scaffold_1" 1180791 1180794 "+" 0 "JGI_V11_299828"
"scaffold_1_1253015_1253051_+" 11.3490026205082 12.7580808518094 11.9204453773633 9.48314171079101 6.58040912476716 10.955461525804 8.940659200764 8.53820102798207 0.234074134502381 3.80113701456923 0.717444290053092 0.87907628589129 0.0232878086311608 "scaffold_1" 1253015 1253051 "+" 0 "JGI_V11_300039"
"scaffold_1_1269185_1269192_+" 69.639512985965 88.5632041989643 53.0247439813003 61.695523133969 95.5444171626212 72.3481171175851 58.0684236690869 14.4126686384982 -0.701384508739488 6.25191920972874 0.152298432315477 0.306311462822141 0.124319807657048 "scaffold_1" 1269185 1269192 "+" 0 "JGI_V11_94071"
"scaffold_1_1269405_1269415_+" 10.9205700482166 9.40510166073209 6.97719549911343 9.53667738097763 15.70453970032 13.660167563507 0.0248277604467639 0.0627325749750351 -1.42549399394684 3.57013292679124 0.054403826053729 0.139932851908341 0.169580624097411 "scaffold_1" 1269405 1269415 "+" 0 "JGI_V11_94071"
"scaffold_1_1359614_1359645_+" 6.28304232665478 7.28211216102411 9.22287004760526 6.74012457198544 8.03968905019477 0.0591462264020899 6.41098464098439 5.69349825861519 -0.833292790409921 3.25084593646616 0.250948921319482 0.440816433637449 0.0310823685689769 "scaffold_1" 1359614 1359645 "+" 0 "JGI_V11_220021"
"scaffold_1_1394059_1394082_+" 51.5951114659256 56.8614995635581 46.2672905346499 44.0389237473165 35.4526166349775 48.2530529810415 41.8006521602279 42.7616024480041 0.15434599565958 5.78543819263648 0.610335537562444 0.798838994954342 0.0172361846830934 "scaffold_1" 1394059 1394082 "+" 0 "JGI_V11_232197"
"scaffold_1_1394632_1394660_+" 9.1411362088486 8.30968870867755 4.99324128880757 1.38777878078145e-17 1.38777878078145e-17 0.0308289198051742 0.0116932795664972 5.97348470043461 4.03390117806171 2.71473476448671 0.100182053786554 0.222062223271328 0.036791803811857 "scaffold_1" 1394632 1394660 "+" 0 "JGI_V11_232197"
"scaffold_1_1478716_1478781_+" 49.4758897417493 37.4320029216092 58.7493380239348 114.087654959698 176.806556617712 32.6267226850378 28.078162213671 36.9350167780303 -2.15605356121896 6.30073931112891 1.77040732048954e-13 7.70429818142949e-12 0.0342134262349062 "scaffold_1" 1478716 1478781 "+" 1 "JGI_V11_299840"
"scaffold_1_1515529_1515540_+" 42.4234814290436 43.9354273756362 41.4266313232463 28.6179173184268 25.0859804273742 146.148070019855 128.079315196305 149.992773005303 2.3905588752498 6.47156227077812 4.60142723955912e-21 4.78125852861536e-19 0.0149832665097643 "scaffold_1" 1515529 1515540 "+" 1 "JGI_V11_300053"
"scaffold_1_1588593_1588638_+" 51.2173668547922 38.0071760552249 69.4705666072523 26.8504516465731 44.1731024275526 80.7185573297247 118.63018603592 150.539944065161 1.71213799181113 6.41326205464821 5.56348780871385e-06 5.16435700602855e-05 0.054820810123395 "scaffold_1" 1588593 1588638 "+" 1 "JGI_V11_300057"
"scaffold_1_1591711_1591715_+" 11.8792428568065 10.2301903095529 11.7630799694694 12.035539144643 16.8666826891995 22.3762197586677 23.547224352084 29.3428432770606 0.790537266318825 4.45402328624301 0.046049230021892 0.122882418583052 0.0222711924869889 "scaffold_1" 1591711 1591715 "+" 0 "JGI_V11_300058"
"scaffold_1_1623655_1623687_+" 32.1662510041877 36.1690758918418 32.5002940362884 17.7946353928998 14.1694651064176 31.51265082724 28.8071719442045 20.4629704817602 0.748059926632132 5.05184441453294 0.0395012116235267 0.108245650689551 0.0211309246835527 "scaffold_1" 1623655 1623687 "+" 0 "JGI_V11_205172"
"scaffold_1_1640782_1640792_+" 15.1936357358802 17.4885593877702 14.207563533051 6.73579985537025 7.35586611252563 10.5988974399025 12.0210331135336 17.4840486278486 0.911367746718459 4.08066984573999 0.0706535254502018 0.17044891013016 0.0239962750902454 "scaffold_1" 1640782 1640792 "+" 0 "JGI_V11_232248"
"scaffold_1_1647762_1647798_+" 38.7334149757776 38.3413700036456 38.5257458912447 0.0236023522554409 6.37393011130392 17.8822007850903 20.6405896248896 17.9682312298389 2.50783637858813 4.82841953457577 5.01243656801052e-06 4.69564319890075e-05 0.0209561572418011 "scaffold_1" 1647762 1647798 "+" 1 "JGI_V11_220051"
"scaffold_1_1665636_1665642_+" 5.30162568827061 5.28624155772789 7.6791460697606 1.38777878078145e-17 1.38777878078145e-17 0.0335128630896369 6.38212079591651 0.0320574088724104 4.15374608947192 2.58493755903918 0.10022585336791 0.222110960793346 0.0370262961412249 "scaffold_1" 1665636 1665642 "+" 0 "JGI_V11_190015"
"scaffold_1_1685675_1685714_+" 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 8.47066865594376 12.5012443855699 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 -6.34145063964634 2.38006905224855 1.02089266087498e-07 1.47040310688684e-06 0.0305958194237896 "scaffold_1" 1685675 1685714 "+" 1 "JGI_V11_190018"
"scaffold_1_1686579_1686580_+" 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 10.2821660509927 8.41113114330356 6.30933015626156 7.01024676291823 6.48377075915797 -0.493736917011137 2.92980387914546 0.405498799993012 0.613480253313422 0.0266714272041819 "scaffold_1" 1686579 1686580 "+" 0 "JGI_V11_190018"
"scaffold_1_1688814_1688832_+" 5.06593232386347 7.05752951098313 7.92530353663427 12.6753812051475 13.7907360658266 5.77053873872811 8.06419372232453 8.30650805970134 -0.830554052072621 3.59661954386981 0.100325336565632 0.2222346970302 0.0245944544145634 "scaffold_1" 1688814 1688832 "+" 0 "JGI_V11_190018"
"scaffold_1_1692946_1693004_+" 26.6846617705234 22.4556693913586 25.4067160637922 27.828674556376 24.8530267743913 23.1168078665655 20.5730618879531 24.0283457507065 -0.222488242862239 4.92249341077969 0.573219468905582 0.768240833359508 0.0187156103104499 "scaffold_1" 1692946 1693004 "+" 0 "JGI_V11_232260"
"scaffold_1_1771278_1771320_+" 7.46145847945897 7.4198778417326 7.02341219954593 5.23781479616958 0.025864254095463 5.68579041789082 0.0232430527246374 7.13395526364888 0.659836020887145 3.02569065001123 0.555161016513487 0.754063166145958 0.0380008323532335 "scaffold_1" 1771278 1771320 "+" 0 "JGI_V11_186925"
"scaffold_1_1785022_1785036_+" 8.680915448465 7.39247034014077 8.32360300071512 12.6478053808604 9.22713027373204 8.50957578079143 9.9910372815627 11.0756402336564 -0.148457170975078 3.716541653113 0.804205631581546 0.942481982552064 0.023852012540449 "scaffold_1" 1785022 1785036 "+" 0 "JGI_V11_299852"
"scaffold_1_1788840_1788853_+" 18.866593095201 26.7750752929659 27.0826172923332 10.4213478633423 9.66665387134012 18.8644741729033 17.3903725774932 16.4930232338936 0.799706285379301 4.5482334040797 0.0755443886802858 0.178858058575064 0.0219356984554104 "scaffold_1" 1788840 1788853 "+" 0 "JGI_V11_232289"
"scaffold_1_1836906_1836939_+" 21.2150613443313 23.77229816885 23.0867599532533 13.3020554466842 9.00356244716546 20.6729080174245 16.538115084021 17.7768888833681 0.708719214923457 4.54347049695797 0.101792146948981 0.224701806282566 0.0207367209268531 "scaffold_1" 1836906 1836939 "+" 0 "JGI_V11_309707"
"scaffold_1_1841823_1841867_+" 79.6199500385646 80.817651906197 72.2858029770233 90.6184663329295 78.6732476717834 80.0916165568942 101.302109056872 84.4032036046467 0.0664063389631018 6.61754931462673 0.803071628353695 0.942020319263412 0.0157020655673855 "scaffold_1" 1841823 1841867 "+" 0 "JGI_V11_190026"
"scaffold_1_1868879_1868942_+" 66.7680759790381 75.6539677168877 67.9378472825604 43.9449124108174 45.7509031290618 47.5192971957825 53.0988987507189 44.2723318491972 0.107346722660166 6.05549075181647 0.749928569390146 0.902662248475161 0.0151257464776371 "scaffold_1" 1868879 1868942 "+" 0 "JGI_V11_205195"
"scaffold_1_1913528_1913530_+" 8.25889468475912 6.89956961679092 7.54540018372412 0.0197026960846964 5.23574231407992 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 -4.40013406634004 2.70170365593317 0.0224068809750652 0.0682180041014313 0.0309414033142767 "scaffold_1" 1913528 1913530 "+" 0 "JGI_V11_309722"
"scaffold_1_1951116_1951125_+" 0 0 6.94931100423132 0.0270068792282836 7.39861396921096 0.0321035195575119 6.09636143551946 0.0307094468233295 -0.809195869491582 2.3858986924746 0.628550684893717 0.813385642937187 0.619316652039473 "scaffold_1" 1951116 1951125 "+" 0 "JGI_V11_232322"
"scaffold_1_1962874_1962939_+" 61.3027435433855 63.3289553451728 66.793672377598 55.8348372284391 63.4345445311558 55.6062950072762 70.0967390882788 64.1926105114511 0.0867347680634912 6.21449440720369 0.769278328238497 0.917505450172156 0.015432139331384 "scaffold_1" 1962874 1962939 "+" 0 "JGI_V11_309740"
"scaffold_1_1985516_1985613_+" 2382.37508052591 2403.78900490299 2378.99705603813 2980.40784349597 3123.42368562874 3012.7623576477 2264.16678217927 2386.26218295531 -0.256763163713124 11.55570120627 0.117161370606893 0.251964991951423 0.0153678209318286 "scaffold_1" 1985516 1985613 "+" 0 "JGI_V11_309746"
"scaffold_1_1985999_1986104_+" 68.9546461388308 58.1580465644086 43.5186914381021 85.5009937760155 85.994693543873 89.6325822591614 73.8182116372008 21.0912364377698 -0.477699089314388 6.28306439715651 0.283353662011887 0.479858696202736 0.10333019827378 "scaffold_1" 1985999 1986104 "+" 0 "JGI_V11_309746"
"scaffold_1_1986310_1986333_+" 17.0560518542348 15.6243409796694 9.67860827298054 14.536347576192 18.3701378021043 8.10767717547659 9.62920652606886 18.530970717694 -0.441008546637107 4.19650964428309 0.387584668828579 0.595141211173241 0.0326814655916646 "scaffold_1" 1986310 1986333 "+" 0 "JGI_V11_309746"
"scaffold_1_1986618_1986624_+" 70.8383759702351 54.3387489141491 31.1550855293931 79.2459790195023 59.2756851956297 43.5952173257477 82.2591347008678 26.7278635551635 -0.444370790030042 6.05693789314406 0.322175856767839 0.524243648045208 0.0955054602933378 "scaffold_1" 1986618 1986624 "+" 0 "JGI_V11_309746"
"scaffold_1_1986938_1986941_+" 15.3647161894838 7.92126288999141 12.8877154960002 12.5649505444653 17.7840219520452 15.1431259033766 11.1503155330191 8.94763975775071 -0.365880545250286 4.07856677711052 0.462459643154825 0.672362442353739 0.0280082931867344 "scaffold_1" 1986938 1986941 "+" 0 "JGI_V11_309746"
"scaffold_1_1987249_1987312_+" 22.5395535955158 11.3748808297423 14.8958324768843 13.104309921394 20.8707087875963 6.3875546033605 10.4690972916006 13.4265078095988 -0.742439669018591 4.21924352639961 0.122374316967318 0.260425845282801 0.0343712218429208 "scaffold_1" 1987249 1987312 "+" 0 "JGI_V11_309746"
"scaffold_1_1987414_1987583_+" 31.637565792909 21.2698855667545 28.9454414731291 28.5484480798383 40.8653814076926 29.6570514647408 21.218411405743 7.78743455970172 -0.822294571231095 5.02300019357954 0.048307628445782 0.127737361844559 0.0566044880171574 "scaffold_1" 1987414 1987583 "+" 0 "JGI_V11_309746"
